Player,Team,Position,Possessions Won in Final 3rd per 90,Possessions Won Midfield per 90,Tackles per 90,Tackle Success Rate (%),Chances Created,Chances Created per 90,Accurate Long Balls per 90,Successful Long Balls (%),Minutes,Matches,Big Chances Missed,Clearances per 90,Total Clearances,Expected Goals (xG),Actual Goals,Fouls Committed per 90,Interceptions per 90,Total Interceptions,Penalties Conceded,Clean Sheets,Goals Conceded,Expected Assists (xA),Actual Assists,Expected Goals on Target (xGOT),Goals Conceded per 90,Shots on Target per 90,Shot Accuracy (%),Penalties Won,Fouls Won per 90,Red Cards,Secondary Assists,Shots per 90,Shot Conversion Rate (%),Accurate Passes per 90,Pass Success (%),Penalties,Yellow Cards,Successful Dribbles per 90,Dribble Success Rate (%),Expected Assists per 90,Actual Assists per 90,Expected Goals per 90,Goals per 90,Blocks per 90,Total Blocks,FotMob Rating,Player of the Match Awards,Saves per 90,Total Saves,Country
fikayo tomori,AC Milan,D,0.0,1.7,1.0,57.1,4.0,0.2,1.9,44.2,2125.0,26.0,1.0,2.8,65.0,3.8,4.0,1.1,1.1,26.0,1.0,,,0.2,0.0,3.1,,0.3,47.1,,,1.0,,0.7,23.5,64.8,91.3,0.0,6.0,0.1,50.0,0.01,0.0,0.16,0.17,1.0,23.0,7.0,1.0,,,ENG
filip jagiello,Genoa,C,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,POL
filip kostic,Juventus,C,0.3,1.3,1.1,62.2,40.0,2.0,1.2,38.5,1831.0,29.0,1.0,1.6,33.0,0.7,0.0,0.9,0.4,9.0,,,,4.1,4.0,0.2,,0.1,14.3,,,,4.1,1.0,0.0,28.5,80.6,,2.0,0.3,28.6,0.2,0.2,0.03,0.0,0.4,8.0,6.88,2.0,,,SRB
filippo missori,Sassuolo,D,,,,,2.0,0.7,,,,,,,,0.3,0.0,,,,,,,0.1,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
filippo ranocchia,Empoli,C,,,,,4.0,0.8,,,,,,,,0.2,0.0,,,,,,,1.0,0.0,0.5,,,,,,,,,,,,,3.0,,,,,,,,,,,,,ITA
filippo terracciano,AC Milan,D,0.2,2.2,1.4,65.6,18.0,1.2,2.2,42.3,1368.0,21.0,1.0,1.2,18.0,0.3,0.0,1.2,1.3,20.0,1.0,,,1.3,1.0,0.2,,0.2,37.5,,,,1.3,0.5,0.0,28.4,75.5,,2.0,0.9,56.5,0.09,0.1,0.02,0.0,0.4,6.0,,,,,ITA
flavio russo,Sassuolo,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
flavius daniliuc,Salernitana,D,,,,,5.0,0.6,,,,,,,,0.3,0.0,,,,,,,0.1,0.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,AUT
florian thauvin,Udinese,A,0.5,1.6,0.2,57.1,38.0,2.0,1.5,63.6,1713.0,29.0,4.0,0.1,1.0,4.7,5.0,0.7,0.2,3.0,,,,4.1,3.0,6.1,,0.8,31.3,,,,4.1,2.5,10.4,18.5,77.8,1.0,4.0,1.8,43.2,0.22,0.2,0.25,0.26,0.1,1.0,6.78,2.0,,,FRA
francesco acerbi,Inter,D,,,0.5,59.1,7.0,0.3,3.7,64.7,2386.0,29.0,1.0,2.9,76.0,1.6,3.0,0.7,1.2,32.0,,,,1.3,1.0,1.0,,0.2,40.0,,,,1.3,0.6,20.0,60.6,91.1,0.0,1.0,0.1,66.7,0.05,0.0,0.06,0.11,0.5,13.0,7.2,0.0,,,ITA
francesco camarda,AC Milan,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francesco caputo,Empoli,A,0.4,0.5,,,10.0,0.7,0.4,62.5,1274.0,20.0,3.0,0.2,3.0,3.4,3.0,0.7,0.1,1.0,,,,0.8,0.0,4.9,,0.7,43.5,,,,,1.6,13.0,11.4,76.1,1.0,,0.4,55.6,0.05,0.0,0.24,0.21,,,6.29,0.0,,,ITA
francesco d'alessio,Roma,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
francesco gelli,Frosinone,C,0.7,2.4,0.8,68.4,25.0,1.4,0.6,40.0,1558.0,27.0,1.0,1.4,24.0,0.7,0.0,0.9,0.6,11.0,,,,2.5,0.0,0.6,,0.2,30.0,,,,,0.6,0.0,31.4,85.4,,3.0,0.8,39.4,0.15,0.0,0.04,0.0,0.2,3.0,6.69,1.0,,,ITA
francesco rossi,Atalanta,P,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
franco carboni,Monza,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
franz stolz,Genoa,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabriel strefezza,Lecce,C,0.6,2.3,1.4,70.8,20.0,1.6,1.4,50.0,1118.0,19.0,1.0,0.6,8.0,2.5,1.0,1.6,0.6,7.0,,,,1.3,0.0,1.3,,0.5,21.4,,,,,2.3,3.6,22.5,78.2,1.0,4.0,1.2,50.0,0.1,0.0,0.2,0.08,,,6.72,1.0,,,BRA
gabriele guarino,Empoli,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gabriele zappa,Cagliari,D,0.2,1.2,1.1,57.4,24.0,0.8,2.4,35.6,2559.0,38.0,2.0,2.2,62.0,1.8,1.0,0.7,0.7,20.0,,,,2.2,3.0,0.6,,0.2,31.6,,,,2.2,0.7,5.3,27.7,73.5,0.0,2.0,0.3,36.0,0.08,0.1,0.06,0.04,0.2,5.0,6.58,0.0,,,ITA
gaetano castrovilli,Fiorentina,C,,,,,7.0,1.7,,,,,,,,0.3,1.0,,,,,,,0.1,2.0,0.5,,,,,,,0.1,,,,,0.0,,,,,,,,,,,,,,ITA
gaetano oristanio,Cagliari,C,0.9,3.1,0.8,50.0,15.0,1.2,1.2,60.0,1102.0,25.0,3.0,0.6,7.0,2.0,2.0,3.0,0.7,9.0,,,,1.0,1.0,1.3,,0.4,21.7,,,,1.0,1.9,8.7,12.7,74.5,0.0,1.0,2.6,58.2,0.08,0.1,0.16,0.16,,,6.44,0.0,,,ITA
gaston pereiro,Cagliari,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gennaro borrelli,Frosinone,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
george puscas,Genoa,A,,,,,1.0,0.5,,,,,5.0,,,2.1,0.0,,,,,,,0.1,0.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,ROU
gerard deulofeu,Udinese,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gerardo fusco,Salernitana,D,,,,,1.0,6.4,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
giacomo bonaventura,Fiorentina,C,0.8,2.6,0.5,50.0,41.0,1.6,2.1,59.3,2285.0,31.0,3.0,0.3,8.0,5.7,8.0,0.8,0.6,14.0,,,,5.4,3.0,6.2,,0.6,30.8,,,,5.4,2.0,15.4,35.6,85.0,0.0,6.0,1.2,65.2,0.21,0.1,0.22,0.32,0.0,1.0,7.19,3.0,,,ITA
giacomo corona,Empoli,A,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
giacomo faticanti,Lecce,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giacomo raspadori,Napoli,A,0.4,1.9,0.6,47.6,36.0,2.1,2.4,62.7,1572.0,37.0,3.0,0.3,5.0,5.9,5.0,1.0,0.2,3.0,,,,3.0,3.0,6.2,,1.4,39.3,,,,3.0,3.5,8.2,29.1,79.9,0.0,,0.8,50.0,0.17,0.2,0.34,0.29,0.1,1.0,6.76,0.0,,,ITA
giacomo toniolo,Verona,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gian marco ferrari,Sassuolo,D,0.1,1.2,0.4,45.5,9.0,0.4,3.8,47.0,2268.0,31.0,3.0,2.9,73.0,1.6,1.0,1.0,1.0,25.0,3.0,,,0.7,0.0,1.5,,0.2,37.5,,,,,0.6,6.3,42.3,83.5,0.0,4.0,0.1,75.0,0.03,0.0,0.06,0.04,0.7,17.0,6.53,0.0,,,ITA
giangiacomo magnani,Verona,D,0.1,2.5,0.7,54.5,6.0,0.2,3.7,50.8,2441.0,33.0,,4.2,115.0,0.6,0.0,1.0,1.7,45.0,,,,0.5,0.0,0.6,,0.1,18.2,1.0,1.1,,,0.4,0.0,28.9,80.3,,6.0,0.3,80.0,0.02,0.0,0.02,0.0,1.0,28.0,6.94,3.0,,,ITA
gianluca caprari,Monza,A,,,,,11.0,3.5,,,,,1.0,,,0.7,0.0,,,,,,,0.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
gianluca gaetano,Cagliari,C,1.2,3.3,0.5,45.5,21.0,2.1,0.8,50.0,905.0,20.0,1.0,0.8,8.0,1.9,5.0,1.3,0.4,4.0,,,,1.0,1.0,4.5,,1.0,43.5,1.0,1.3,1.0,1.0,2.3,21.7,23.4,79.7,1.0,2.0,1.1,37.9,0.1,0.1,0.19,0.5,0.2,2.0,,,,,ITA
gianluca lapadula,Cagliari,A,0.7,0.9,0.1,100.0,19.0,1.4,0.2,50.0,1206.0,23.0,3.0,0.4,5.0,4.9,3.0,1.6,0.1,2.0,,,,0.7,1.0,3.3,,0.8,31.4,1.0,1.3,,0.7,2.6,8.6,8.8,72.4,1.0,3.0,0.3,57.1,0.05,0.1,0.37,0.22,0.1,1.0,6.5,1.0,,,PER
gianluca mancini,Roma,D,0.1,1.5,0.6,58.8,10.0,0.3,2.9,45.3,2872.0,36.0,1.0,2.3,74.0,1.9,4.0,1.5,1.1,36.0,,,,1.1,1.0,1.3,,0.2,36.8,,,,1.1,0.6,21.1,54.4,87.8,0.0,9.0,0.1,80.0,0.04,0.0,0.06,0.13,0.8,26.0,6.83,1.0,,,ITA
gianluca pegolo,Sassuolo,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ITA
gianluca scamacca,Atalanta,A,0.7,1.1,0.6,60.0,33.0,2.0,2.0,86.8,1459.0,29.0,6.0,0.6,9.0,6.5,12.0,1.7,0.2,4.0,,,,1.5,6.0,9.3,,1.6,43.3,,,,1.5,3.7,20.0,18.0,69.0,0.0,1.0,0.9,57.7,0.09,0.4,0.4,0.74,0.1,1.0,6.95,3.0,,,ITA
gino infantino,Fiorentina,C,,,,,1.0,1.0,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ARG
giorgi kvernadze,Frosinone,A,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,GEO
giorgio altare,Cagliari,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giorgio cittadini,Genoa,D,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,ITA
giorgio scalvini,Atalanta,D,0.3,2.5,1.2,62.3,11.0,0.4,1.6,31.5,2553.0,33.0,1.0,2.3,66.0,1.9,1.0,1.7,2.1,59.0,2.0,,,1.5,3.0,1.7,,0.2,31.6,,,,1.5,0.7,5.3,44.0,81.7,0.0,3.0,0.5,78.9,0.05,0.1,0.07,0.04,0.6,17.0,7.16,0.0,,,ITA
giorgos kyriakopoulos,Monza,D,0.3,1.0,0.5,52.6,21.0,1.1,1.5,45.9,1716.0,28.0,3.0,1.0,19.0,1.2,0.0,0.8,0.7,13.0,1.0,,,2.0,3.0,0.4,,0.1,8.3,,,,2.0,1.3,0.0,38.7,85.9,,3.0,0.9,62.1,0.1,0.2,0.06,0.0,0.1,1.0,6.69,0.0,,,GRE
giovanni bonfanti,Atalanta,D,,,,,,,,,,,,,,0.1,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,ITA
giovanni crociata,Empoli,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
giovanni di lorenzo,Napoli,D,0.2,1.9,1.0,62.1,51.0,1.4,2.8,69.7,3235.0,36.0,2.0,1.1,38.0,3.2,1.0,0.8,0.7,24.0,,,,5.4,6.0,1.7,,0.2,18.9,,,,5.4,1.0,2.7,54.6,87.1,0.0,6.0,0.5,34.0,0.15,0.2,0.09,0.03,0.4,16.0,7.08,4.0,,,ITA
giovanni fabbian,Bologna,C,0.1,1.4,0.9,58.8,16.0,1.4,0.3,33.3,1053.0,27.0,4.0,0.9,10.0,4.2,5.0,1.4,0.6,7.0,,,,0.8,2.0,3.1,,0.9,35.7,,,,0.8,2.4,17.9,19.1,79.4,0.0,4.0,1.0,52.2,0.07,0.2,0.36,0.43,0.2,2.0,6.77,1.0,,,ITA
giovanni simeone,Napoli,A,0.6,1.5,0.5,33.3,9.0,1.0,0.3,33.3,787.0,28.0,5.0,0.6,5.0,3.4,1.0,1.4,0.1,1.0,,,,0.8,0.0,3.2,,1.4,34.3,1.0,1.5,,,4.0,2.9,14.9,72.6,0.0,3.0,0.6,50.0,0.09,0.0,0.38,0.11,,,,,,,ARG
giulio donati,Monza,D,,,,,3.0,8.4,,,,,,,,0.0,0.0,,,,,,,0.2,0.0,0.2,,,,,,,,,,,,,2.0,,,,,,,,,,,,,ITA
giulio maggiore,Salernitana,C,0.3,3.4,1.4,59.2,11.0,0.5,1.4,36.7,1807.0,27.0,1.0,1.8,36.0,2.3,4.0,1.9,1.2,24.0,1.0,,,0.8,2.0,2.1,,0.5,43.5,,,1.0,0.8,1.1,17.4,30.8,78.5,0.0,7.0,0.3,46.2,0.04,0.1,0.11,0.2,0.2,5.0,6.87,0.0,,,ITA
giuseppe caso,Frosinone,A,,,,,3.0,0.7,,,,,,,,0.3,0.0,,,,,,,0.2,0.0,0.2,,,,1.0,3.1,,,,,,,,2.0,,,,,,,,,,,,,ITA
giuseppe pezzella,Empoli,D,0.2,1.6,1.2,56.0,8.0,0.7,1.3,31.4,1088.0,19.0,,2.2,27.0,0.2,0.0,1.4,0.2,2.0,1.0,,,1.2,0.0,0.5,,0.2,66.7,,,,,0.2,0.0,26.6,77.8,,4.0,0.8,41.7,0.1,0.0,0.02,0.0,0.5,6.0,,,,,ITA
gleison bremer,Juventus,D,0.1,2.1,1.2,72.4,7.0,0.2,3.9,53.2,3234.0,36.0,2.0,4.0,144.0,1.7,3.0,1.7,1.1,40.0,1.0,,,0.8,0.0,1.6,,0.1,22.2,,,,,0.5,16.7,46.2,86.3,0.0,9.0,0.3,76.9,0.02,0.0,0.05,0.08,0.8,27.0,7.28,3.0,,,BRA
gregoire defrel,Sassuolo,A,0.5,1.4,1.0,47.1,8.0,1.0,0.6,55.6,751.0,20.0,,0.7,6.0,1.0,1.0,1.1,0.4,3.0,,,,1.1,2.0,1.2,,0.4,25.0,,,,1.1,1.4,8.3,21.9,85.5,0.0,,0.5,33.3,0.14,0.2,0.12,0.12,,,,,,,MTQ
grigoris kastanos,Salernitana,C,0.2,3.0,0.8,60.9,28.0,1.7,1.9,64.0,1486.0,26.0,1.0,0.4,7.0,2.9,3.0,1.1,0.5,8.0,,,,1.5,3.0,2.7,,0.6,33.3,,,,1.5,1.8,10.0,25.5,75.2,0.0,5.0,0.8,54.2,0.09,0.2,0.17,0.18,0.2,4.0,6.83,0.0,,,CYP
guillermo ochoa,Salernitana,P,,,,,,,,,,,,0.5,11.0,,,,,,,1.0,44.0,0.1,0.0,,2.1,,,,,,,,,15.2,55.5,,,,,0.0,0.0,,,,,6.21,0.0,3.6,75.0,MEX
gustav isaksen,Lazio,A,0.9,1.5,0.3,75.0,19.0,1.6,0.4,21.7,1069.0,28.0,1.0,0.2,2.0,1.6,3.0,1.4,0.3,4.0,,,,2.0,1.0,2.6,,0.8,39.1,,,,2.0,1.9,13.0,17.3,71.2,0.0,3.0,1.3,39.5,0.17,0.1,0.13,0.25,0.1,1.0,6.49,0.0,,,DEN
gvidas gineitis,Torino,C,,,,,8.0,1.4,,,,,1.0,,,0.4,0.0,,,,,,,1.0,0.0,0.3,,,,,,,,,,,,,2.0,,,,,,,,,,,,,LTU
hakan calhanoglu,Inter,C,0.5,2.9,1.2,50.0,52.0,1.8,5.2,76.3,2576.0,32.0,,0.7,21.0,10.2,13.0,1.5,0.8,24.0,,,,5.8,3.0,12.0,,0.8,37.1,,,,5.8,2.2,21.0,69.4,92.4,10.0,5.0,0.2,50.0,0.2,0.1,0.35,0.45,0.5,13.0,7.88,11.0,,,TUR
hamed traore,Napoli,C,,,,,8.0,1.9,,,,,1.0,,,0.9,0.0,,,,,,,0.3,0.0,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,CIV
hamza rafia,Lecce,C,0.8,2.8,2.3,70.5,15.0,1.1,1.1,37.5,1211.0,28.0,,0.7,9.0,1.6,1.0,2.3,0.8,11.0,,,,1.1,0.0,1.7,,0.2,18.8,,,,,1.2,6.3,25.9,75.5,0.0,4.0,0.9,46.2,0.08,0.0,0.12,0.07,0.1,1.0,6.49,1.0,,,TUN
hans hateboer,Atalanta,D,0.1,1.3,0.4,41.7,22.0,1.8,0.9,39.3,1104.0,23.0,,1.7,21.0,0.3,0.0,1.3,0.3,4.0,1.0,,,1.2,1.0,0.2,,0.2,27.3,,,,1.2,0.9,0.0,33.9,85.8,,5.0,0.5,60.0,0.1,0.1,0.03,0.0,0.6,7.0,6.61,0.0,,,NED
hans nicolussi caviglia,Juventus,C,,,,,8.0,2.7,,,,,,,,0.1,0.0,,,,,,,0.8,1.0,,,,,,,,0.8,,,,,,1.0,,,,,,,,,,,,,ITA
hassane kamara,Udinese,D,0.6,1.9,1.3,71.1,21.0,0.8,1.1,44.3,2238.0,35.0,4.0,2.1,52.0,1.9,1.0,0.8,1.0,26.0,,,,1.8,1.0,3.3,,0.3,30.8,,,,1.8,1.0,3.9,19.7,77.8,0.0,4.0,1.2,57.7,0.07,0.0,0.08,0.04,0.1,2.0,6.89,2.0,,,CIV
henrikh mkhitaryan,Inter,C,0.5,3.4,1.1,54.8,40.0,1.3,2.0,70.5,2803.0,36.0,4.0,1.1,35.0,3.6,2.0,1.1,0.9,29.0,,,,4.3,8.0,1.7,,0.2,15.4,1.0,0.9,,4.3,1.3,5.1,46.2,88.0,0.0,4.0,0.6,52.8,0.14,0.3,0.12,0.06,0.1,4.0,7.43,1.0,,,ARM
hirving lozano,Napoli,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
houssem aouar,Roma,C,,,,,10.0,1.2,,,,,2.0,,,2.4,4.0,,,,,,,0.6,0.0,4.3,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,ALG
hubert idasiak,Napoli,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibrahim sulemana,Cagliari,C,0.5,2.5,0.9,38.9,4.0,0.3,1.9,50.0,1342.0,21.0,,1.0,15.0,0.8,2.0,1.2,0.5,7.0,,,,0.2,0.0,0.8,,0.2,23.1,,,,,0.9,15.4,24.1,82.3,0.0,4.0,0.6,52.9,0.01,0.0,0.06,0.13,0.3,5.0,6.58,0.0,,,GHA
ilario monterisi,Frosinone,D,0.1,2.3,0.8,56.5,5.0,0.3,2.5,38.0,1467.0,24.0,1.0,3.8,62.0,1.1,2.0,0.6,0.5,8.0,1.0,,,0.3,2.0,1.0,,0.2,60.0,1.0,1.0,,0.3,0.3,40.0,46.7,81.3,0.0,1.0,0.3,55.6,0.02,0.1,0.07,0.12,1.1,18.0,6.65,1.0,,,ITA
iron gomis,Salernitana,C,,,,,3.0,2.1,,,,,1.0,,,0.6,0.0,,,,,,,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,FRA
isaac success,Udinese,A,0.2,1.8,0.4,66.7,11.0,1.1,0.8,44.4,872.0,27.0,4.0,1.1,11.0,2.7,1.0,2.8,0.2,2.0,,,,0.6,1.0,0.9,,0.5,26.3,,,,0.6,2.0,5.3,13.4,64.7,0.0,4.0,2.1,58.8,0.06,0.1,0.28,0.1,0.1,1.0,6.41,0.0,,,NGA
isak hien,Atalanta,D,0.2,2.4,1.1,62.9,1.0,0.1,2.5,54.4,1794.0,26.0,,3.2,63.0,0.6,0.0,1.5,1.1,21.0,,,,0.1,1.0,0.3,,0.2,37.5,,,1.0,0.1,0.4,0.0,37.1,85.5,,4.0,0.3,45.5,0.01,0.1,0.03,0.0,0.5,10.0,6.78,0.0,,,SWE
ismael bennacer,AC Milan,C,0.3,3.2,1.5,65.5,17.0,1.3,1.9,63.2,1151.0,20.0,,0.5,7.0,1.7,2.0,1.4,0.9,12.0,,,,1.6,2.0,1.1,,0.2,16.7,,,,1.6,0.9,16.7,54.7,90.0,1.0,2.0,1.3,63.0,0.12,0.2,0.13,0.16,0.3,4.0,7.02,1.0,,,ALG
ivan ilic,Torino,C,0.3,3.0,0.3,36.4,47.0,2.0,1.3,42.3,2099.0,31.0,3.0,1.3,30.0,2.1,3.0,1.0,0.9,20.0,1.0,,,4.6,2.0,3.2,,0.5,40.7,,,,4.6,1.2,11.1,45.5,86.1,0.0,3.0,0.8,54.5,0.2,0.1,0.09,0.13,0.3,7.0,7.15,4.0,,,SRB
ivan provedel,Lazio,P,,,,,,,,,,,,0.6,18.0,,,,,,,9.0,33.0,0.0,0.0,,1.1,,,,,,,,,24.4,80.1,,,0.0,50.0,0.0,0.0,,,,,6.7,2.0,2.9,86.0,ITA
iwo kaczmarski,Empoli,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jackson tchatchoua,Verona,A,0.1,2.3,1.4,66.7,15.0,0.8,1.2,31.9,1725.0,26.0,,2.1,40.0,0.1,0.0,0.9,1.2,23.0,1.0,,,1.7,2.0,,,,,,,,1.7,,,22.7,77.3,,2.0,0.3,42.9,0.09,0.1,0.0,0.0,0.4,7.0,6.66,1.0,,,CMR
jacopo desogus,Cagliari,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacopo fazzini,Empoli,C,0.5,2.6,1.8,51.0,24.0,1.8,0.7,31.3,1226.0,31.0,,1.2,16.0,1.2,1.0,1.7,0.9,12.0,1.0,,,1.7,1.0,0.2,,0.3,17.4,1.0,2.0,,1.7,1.7,4.4,23.9,74.3,0.0,6.0,1.5,54.1,0.12,0.1,0.09,0.07,0.2,3.0,6.6,0.0,,,ITA
jaime baez,Frosinone,A,,,,,8.0,1.4,,,,,,,,0.5,1.0,,,,,,,0.8,0.0,0.4,,,,1.0,2.7,,,,,,,0.0,1.0,,,,,,,,,,,,,URU
jaka bijol,Udinese,D,,,1.2,62.8,3.0,0.1,2.9,44.4,2083.0,24.0,1.0,5.9,137.0,2.1,0.0,1.2,1.0,23.0,,,,0.5,0.0,0.2,,0.1,13.3,,,,,0.6,0.0,27.8,78.8,,4.0,,,0.02,0.0,0.09,0.0,0.9,21.0,6.87,1.0,,,SVN
jakub jankto,Cagliari,C,,,,,6.0,0.6,,,,,3.0,,,1.5,1.0,,,,,,,0.4,2.0,0.8,,,,,,,0.4,,,,,0.0,,,,,,,,,,,,,,CZE
james abankwah,Udinese,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jan-carlo simic,AC Milan,D,,,,,,,,,,,,,,0.6,1.0,,,,,,,0.0,0.0,0.9,,,,,,,,,,,,0.0,,,,,,,,,,,,,,SRB
jasper samooja,Lecce,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jean-daniel akpa-akpro,Monza,C,0.4,1.2,1.4,55.0,1.0,0.1,1.3,71.4,700.0,19.0,1.0,1.8,14.0,0.5,0.0,1.9,1.5,12.0,1.0,,,0.2,0.0,0.8,,0.4,42.9,,,,,0.9,0.0,28.3,84.0,,5.0,0.4,50.0,0.03,0.0,0.07,0.0,0.5,4.0,,,,,CIV
jens odgaard,Bologna,A,,,,,2.0,0.4,,,,,,,,1.5,2.0,,,,,,,0.1,0.0,1.5,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,DEN
jens-lys cajuste,Napoli,C,0.4,2.8,2.1,66.7,15.0,1.3,0.8,75.0,1007.0,26.0,2.0,1.3,14.0,1.5,0.0,2.6,0.4,4.0,1.0,,,0.7,2.0,0.2,,0.3,18.8,,,,0.7,1.4,0.0,32.3,86.0,,7.0,1.5,63.0,0.06,0.2,0.13,0.0,0.3,3.0,6.65,0.0,,,SWE
jeppe corfitzen,Lecce,A,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,DEN
jeremy toljan,Sassuolo,D,0.1,1.6,0.4,76.9,18.0,0.8,1.4,31.1,2085.0,25.0,1.0,1.8,42.0,0.6,0.0,0.4,0.7,16.0,1.0,,,2.0,5.0,1.1,,0.1,25.0,1.0,0.3,,2.0,0.5,0.0,25.9,77.8,,1.0,0.3,46.2,0.08,0.2,0.02,0.0,0.2,5.0,6.67,0.0,,,GER
jerome boateng,Salernitana,D,,,,,1.0,0.4,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,GER
jesper karlsson,Bologna,A,,,,,5.0,1.3,,,,,1.0,,,0.4,0.0,,,,,,,0.4,0.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,SWE
jesper lindstrm,Napoli,C,0.6,2.4,0.6,37.5,13.0,2.8,1.1,50.0,417.0,22.0,,0.6,3.0,0.7,0.0,1.3,0.4,2.0,,,,0.9,0.0,0.3,,0.4,14.3,,,,,3.0,0.0,38.4,84.4,,2.0,2.4,44.0,0.2,0.0,0.15,0.0,,,,,,,DEN
jhon lucumi,Bologna,D,0.2,2.2,1.2,60.4,4.0,0.2,3.9,71.3,2214.0,29.0,1.0,2.5,62.0,0.8,0.0,0.4,0.7,16.0,,,,0.4,0.0,0.2,,0.1,18.2,,,,,0.4,0.0,70.0,93.6,,2.0,0.3,80.0,0.02,0.0,0.03,0.0,0.7,17.0,7.07,1.0,,,COL
joan gonzalez,Lecce,C,0.6,3.2,1.3,58.1,15.0,1.1,1.6,56.1,1283.0,29.0,3.0,0.5,7.0,1.2,1.0,1.1,0.4,5.0,,,,0.8,1.0,0.8,,0.4,38.5,,,,0.8,0.9,7.7,23.9,76.6,0.0,6.0,1.3,67.9,0.05,0.1,0.08,0.07,0.2,3.0,6.62,0.0,,,ESP
joao costa,Roma,A,,,,,1.0,8.2,,,,,,,,,,,,,,,,0.1,0.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,BRA
joao ferreira,Udinese,D,0.2,1.7,2.1,72.4,13.0,0.6,2.5,44.7,1812.0,35.0,,3.8,76.0,0.3,0.0,1.7,1.4,29.0,1.0,,,0.9,1.0,0.1,,,,1.0,0.5,,0.9,0.1,0.0,26.6,75.9,,9.0,0.9,60.0,0.05,0.0,0.02,0.0,0.3,6.0,6.71,0.0,,,POR
joaquin correa,Inter,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
