Giocatore,Giornata,Pred_Gol_Pesata
christian pulisic,G34,0.1922
nicolas gonzalez,G34,0.1843
federico bonazzoli,G34,0.1791
khvicha kvaratskhelia,G34,0.179
lorenzo pellegrini,G34,0.1713
tijjani noslin,G34,0.1704
milan djuric,G34,0.1691
giovanni fabbian,G34,0.1582
andrea belotti,G34,0.156
antonio candreva,G34,0.156
charles de ketelaere,G34,0.1555
gianluca gaetano,G34,0.1555
domenico berardi,G34,0.1529
jonathan ikone,G34,0.1522
ruben loftus-cheek,G34,0.1496
theo hernandez,G34,0.1452
davide frattesi,G34,0.143
giacomo raspadori,G34,0.143
luis alberto,G34,0.1425
ederson,G34,0.141
luka jovic,G34,0.141
noah okafor,G34,0.141
giacomo bonaventura,G34,0.1399
federico chiesa,G34,0.1399
luca mazzitelli,G34,0.1399
mateo retegui,G34,0.1399
matias soule,G34,0.1399
alexis saelemaekers,G34,0.1368
federico dimarco,G34,0.1365
antonio sanabria,G34,0.1365
mattia zaccagni,G34,0.1321
federico gatti,G34,0.13
matteo cancellieri,G34,0.13
valentin castellanos,G34,0.13
gianluca mancini,G34,0.13
m'baye niang,G34,0.13
lazar samardzic,G34,0.13
roberto piccoli,G34,0.1294
fikayo tomori,G34,0.1294
lucas beltran,G34,0.1268
lewis ferguson,G34,0.1268
ciro immobile,G34,0.1268
lorenzo lucca,G34,0.1268
cyril ngonge,G34,0.1268
florian thauvin,G34,0.1235
nikola vlasic,G34,0.1191
caleb ekuban,G34,0.1169
giulio maggiore,G34,0.1169
piotr zielinski,G34,0.1169
francesco acerbi,G34,0.1164
sardar azmoun,G34,0.1164
felipe anderson,G34,0.115
roberto pereyra,G34,0.115
matias vecino,G34,0.115
nikola krstovic,G34,0.1138
zito luvumbo,G34,0.1138
mario pasalic,G34,0.1138
matteo pessina,G34,0.1138
aleksey miranchuk,G34,0.1104
matteo darmian,G34,0.106
pol lirola,G34,0.106
nedim bajrami,G34,0.1039
diego coppola,G34,0.1033
patrick dorgu,G34,0.1033
oussama el azzouzi,G34,0.1033
valentin gendrey,G34,0.1033
christian kouame,G34,0.1033
el bilal toure,G34,0.1033
gustav isaksen,G34,0.1019
loum tchaouna,G34,0.1019
dany mota,G34,0.1007
lucas martinez quarta,G34,0.1007
adrien rabiot,G34,0.1007
kristian thorstvedt,G34,0.1007
szymon zurkowski,G34,0.1007
alfred duncan,G34,0.0974
reinier,G34,0.0974
alexis sanchez,G34,0.0974
ibrahim sulemana,G34,0.0974
samuel chukwueze,G34,0.093
juan jesus,G34,0.093
giorgio scalvini,G34,0.093
tommaso augello,G34,0.0908
nicolo cambiaghi,G34,0.0908
leonardo cerri,G34,0.0903
yerry mina,G34,0.0903
darko lazovic,G34,0.0889
nicola sansone,G34,0.0889
eldor shomurodov,G34,0.0889
houssem aouar,G34,0.0877
alessandro buongiorno,G34,0.0877
lorenzo colombo,G34,0.0877
boulaye dia,G34,0.0877
denzel dumfries,G34,0.0877
stephan el shaarawy,G34,0.0877
michael folorunsho,G34,0.0877
abdou harroui,G34,0.0877
thomas henry,G34,0.0877
kaio jorge,G34,0.0877
grigoris kastanos,G34,0.0877
ruslan malinovsky,G34,0.0877
rolando mandragora,G34,0.0877
arkadiusz milik,G34,0.0877
remi oudin,G34,0.0877
leandro paredes,G34,0.0877
nemanja radonjicc,G34,0.0877
valentin carboni,G34,0.0877
gregoire defrel,G34,0.0843
charalambos lykogiannis,G34,0.0843
adam marusic,G34,0.0843
walid cheddira,G34,0.0783
pontus almqvist,G34,0.0746
amir rrahmani,G34,0.0746
marko arnautovic,G34,0.0746
tommaso baldanzi,G34,0.0746
lameck banda,G34,0.0746
mattia bani,G34,0.0746
nicolo barella,G34,0.0746
yann aurel bisseck,G34,0.0746
gleison bremer,G34,0.0746
marco brescianini,G34,0.0746
andrea cambiaso,G34,0.0746
francesco caputo,G34,0.0746
lorenzo de silvestri,G34,0.0746
alberto dossena,G34,0.0746
radu dragusin,G34,0.0746
eljif elmas,G34,0.0746
matteo guendouzi,G34,0.0746
dean huijsen,G34,0.0746
ivan ilic,G34,0.0746
luca ranieri,G34,0.0746
gianluca lapadula,G34,0.0746
matheus henrique,G34,0.0746
henrikh mkhitaryan,G34,0.0746
ilario monterisi,G34,0.0746
luis muriel,G34,0.0746
m'bala nzola,G34,0.0746
jens odgaard,G34,0.0746
leonardo pavoletti,G34,0.0746
nehuen perez,G34,0.0746
tijjani reijnders,G34,0.0746
daniele rugani,G34,0.0746
walace,G34,0.0746
davide zappacosta,G34,0.0746
oier zarraga,G34,0.0746
alessandro bastoni,G34,0.0616
andrea carboni,G34,0.0616
yacine adli,G34,0.0616
kristjan asllani,G34,0.0616
jaime baez,G34,0.0616
mitchel bakker,G34,0.0616
antonin barak,G34,0.0616
raoul bellanova,G34,0.0616
sam beukema,G34,0.0616
cristiano biraghi,G34,0.0616
davide biraschi,G34,0.0616
warren bondo,G34,0.0616
josip brekalo,G34,0.0616
jovane cabral,G34,0.0616
luca caldirola,G34,0.0616
danilo cataldi,G34,0.0616
bryan cristante,G34,0.0616
marvin cuni,G34,0.0616
danilo,G34,0.0616
stefan de vrij,G34,0.0616
federico di francesco,G34,0.0616
giovanni di lorenzo,G34,0.0616
ondrej duda,G34,0.0616
martin erlic,G34,0.0616
federico fazio,G34,0.0616
jacopo fazzini,G34,0.0616
gian marco ferrari,G34,0.0616
morten frendrup,G34,0.0616
remo freuler,G34,0.0616
matteo gabbia,G34,0.0616
roberto gagliardini,G34,0.0616
lautaro gianetti,G34,0.0616
emmanuel quartsin gyasi,G34,0.0616
emil holm,G34,0.0616
chukwubuikem ikwuemesi,G34,0.0616
samuel iling-junior,G34,0.0616
jakub jankto,G34,0.0616
christian kabasele,G34,0.0616
daichi kamada,G34,0.0616
hassane kamara,G34,0.0616
michael kayode,G34,0.0616
sead kolasinac,G34,0.0616
viktor kovalenko,G34,0.0616
diego llorente,G34,0.0616
manuel locatelli,G34,0.0616
sandi lovric,G34,0.0616
luca pellegrini,G34,0.0616
sebastiano luperto,G34,0.0616
mirko maric,G34,0.0616
agustin martegani,G34,0.0616
junior messias,G34,0.0616
fabio miretti,G34,0.0616
nikola moro,G34,0.0616
nahitan nandez,G34,0.0616
gaetano oristanio,G34,0.0616
patric,G34,0.0616
martin payero,G34,0.0616
pedro rodriguez,G34,0.0616
andrea petagna,G34,0.0616
rasmus kristensen,G34,0.0616
uros racic,G34,0.0616
hamza rafia,G34,0.0616
ylber ramadani,G34,0.0616
renato sanches,G34,0.0616
samuele ricci,G34,0.0616
simone romagnoli,G34,0.0616
simone bastoni,G34,0.0616
perr schuurs,G34,0.0616
giovanni simeone,G34,0.0616
jan-carlo simic,G34,0.0616
simy,G34,0.0616
riccardo sottil,G34,0.0616
leonardo spinazzola,G34,0.0616
gabriel strefezza,G34,0.0616
tomas suslov,G34,0.0616
karol swiderski,G34,0.0616
morten thorsby,G34,0.0616
chaka traore,G34,0.0616
johan vasquez,G34,0.0616
vitor oliveira,G34,0.0616
cristian volpato,G34,0.0616
shon weissman,G34,0.0616
kenan yildiz,G34,0.0616
gabriele zappa,G34,0.0616
jordan zemura,G34,0.0616
nadir zortea,G34,0.0616
leo ostigard,G34,0.0616
armand lauriente,G34,0.0522
tammy abraham,G34,0.0486
alex sandro,G34,0.0486
arthur,G34,0.0486
milan badelj,G34,0.0486
ismael bennacer,G34,0.0486
tajon buchanan,G34,0.0486
riccardo calafiori,G34,0.0486
santiago castro,G34,0.0486
gaetano castrovilli,G34,0.0486
keinan davis,G34,0.0486
alessandro deiola,G34,0.0486
alessandro florenzi,G34,0.0486
kingstone mutandwa,G34,0.0486
mathias olivera,G34,0.0486
dan ndoye,G34,0.0486
pietro pellegri,G34,0.0486
niccolo pierozzi,G34,0.0486
stefan posch,G34,0.0486
matteo prati,G34,0.0486
ricardo rodriguez,G34,0.0486
junior sambia,G34,0.0486
zanos savva,G34,0.0486
isaac success,G34,0.0486
mattia viti,G34,0.0486
armand lauriente,G35,0.5188
victor osimhen,G35,0.3926
lautaro martinez,G35,0.3486
marcus thuram,G35,0.2838
dusan vlahovic,G35,0.2715
duvan zapata,G35,0.2499
paulo dybala,G35,0.2468
gianluca scamacca,G35,0.2447
matteo politano,G35,0.2443
olivier giroud,G35,0.2409
teun koopmeiners,G35,0.2234
andrea pinamonti,G35,0.2213
rafael leao,G35,0.2186
riccardo orsolini,G35,0.2104
romelu lukaku,G35,0.2082
ademola lookman,G35,0.2077
joshua zirkzee,G35,0.2063
nicolas viola,G35,0.2052
christian pulisic,G35,0.2017
nicolas gonzalez,G35,0.1947
federico bonazzoli,G35,0.1919
andrea colpani,G35,0.1887
matias soule,G35,0.1816
jonathan ikone,G35,0.1794
khvicha kvaratskhelia,G35,0.179
albert gudmundsson,G35,0.1696
milan djuric,G35,0.1626
ruben loftus-cheek,G35,0.1582
hakan calhanoglu,G35,0.1565
ederson,G35,0.156
luka jovic,G35,0.156
noah okafor,G35,0.156
nikola krstovic,G35,0.1555
mario pasalic,G35,0.1555
matteo pessina,G35,0.1555
domenico berardi,G35,0.1529
antonio candreva,G35,0.1496
federico dimarco,G35,0.1452
antonio sanabria,G35,0.1452
lucas martinez quarta,G35,0.1425
kristian thorstvedt,G35,0.1425
mattia zaccagni,G35,0.1425
charles de ketelaere,G35,0.141
gianluca gaetano,G35,0.141
giacomo bonaventura,G35,0.1399
federico chiesa,G35,0.1399
lorenzo pellegrini,G35,0.1399
luca mazzitelli,G35,0.1399
mateo retegui,G35,0.1399
davide frattesi,G35,0.1365
giacomo raspadori,G35,0.1365
florian thauvin,G35,0.1321
felipe anderson,G35,0.13
roberto pereyra,G35,0.13
matias vecino,G35,0.13
luis alberto,G35,0.128
andrea belotti,G35,0.1268
lucas beltran,G35,0.1268
giovanni fabbian,G35,0.1268
lewis ferguson,G35,0.1268
ciro immobile,G35,0.1268
lorenzo lucca,G35,0.1268
cyril ngonge,G35,0.1268
federico gatti,G35,0.1235
matteo cancellieri,G35,0.1235
gianluca mancini,G35,0.1235
m'baye niang,G35,0.1235
lazar samardzic,G35,0.1235
aleksey miranchuk,G35,0.1191
gustav isaksen,G35,0.1169
tijjani noslin,G35,0.1169
loum tchaouna,G35,0.1169
marco brescianini,G35,0.1164
daniel maldini,G35,0.115
roberto piccoli,G35,0.115
fikayo tomori,G35,0.115
theo hernandez,G35,0.1138
zito luvumbo,G35,0.1138
caleb ekuban,G35,0.1104
giulio maggiore,G35,0.1104
piotr zielinski,G35,0.1104
alfred duncan,G35,0.106
reinier,G35,0.106
alexis sanchez,G35,0.106
ibrahim sulemana,G35,0.106
darko lazovic,G35,0.1039
nicola sansone,G35,0.1039
eldor shomurodov,G35,0.1039
antonin barak,G35,0.1033
morten frendrup,G35,0.1033
martin payero,G35,0.1033
riccardo sottil,G35,0.1033
morten thorsby,G35,0.1033
nadir zortea,G35,0.1033
francesco acerbi,G35,0.1019
sardar azmoun,G35,0.1019
valentin castellanos,G35,0.1007
dany mota,G35,0.1007
adrien rabiot,G35,0.1007
szymon zurkowski,G35,0.1007
nedim bajrami,G35,0.0974
gregoire defrel,G35,0.093
charalambos lykogiannis,G35,0.093
adam marusic,G35,0.093
tammy abraham,G35,0.0903
mathias olivera,G35,0.0903
diego coppola,G35,0.0889
patrick dorgu,G35,0.0889
oussama el azzouzi,G35,0.0889
valentin gendrey,G35,0.0889
christian kouame,G35,0.0889
el bilal toure,G35,0.0889
houssem aouar,G35,0.0877
alessandro buongiorno,G35,0.0877
lorenzo colombo,G35,0.0877
boulaye dia,G35,0.0877
denzel dumfries,G35,0.0877
stephan el shaarawy,G35,0.0877
michael folorunsho,G35,0.0877
abdou harroui,G35,0.0877
thomas henry,G35,0.0877
kaio jorge,G35,0.0877
grigoris kastanos,G35,0.0877
ruslan malinovsky,G35,0.0877
rolando mandragora,G35,0.0877
arkadiusz milik,G35,0.0877
remi oudin,G35,0.0877
leandro paredes,G35,0.0877
nemanja radonjicc,G35,0.0877
valentin carboni,G35,0.0877
nikola vlasic,G35,0.0877
tommaso augello,G35,0.0843
nicolo cambiaghi,G35,0.0843
walid cheddira,G35,0.0783
leonardo cerri,G35,0.0758
yerry mina,G35,0.0758
pontus almqvist,G35,0.0746
amir rrahmani,G35,0.0746
marko arnautovic,G35,0.0746
tommaso baldanzi,G35,0.0746
lameck banda,G35,0.0746
mattia bani,G35,0.0746
nicolo barella,G35,0.0746
yann aurel bisseck,G35,0.0746
gleison bremer,G35,0.0746
andrea cambiaso,G35,0.0746
francesco caputo,G35,0.0746
matteo darmian,G35,0.0746
lorenzo de silvestri,G35,0.0746
alberto dossena,G35,0.0746
radu dragusin,G35,0.0746
eljif elmas,G35,0.0746
matteo guendouzi,G35,0.0746
dean huijsen,G35,0.0746
ivan ilic,G35,0.0746
luca ranieri,G35,0.0746
gianluca lapadula,G35,0.0746
pol lirola,G35,0.0746
matheus henrique,G35,0.0746
henrikh mkhitaryan,G35,0.0746
ilario monterisi,G35,0.0746
luis muriel,G35,0.0746
m'bala nzola,G35,0.0746
jens odgaard,G35,0.0746
leonardo pavoletti,G35,0.0746
nehuen perez,G35,0.0746
tijjani reijnders,G35,0.0746
daniele rugani,G35,0.0746
walace,G35,0.0746
davide zappacosta,G35,0.0746
oier zarraga,G35,0.0746
alessandro bastoni,G35,0.0616
andrea carboni,G35,0.0616
yacine adli,G35,0.0616
kristjan asllani,G35,0.0616
jaime baez,G35,0.0616
mitchel bakker,G35,0.0616
raoul bellanova,G35,0.0616
sam beukema,G35,0.0616
cristiano biraghi,G35,0.0616
davide biraschi,G35,0.0616
warren bondo,G35,0.0616
josip brekalo,G35,0.0616
jovane cabral,G35,0.0616
luca caldirola,G35,0.0616
danilo cataldi,G35,0.0616
samuel chukwueze,G35,0.0616
bryan cristante,G35,0.0616
marvin cuni,G35,0.0616
danilo,G35,0.0616
stefan de vrij,G35,0.0616
federico di francesco,G35,0.0616
giovanni di lorenzo,G35,0.0616
ondrej duda,G35,0.0616
martin erlic,G35,0.0616
federico fazio,G35,0.0616
jacopo fazzini,G35,0.0616
gian marco ferrari,G35,0.0616
remo freuler,G35,0.0616
matteo gabbia,G35,0.0616
roberto gagliardini,G35,0.0616
lautaro gianetti,G35,0.0616
emmanuel quartsin gyasi,G35,0.0616
emil holm,G35,0.0616
chukwubuikem ikwuemesi,G35,0.0616
samuel iling-junior,G35,0.0616
jakub jankto,G35,0.0616
juan jesus,G35,0.0616
christian kabasele,G35,0.0616
daichi kamada,G35,0.0616
hassane kamara,G35,0.0616
michael kayode,G35,0.0616
sead kolasinac,G35,0.0616
viktor kovalenko,G35,0.0616
diego llorente,G35,0.0616
manuel locatelli,G35,0.0616
sandi lovric,G35,0.0616
luca pellegrini,G35,0.0616
sebastiano luperto,G35,0.0616
mirko maric,G35,0.0616
agustin martegani,G35,0.0616
junior messias,G35,0.0616
fabio miretti,G35,0.0616
nikola moro,G35,0.0616
nahitan nandez,G35,0.0616
gaetano oristanio,G35,0.0616
patric,G35,0.0616
pedro rodriguez,G35,0.0616
andrea petagna,G35,0.0616
rasmus kristensen,G35,0.0616
uros racic,G35,0.0616
hamza rafia,G35,0.0616
ylber ramadani,G35,0.0616
renato sanches,G35,0.0616
samuele ricci,G35,0.0616
simone romagnoli,G35,0.0616
simone bastoni,G35,0.0616
giorgio scalvini,G35,0.0616
perr schuurs,G35,0.0616
giovanni simeone,G35,0.0616
jan-carlo simic,G35,0.0616
simy,G35,0.0616
leonardo spinazzola,G35,0.0616
gabriel strefezza,G35,0.0616
tomas suslov,G35,0.0616
karol swiderski,G35,0.0616
chaka traore,G35,0.0616
johan vasquez,G35,0.0616
vitor oliveira,G35,0.0616
cristian volpato,G35,0.0616
shon weissman,G35,0.0616
kenan yildiz,G35,0.0616
gabriele zappa,G35,0.0616
jordan zemura,G35,0.0616
leo ostigard,G35,0.0616
alexis saelemaekers,G35,0.0522
alex sandro,G35,0.0486
arthur,G35,0.0486
milan badelj,G35,0.0486
ismael bennacer,G35,0.0486
tajon buchanan,G35,0.0486
riccardo calafiori,G35,0.0486
santiago castro,G35,0.0486
gaetano castrovilli,G35,0.0486
keinan davis,G35,0.0486
alessandro deiola,G35,0.0486
alessandro florenzi,G35,0.0486
kingstone mutandwa,G35,0.0486
dan ndoye,G35,0.0486
pietro pellegri,G35,0.0486
niccolo pierozzi,G35,0.0486
stefan posch,G35,0.0486
matteo prati,G35,0.0486
ricardo rodriguez,G35,0.0486
junior sambia,G35,0.0486
zanos savva,G35,0.0486
isaac success,G35,0.0486
mattia viti,G35,0.0486
albert gudmundsson,G36,0.4807
gianluca scamacca,G36,0.4221
lautaro martinez,G36,0.3486
olivier giroud,G36,0.3226
hakan calhanoglu,G36,0.2965
marcus thuram,G36,0.2965
dusan vlahovic,G36,0.2865
yerry mina,G36,0.2651
matteo politano,G36,0.2571
milan djuric,G36,0.2443
rafael leao,G36,0.244
romelu lukaku,G36,0.2412
duvan zapata,G36,0.2343
teun koopmeiners,G36,0.2338
paulo dybala,G36,0.2323
joshua zirkzee,G36,0.2213
nicolas viola,G36,0.2179
andrea pinamonti,G36,0.2148
christian pulisic,G36,0.2104
andrea colpani,G36,0.1973
victor osimhen,G36,0.1957
ademola lookman,G36,0.1932
caleb ekuban,G36,0.1922
jonathan ikone,G36,0.1922
nikola krstovic,G36,0.1913
mateo retegui,G36,0.1816
nicolas gonzalez,G36,0.1802
alexis saelemaekers,G36,0.1794
khvicha kvaratskhelia,G36,0.179
riccardo orsolini,G36,0.179
walid cheddira,G36,0.1716
ciro immobile,G36,0.1686
matias soule,G36,0.1671
matias vecino,G36,0.1629
antonio candreva,G36,0.1582
charles de ketelaere,G36,0.156
gianluca gaetano,G36,0.156
domenico berardi,G36,0.1529
tijjani noslin,G36,0.1498
loum tchaouna,G36,0.1498
ederson,G36,0.1496
luka jovic,G36,0.1496
noah okafor,G36,0.1496
davide frattesi,G36,0.1452
giacomo raspadori,G36,0.1452
luis alberto,G36,0.143
mario pasalic,G36,0.141
matteo pessina,G36,0.141
giacomo bonaventura,G36,0.1399
federico chiesa,G36,0.1399
lorenzo pellegrini,G36,0.1399
luca mazzitelli,G36,0.1399
darko lazovic,G36,0.1368
federico gatti,G36,0.1321
matteo cancellieri,G36,0.1321
gianluca mancini,G36,0.1321
m'baye niang,G36,0.1321
lazar samardzic,G36,0.1321
daniel maldini,G36,0.13
roberto piccoli,G36,0.13
fikayo tomori,G36,0.13
lucas martinez quarta,G36,0.128
kristian thorstvedt,G36,0.128
mattia zaccagni,G36,0.128
andrea belotti,G36,0.1268
lucas beltran,G36,0.1268
giovanni fabbian,G36,0.1268
lewis ferguson,G36,0.1268
ruben loftus-cheek,G36,0.1268
lorenzo lucca,G36,0.1268
cyril ngonge,G36,0.1268
felipe anderson,G36,0.1235
roberto pereyra,G36,0.1235
federico bonazzoli,G36,0.1191
giulio maggiore,G36,0.1191
piotr zielinski,G36,0.1191
francesco acerbi,G36,0.1169
sardar azmoun,G36,0.1169
gleison bremer,G36,0.1164
federico dimarco,G36,0.1138
theo hernandez,G36,0.1138
zito luvumbo,G36,0.1138
antonio sanabria,G36,0.1138
gustav isaksen,G36,0.1104
nedim bajrami,G36,0.106
diego coppola,G36,0.1039
patrick dorgu,G36,0.1039
oussama el azzouzi,G36,0.1039
valentin gendrey,G36,0.1039
christian kouame,G36,0.1039
el bilal toure,G36,0.1039
matteo gabbia,G36,0.1033
marco brescianini,G36,0.1019
valentin castellanos,G36,0.1007
dany mota,G36,0.1007
adrien rabiot,G36,0.1007
florian thauvin,G36,0.1007
szymon zurkowski,G36,0.1007
nicola sansone,G36,0.0974
eldor shomurodov,G36,0.0974
tommaso augello,G36,0.093
nicolo cambiaghi,G36,0.093
leonardo cerri,G36,0.0908
gaetano castrovilli,G36,0.0903
alessandro florenzi,G36,0.0903
isaac success,G36,0.0903
antonin barak,G36,0.0889
morten frendrup,G36,0.0889
martin payero,G36,0.0889
riccardo sottil,G36,0.0889
morten thorsby,G36,0.0889
nadir zortea,G36,0.0889
houssem aouar,G36,0.0877
alessandro buongiorno,G36,0.0877
lorenzo colombo,G36,0.0877
boulaye dia,G36,0.0877
denzel dumfries,G36,0.0877
stephan el shaarawy,G36,0.0877
michael folorunsho,G36,0.0877
abdou harroui,G36,0.0877
thomas henry,G36,0.0877
kaio jorge,G36,0.0877
grigoris kastanos,G36,0.0877
ruslan malinovsky,G36,0.0877
rolando mandragora,G36,0.0877
arkadiusz milik,G36,0.0877
aleksey miranchuk,G36,0.0877
remi oudin,G36,0.0877
leandro paredes,G36,0.0877
nemanja radonjicc,G36,0.0877
valentin carboni,G36,0.0877
nikola vlasic,G36,0.0877
tammy abraham,G36,0.0758
mathias olivera,G36,0.0758
pontus almqvist,G36,0.0746
amir rrahmani,G36,0.0746
marko arnautovic,G36,0.0746
tommaso baldanzi,G36,0.0746
lameck banda,G36,0.0746
mattia bani,G36,0.0746
nicolo barella,G36,0.0746
yann aurel bisseck,G36,0.0746
andrea cambiaso,G36,0.0746
francesco caputo,G36,0.0746
matteo darmian,G36,0.0746
lorenzo de silvestri,G36,0.0746
alberto dossena,G36,0.0746
radu dragusin,G36,0.0746
alfred duncan,G36,0.0746
eljif elmas,G36,0.0746
matteo guendouzi,G36,0.0746
dean huijsen,G36,0.0746
ivan ilic,G36,0.0746
luca ranieri,G36,0.0746
gianluca lapadula,G36,0.0746
pol lirola,G36,0.0746
matheus henrique,G36,0.0746
henrikh mkhitaryan,G36,0.0746
ilario monterisi,G36,0.0746
luis muriel,G36,0.0746
m'bala nzola,G36,0.0746
jens odgaard,G36,0.0746
leonardo pavoletti,G36,0.0746
nehuen perez,G36,0.0746
tijjani reijnders,G36,0.0746
reinier,G36,0.0746
daniele rugani,G36,0.0746
alexis sanchez,G36,0.0746
ibrahim sulemana,G36,0.0746
walace,G36,0.0746
davide zappacosta,G36,0.0746
oier zarraga,G36,0.0746
armand lauriente,G36,0.0652
alessandro bastoni,G36,0.0616
andrea carboni,G36,0.0616
yacine adli,G36,0.0616
kristjan asllani,G36,0.0616
jaime baez,G36,0.0616
mitchel bakker,G36,0.0616
raoul bellanova,G36,0.0616
sam beukema,G36,0.0616
cristiano biraghi,G36,0.0616
davide biraschi,G36,0.0616
warren bondo,G36,0.0616
josip brekalo,G36,0.0616
jovane cabral,G36,0.0616
luca caldirola,G36,0.0616
danilo cataldi,G36,0.0616
samuel chukwueze,G36,0.0616
bryan cristante,G36,0.0616
marvin cuni,G36,0.0616
danilo,G36,0.0616
stefan de vrij,G36,0.0616
gregoire defrel,G36,0.0616
federico di francesco,G36,0.0616
giovanni di lorenzo,G36,0.0616
ondrej duda,G36,0.0616
martin erlic,G36,0.0616
federico fazio,G36,0.0616
jacopo fazzini,G36,0.0616
gian marco ferrari,G36,0.0616
remo freuler,G36,0.0616
roberto gagliardini,G36,0.0616
lautaro gianetti,G36,0.0616
emmanuel quartsin gyasi,G36,0.0616
emil holm,G36,0.0616
chukwubuikem ikwuemesi,G36,0.0616
samuel iling-junior,G36,0.0616
jakub jankto,G36,0.0616
juan jesus,G36,0.0616
christian kabasele,G36,0.0616
daichi kamada,G36,0.0616
hassane kamara,G36,0.0616
michael kayode,G36,0.0616
sead kolasinac,G36,0.0616
viktor kovalenko,G36,0.0616
diego llorente,G36,0.0616
manuel locatelli,G36,0.0616
sandi lovric,G36,0.0616
luca pellegrini,G36,0.0616
sebastiano luperto,G36,0.0616
charalambos lykogiannis,G36,0.0616
mirko maric,G36,0.0616
agustin martegani,G36,0.0616
adam marusic,G36,0.0616
junior messias,G36,0.0616
fabio miretti,G36,0.0616
nikola moro,G36,0.0616
nahitan nandez,G36,0.0616
gaetano oristanio,G36,0.0616
patric,G36,0.0616
pedro rodriguez,G36,0.0616
andrea petagna,G36,0.0616
rasmus kristensen,G36,0.0616
uros racic,G36,0.0616
hamza rafia,G36,0.0616
ylber ramadani,G36,0.0616
renato sanches,G36,0.0616
samuele ricci,G36,0.0616
simone romagnoli,G36,0.0616
simone bastoni,G36,0.0616
giorgio scalvini,G36,0.0616
perr schuurs,G36,0.0616
giovanni simeone,G36,0.0616
jan-carlo simic,G36,0.0616
simy,G36,0.0616
leonardo spinazzola,G36,0.0616
gabriel strefezza,G36,0.0616
tomas suslov,G36,0.0616
karol swiderski,G36,0.0616
chaka traore,G36,0.0616
johan vasquez,G36,0.0616
vitor oliveira,G36,0.0616
cristian volpato,G36,0.0616
shon weissman,G36,0.0616
kenan yildiz,G36,0.0616
gabriele zappa,G36,0.0616
jordan zemura,G36,0.0616
leo ostigard,G36,0.0616
alex sandro,G36,0.0486
arthur,G36,0.0486
milan badelj,G36,0.0486
ismael bennacer,G36,0.0486
tajon buchanan,G36,0.0486
riccardo calafiori,G36,0.0486
santiago castro,G36,0.0486
keinan davis,G36,0.0486
alessandro deiola,G36,0.0486
kingstone mutandwa,G36,0.0486
dan ndoye,G36,0.0486
pietro pellegri,G36,0.0486
niccolo pierozzi,G36,0.0486
stefan posch,G36,0.0486
matteo prati,G36,0.0486
ricardo rodriguez,G36,0.0486
junior sambia,G36,0.0486
zanos savva,G36,0.0486
mattia viti,G36,0.0486
marcus thuram,G37,0.4542
lautaro martinez,G37,0.3773
nicolas gonzalez,G37,0.364
victor osimhen,G37,0.3625
