Giocatore,Giornata,Pred_Gol_Pesata
hassane kamara,G20,0.0486
michael kayode,G20,0.0486
kingstone mutandwa,G20,0.0486
diego llorente,G20,0.0486
sandi lovric,G20,0.0486
sebastiano luperto,G20,0.0486
charalambos lykogiannis,G20,0.0486
daniel maldini,G20,0.0486
agustin martegani,G20,0.0486
adam marusic,G20,0.0486
mathias olivera,G20,0.0486
yerry mina,G20,0.0486
dan ndoye,G20,0.0486
m'baye niang,G20,0.0486
tijjani noslin,G20,0.0486
jens odgaard,G20,0.0486
leandro paredes,G20,0.0486
pietro pellegri,G20,0.0486
andrea petagna,G20,0.0486
niccolo pierozzi,G20,0.0486
stefan posch,G20,0.0486
matteo prati,G20,0.0486
uros racic,G20,0.0486
samuele ricci,G20,0.0486
ricardo rodriguez,G20,0.0486
simone bastoni,G20,0.0486
alexis saelemaekers,G20,0.0486
junior sambia,G20,0.0486
alexis sanchez,G20,0.0486
zanos savva,G20,0.0486
giorgio scalvini,G20,0.0486
eldor shomurodov,G20,0.0486
isaac success,G20,0.0486
ibrahim sulemana,G20,0.0486
tomas suslov,G20,0.0486
karol swiderski,G20,0.0486
el bilal toure,G20,0.0486
johan vasquez,G20,0.0486
mattia viti,G20,0.0486
vitor oliveira,G20,0.0486
cristian volpato,G20,0.0486
shon weissman,G20,0.0486
davide zappacosta,G20,0.0486
jordan zemura,G20,0.0486
szymon zurkowski,G20,0.0486
dusan vlahovic,G21,0.85
lautaro martinez,G21,0.475
albert gudmundsson,G21,0.4278
lucas beltran,G21,0.3583
marcus thuram,G21,0.2733
olivier giroud,G21,0.2667
federico chiesa,G21,0.24
andrea pinamonti,G21,0.2363
domenico berardi,G21,0.2133
hakan calhanoglu,G21,0.2106
matias soule,G21,0.2106
milan djuric,G21,0.1977
victor osimhen,G21,0.1966
ademola lookman,G21,0.1944
charles de ketelaere,G21,0.19
romelu lukaku,G21,0.188
teun koopmeiners,G21,0.1833
antonio candreva,G21,0.181
cyril ngonge,G21,0.181
christian pulisic,G21,0.1778
matteo politano,G21,0.1773
andrea colpani,G21,0.1652
joshua zirkzee,G21,0.1652
khvicha kvaratskhelia,G21,0.1633
duvan zapata,G21,0.1633
ederson,G21,0.1606
riccardo orsolini,G21,0.1606
giacomo bonaventura,G21,0.1486
nicolas gonzalez,G21,0.1486
paulo dybala,G21,0.1461
lorenzo lucca,G21,0.1451
lewis ferguson,G21,0.138
nikola krstovic,G21,0.1319
gianluca scamacca,G21,0.1319
noah okafor,G21,0.13
adrien rabiot,G21,0.1278
theo hernandez,G21,0.1273
luka jovic,G21,0.1213
fikayo tomori,G21,0.1213
mattia zaccagni,G21,0.1213
ciro immobile,G21,0.1152
zito luvumbo,G21,0.1152
luca mazzitelli,G21,0.1152
mateo retegui,G21,0.1152
luis muriel,G21,0.1133
mario pasalic,G21,0.1133
leonardo pavoletti,G21,0.1133
roberto piccoli,G21,0.1133
tijjani reijnders,G21,0.1133
alessandro buongiorno,G21,0.1128
abdou harroui,G21,0.1128
thomas henry,G21,0.1128
antonio sanabria,G21,0.1128
valentin carboni,G21,0.1128
matias vecino,G21,0.1128
roberto pereyra,G21,0.1118
valentin castellanos,G21,0.1111
radu dragusin,G21,0.1111
felipe anderson,G21,0.1106
m'bala nzola,G21,0.1106
matteo pessina,G21,0.1106
florian thauvin,G21,0.1106
nicolo barella,G21,0.1046
ivan ilic,G21,0.1046
lorenzo pellegrini,G21,0.1046
federico gatti,G21,0.0986
andrea belotti,G21,0.0986
boulaye dia,G21,0.0986
federico dimarco,G21,0.0986
giovanni fabbian,G21,0.0986
luis alberto,G21,0.0986
lucas martinez quarta,G21,0.0986
nemanja radonjicc,G21,0.0986
rafael leao,G21,0.0986
giacomo raspadori,G21,0.0986
kaio jorge,G21,0.0966
aleksey miranchuk,G21,0.0966
nikola moro,G21,0.0966
ylber ramadani,G21,0.0966
jan-carlo simic,G21,0.0966
dany mota,G21,0.0961
lorenzo de silvestri,G21,0.0961
davide frattesi,G21,0.0961
ruben loftus-cheek,G21,0.0961
nikola vlasic,G21,0.0961
walace,G21,0.0961
marko arnautovic,G21,0.0944
gustav isaksen,G21,0.0944
luca ranieri,G21,0.0944
patric,G21,0.0944
martin payero,G21,0.0944
loum tchaouna,G21,0.0944
yacine adli,G21,0.0939
amir rrahmani,G21,0.0939
emil holm,G21,0.0939
sandi lovric,G21,0.0939
leandro paredes,G21,0.0939
andrea petagna,G21,0.0939
davide zappacosta,G21,0.0939
szymon zurkowski,G21,0.0939
jaime baez,G21,0.088
yann aurel bisseck,G21,0.088
caleb ekuban,G21,0.088
federico fazio,G21,0.088
matteo guendouzi,G21,0.088
kenan yildiz,G21,0.088
oier zarraga,G21,0.088
pontus almqvist,G21,0.0819
houssem aouar,G21,0.0819
lameck banda,G21,0.0819
matteo cancellieri,G21,0.0819
francesco caputo,G21,0.0819
lorenzo colombo,G21,0.0819
alberto dossena,G21,0.0819
denzel dumfries,G21,0.0819
stephan el shaarawy,G21,0.0819
eljif elmas,G21,0.0819
ruslan malinovsky,G21,0.0819
gianluca mancini,G21,0.0819
matheus henrique,G21,0.0819
arkadiusz milik,G21,0.0819
henrikh mkhitaryan,G21,0.0819
ilario monterisi,G21,0.0819
remi oudin,G21,0.0819
nehuen perez,G21,0.0819
lazar samardzic,G21,0.0819
kristian thorstvedt,G21,0.0819
nicolas viola,G21,0.0819
piotr zielinski,G21,0.0819
valentin gendrey,G21,0.0794
samuel iling-junior,G21,0.0794
luca pellegrini,G21,0.0794
giulio maggiore,G21,0.0794
gaetano oristanio,G21,0.0794
chaka traore,G21,0.0794
francesco acerbi,G21,0.0652
sardar azmoun,G21,0.0652
nedim bajrami,G21,0.0652
tommaso baldanzi,G21,0.0652
mattia bani,G21,0.0652
cristiano biraghi,G21,0.0652
davide biraschi,G21,0.0652
federico bonazzoli,G21,0.0652
josip brekalo,G21,0.0652
gleison bremer,G21,0.0652
marco brescianini,G21,0.0652
jovane cabral,G21,0.0652
luca caldirola,G21,0.0652
andrea cambiaso,G21,0.0652
walid cheddira,G21,0.0652
bryan cristante,G21,0.0652
marvin cuni,G21,0.0652
danilo,G21,0.0652
federico di francesco,G21,0.0652
giovanni di lorenzo,G21,0.0652
ondrej duda,G21,0.0652
alfred duncan,G21,0.0652
martin erlic,G21,0.0652
jacopo fazzini,G21,0.0652
gianluca gaetano,G21,0.0652
roberto gagliardini,G21,0.0652
emmanuel quartsin gyasi,G21,0.0652
jonathan ikone,G21,0.0652
chukwubuikem ikwuemesi,G21,0.0652
christian kabasele,G21,0.0652
daichi kamada,G21,0.0652
grigoris kastanos,G21,0.0652
sead kolasinac,G21,0.0652
christian kouame,G21,0.0652
viktor kovalenko,G21,0.0652
gianluca lapadula,G21,0.0652
armand lauriente,G21,0.0652
darko lazovic,G21,0.0652
pol lirola,G21,0.0652
manuel locatelli,G21,0.0652
rolando mandragora,G21,0.0652
mirko maric,G21,0.0652
junior messias,G21,0.0652
fabio miretti,G21,0.0652
nahitan nandez,G21,0.0652
pedro rodriguez,G21,0.0652
rasmus kristensen,G21,0.0652
hamza rafia,G21,0.0652
reinier,G21,0.0652
renato sanches,G21,0.0652
simone romagnoli,G21,0.0652
daniele rugani,G21,0.0652
nicola sansone,G21,0.0652
perr schuurs,G21,0.0652
giovanni simeone,G21,0.0652
simy,G21,0.0652
riccardo sottil,G21,0.0652
leonardo spinazzola,G21,0.0652
gabriel strefezza,G21,0.0652
morten thorsby,G21,0.0652
gabriele zappa,G21,0.0652
nadir zortea,G21,0.0652
leo ostigard,G21,0.0652
alessandro bastoni,G21,0.0486
andrea carboni,G21,0.0486
tammy abraham,G21,0.0486
alex sandro,G21,0.0486
arthur,G21,0.0486
kristjan asllani,G21,0.0486
tommaso augello,G21,0.0486
milan badelj,G21,0.0486
mitchel bakker,G21,0.0486
antonin barak,G21,0.0486
raoul bellanova,G21,0.0486
ismael bennacer,G21,0.0486
sam beukema,G21,0.0486
warren bondo,G21,0.0486
tajon buchanan,G21,0.0486
riccardo calafiori,G21,0.0486
nicolo cambiaghi,G21,0.0486
santiago castro,G21,0.0486
gaetano castrovilli,G21,0.0486
danilo cataldi,G21,0.0486
leonardo cerri,G21,0.0486
samuel chukwueze,G21,0.0486
diego coppola,G21,0.0486
matteo darmian,G21,0.0486
keinan davis,G21,0.0486
stefan de vrij,G21,0.0486
gregoire defrel,G21,0.0486
alessandro deiola,G21,0.0486
patrick dorgu,G21,0.0486
oussama el azzouzi,G21,0.0486
gian marco ferrari,G21,0.0486
alessandro florenzi,G21,0.0486
michael folorunsho,G21,0.0486
morten frendrup,G21,0.0486
remo freuler,G21,0.0486
matteo gabbia,G21,0.0486
lautaro gianetti,G21,0.0486
dean huijsen,G21,0.0486
jakub jankto,G21,0.0486
juan jesus,G21,0.0486
hassane kamara,G21,0.0486
michael kayode,G21,0.0486
kingstone mutandwa,G21,0.0486
diego llorente,G21,0.0486
sebastiano luperto,G21,0.0486
charalambos lykogiannis,G21,0.0486
daniel maldini,G21,0.0486
agustin martegani,G21,0.0486
adam marusic,G21,0.0486
mathias olivera,G21,0.0486
yerry mina,G21,0.0486
dan ndoye,G21,0.0486
m'baye niang,G21,0.0486
tijjani noslin,G21,0.0486
jens odgaard,G21,0.0486
pietro pellegri,G21,0.0486
niccolo pierozzi,G21,0.0486
stefan posch,G21,0.0486
matteo prati,G21,0.0486
uros racic,G21,0.0486
samuele ricci,G21,0.0486
ricardo rodriguez,G21,0.0486
simone bastoni,G21,0.0486
alexis saelemaekers,G21,0.0486
junior sambia,G21,0.0486
alexis sanchez,G21,0.0486
zanos savva,G21,0.0486
giorgio scalvini,G21,0.0486
eldor shomurodov,G21,0.0486
isaac success,G21,0.0486
ibrahim sulemana,G21,0.0486
tomas suslov,G21,0.0486
karol swiderski,G21,0.0486
el bilal toure,G21,0.0486
johan vasquez,G21,0.0486
mattia viti,G21,0.0486
vitor oliveira,G21,0.0486
cristian volpato,G21,0.0486
shon weissman,G21,0.0486
jordan zemura,G21,0.0486
dusan vlahovic,G22,0.8737
lautaro martinez,G22,0.65
victor osimhen,G22,0.5079
albert gudmundsson,G22,0.3888
matias soule,G22,0.3047
davide frattesi,G22,0.2864
ruben loftus-cheek,G22,0.2864
olivier giroud,G22,0.2852
romelu lukaku,G22,0.2663
milan djuric,G22,0.226
antonio candreva,G22,0.2102
cyril ngonge,G22,0.2102
teun koopmeiners,G22,0.2062
luka jovic,G22,0.2032
riccardo orsolini,G22,0.1947
lucas beltran,G22,0.1944
hakan calhanoglu,G22,0.1891
marcus thuram,G22,0.1891
khvicha kvaratskhelia,G22,0.1883
andrea pinamonti,G22,0.1881
lorenzo pellegrini,G22,0.1874
ademola lookman,G22,0.1818
domenico berardi,G22,0.1749
matteo guendouzi,G22,0.1716
christian pulisic,G22,0.166
andrea colpani,G22,0.1591
joshua zirkzee,G22,0.1591
federico chiesa,G22,0.1575
matteo politano,G22,0.1575
paulo dybala,G22,0.1567
luca mazzitelli,G22,0.1562
mateo retegui,G22,0.1562
lorenzo lucca,G22,0.1502
florian thauvin,G22,0.1474
giacomo bonaventura,G22,0.1433
nicolas gonzalez,G22,0.1433
lewis ferguson,G22,0.1431
ederson,G22,0.1417
federico dimarco,G22,0.1404
noah okafor,G22,0.1404
amir rrahmani,G22,0.1316
nikola krstovic,G22,0.1275
gianluca scamacca,G22,0.1275
duvan zapata,G22,0.1275
fikayo tomori,G22,0.1273
mattia zaccagni,G22,0.1273
alessandro buongiorno,G22,0.1251
abdou harroui,G22,0.1251
thomas henry,G22,0.1251
antonio sanabria,G22,0.1251
valentin carboni,G22,0.1251
matias vecino,G22,0.1251
lazar samardzic,G22,0.1246
roberto pereyra,G22,0.1187
adrien rabiot,G22,0.1187
ciro immobile,G22,0.1117
zito luvumbo,G22,0.1117
nicolo barella,G22,0.1115
ivan ilic,G22,0.1115
charles de ketelaere,G22,0.1101
theo hernandez,G22,0.1101
dany mota,G22,0.1094
lorenzo de silvestri,G22,0.1094
nikola vlasic,G22,0.1094
walace,G22,0.1094
gleison bremer,G22,0.1088
kaio jorge,G22,0.1088
valentin castellanos,G22,0.1029
radu dragusin,G22,0.1029
federico gatti,G22,0.0959
andrea belotti,G22,0.0959
boulaye dia,G22,0.0959
giovanni fabbian,G22,0.0959
luis alberto,G22,0.0959
lucas martinez quarta,G22,0.0959
nemanja radonjicc,G22,0.0959
rafael leao,G22,0.0959
giacomo raspadori,G22,0.0959
jaime baez,G22,0.0957
yann aurel bisseck,G22,0.0957
caleb ekuban,G22,0.0957
federico fazio,G22,0.0957
kenan yildiz,G22,0.0957
oier zarraga,G22,0.0957
felipe anderson,G22,0.0944
m'bala nzola,G22,0.0944
matteo pessina,G22,0.0944
valentin gendrey,G22,0.0936
samuel iling-junior,G22,0.0936
luca pellegrini,G22,0.0936
giulio maggiore,G22,0.0936
gaetano oristanio,G22,0.0936
chaka traore,G22,0.0936
danilo cataldi,G22,0.0931
matteo darmian,G22,0.0931
michael folorunsho,G22,0.0931
agustin martegani,G22,0.0931
jens odgaard,G22,0.0931
uros racic,G22,0.0931
ibrahim sulemana,G22,0.0931
marko arnautovic,G22,0.0871
gustav isaksen,G22,0.0871
luca ranieri,G22,0.0871
patric,G22,0.0871
martin payero,G22,0.0871
loum tchaouna,G22,0.0871
pontus almqvist,G22,0.0801
houssem aouar,G22,0.0801
lameck banda,G22,0.0801
matteo cancellieri,G22,0.0801
francesco caputo,G22,0.0801
lorenzo colombo,G22,0.0801
alberto dossena,G22,0.0801
denzel dumfries,G22,0.0801
stephan el shaarawy,G22,0.0801
eljif elmas,G22,0.0801
ruslan malinovsky,G22,0.0801
gianluca mancini,G22,0.0801
matheus henrique,G22,0.0801
arkadiusz milik,G22,0.0801
henrikh mkhitaryan,G22,0.0801
ilario monterisi,G22,0.0801
luis muriel,G22,0.0801
remi oudin,G22,0.0801
mario pasalic,G22,0.0801
leonardo pavoletti,G22,0.0801
nehuen perez,G22,0.0801
roberto piccoli,G22,0.0801
tijjani reijnders,G22,0.0801
kristian thorstvedt,G22,0.0801
nicolas viola,G22,0.0801
piotr zielinski,G22,0.0801
yacine adli,G22,0.0786
emil holm,G22,0.0786
sandi lovric,G22,0.0786
leandro paredes,G22,0.0786
andrea petagna,G22,0.0786
davide zappacosta,G22,0.0786
francesco acerbi,G22,0.0643
sardar azmoun,G22,0.0643
nedim bajrami,G22,0.0643
tommaso baldanzi,G22,0.0643
mattia bani,G22,0.0643
cristiano biraghi,G22,0.0643
davide biraschi,G22,0.0643
federico bonazzoli,G22,0.0643
josip brekalo,G22,0.0643
marco brescianini,G22,0.0643
jovane cabral,G22,0.0643
luca caldirola,G22,0.0643
andrea cambiaso,G22,0.0643
walid cheddira,G22,0.0643
bryan cristante,G22,0.0643
marvin cuni,G22,0.0643
danilo,G22,0.0643
federico di francesco,G22,0.0643
giovanni di lorenzo,G22,0.0643
ondrej duda,G22,0.0643
alfred duncan,G22,0.0643
martin erlic,G22,0.0643
jacopo fazzini,G22,0.0643
gianluca gaetano,G22,0.0643
roberto gagliardini,G22,0.0643
emmanuel quartsin gyasi,G22,0.0643
jonathan ikone,G22,0.0643
chukwubuikem ikwuemesi,G22,0.0643
christian kabasele,G22,0.0643
daichi kamada,G22,0.0643
grigoris kastanos,G22,0.0643
sead kolasinac,G22,0.0643
christian kouame,G22,0.0643
viktor kovalenko,G22,0.0643
gianluca lapadula,G22,0.0643
armand lauriente,G22,0.0643
darko lazovic,G22,0.0643
pol lirola,G22,0.0643
manuel locatelli,G22,0.0643
rolando mandragora,G22,0.0643
mirko maric,G22,0.0643
junior messias,G22,0.0643
aleksey miranchuk,G22,0.0643
fabio miretti,G22,0.0643
nikola moro,G22,0.0643
nahitan nandez,G22,0.0643
pedro rodriguez,G22,0.0643
rasmus kristensen,G22,0.0643
hamza rafia,G22,0.0643
ylber ramadani,G22,0.0643
reinier,G22,0.0643
renato sanches,G22,0.0643
simone romagnoli,G22,0.0643
daniele rugani,G22,0.0643
nicola sansone,G22,0.0643
perr schuurs,G22,0.0643
giovanni simeone,G22,0.0643
jan-carlo simic,G22,0.0643
simy,G22,0.0643
riccardo sottil,G22,0.0643
leonardo spinazzola,G22,0.0643
gabriel strefezza,G22,0.0643
morten thorsby,G22,0.0643
gabriele zappa,G22,0.0643
nadir zortea,G22,0.0643
leo ostigard,G22,0.0643
szymon zurkowski,G22,0.0632
alessandro bastoni,G22,0.0486
andrea carboni,G22,0.0486
tammy abraham,G22,0.0486
alex sandro,G22,0.0486
arthur,G22,0.0486
kristjan asllani,G22,0.0486
tommaso augello,G22,0.0486
milan badelj,G22,0.0486
mitchel bakker,G22,0.0486
antonin barak,G22,0.0486
raoul bellanova,G22,0.0486
ismael bennacer,G22,0.0486
sam beukema,G22,0.0486
warren bondo,G22,0.0486
tajon buchanan,G22,0.0486
riccardo calafiori,G22,0.0486
nicolo cambiaghi,G22,0.0486
santiago castro,G22,0.0486
gaetano castrovilli,G22,0.0486
leonardo cerri,G22,0.0486
samuel chukwueze,G22,0.0486
diego coppola,G22,0.0486
keinan davis,G22,0.0486
stefan de vrij,G22,0.0486
gregoire defrel,G22,0.0486
alessandro deiola,G22,0.0486
patrick dorgu,G22,0.0486
oussama el azzouzi,G22,0.0486
gian marco ferrari,G22,0.0486
alessandro florenzi,G22,0.0486
morten frendrup,G22,0.0486
remo freuler,G22,0.0486
matteo gabbia,G22,0.0486
lautaro gianetti,G22,0.0486
dean huijsen,G22,0.0486
jakub jankto,G22,0.0486
juan jesus,G22,0.0486
hassane kamara,G22,0.0486
michael kayode,G22,0.0486
kingstone mutandwa,G22,0.0486
diego llorente,G22,0.0486
sebastiano luperto,G22,0.0486
charalambos lykogiannis,G22,0.0486
daniel maldini,G22,0.0486
adam marusic,G22,0.0486
mathias olivera,G22,0.0486
yerry mina,G22,0.0486
dan ndoye,G22,0.0486
m'baye niang,G22,0.0486
tijjani noslin,G22,0.0486
pietro pellegri,G22,0.0486
niccolo pierozzi,G22,0.0486
stefan posch,G22,0.0486
matteo prati,G22,0.0486
samuele ricci,G22,0.0486
ricardo rodriguez,G22,0.0486
simone bastoni,G22,0.0486
alexis saelemaekers,G22,0.0486
junior sambia,G22,0.0486
alexis sanchez,G22,0.0486
zanos savva,G22,0.0486
giorgio scalvini,G22,0.0486
eldor shomurodov,G22,0.0486
isaac success,G22,0.0486
tomas suslov,G22,0.0486
karol swiderski,G22,0.0486
el bilal toure,G22,0.0486
johan vasquez,G22,0.0486
mattia viti,G22,0.0486
vitor oliveira,G22,0.0486
cristian volpato,G22,0.0486
shon weissman,G22,0.0486
jordan zemura,G22,0.0486
ruben loftus-cheek,G23,0.775
matias soule,G23,0.4011
khvicha kvaratskhelia,G23,0.385
lautaro martinez,G23,0.3
olivier giroud,G23,0.29
albert gudmundsson,G23,0.2229
teun koopmeiners,G23,0.215
hakan calhanoglu,G23,0.1978
marcus thuram,G23,0.1978
andrea colpani,G23,0.1973
joshua zirkzee,G23,0.1973
andrea pinamonti,G23,0.1913
mateo retegui,G23,0.19
paulo dybala,G23,0.1877
ademola lookman,G23,0.185
romelu lukaku,G23,0.1828
dusan vlahovic,G23,0.18
florian thauvin,G23,0.1723
christian pulisic,G23,0.17
domenico berardi,G23,0.1686
federico chiesa,G23,0.1678
milan djuric,G23,0.1678
matteo politano,G23,0.1678
gianluca scamacca,G23,0.1673
duvan zapata,G23,0.1673
lorenzo pellegrini,G23,0.16
amir rrahmani,G23,0.1573
lorenzo lucca,G23,0.155
antonio candreva,G23,0.1528
ederson,G23,0.1528
cyril ngonge,G23,0.1528
victor osimhen,G23,0.15
davide frattesi,G23,0.1479
kaio jorge,G23,0.145
giacomo bonaventura,G23,0.1386
nicolas gonzalez,G23,0.1386
lucas beltran,G23,0.1378
luca mazzitelli,G23,0.1378
roberto pereyra,G23,0.125
adrien rabiot,G23,0.125
nikola krstovic,G23,0.1236
charles de ketelaere,G23,0.1228
federico dimarco,G23,0.1228
theo hernandez,G23,0.1228
luka jovic,G23,0.1228
noah okafor,G23,0.1228
nicolas viola,G23,0.1223
alessandro buongiorno,G23,0.1163
abdou harroui,G23,0.1163
thomas henry,G23,0.1163
antonio sanabria,G23,0.1163
valentin carboni,G23,0.1163
matias vecino,G23,0.1163
valentin castellanos,G23,0.11
radu dragusin,G23,0.11
lewis ferguson,G23,0.1086
ciro immobile,G23,0.1086
zito luvumbo,G23,0.1086
felipe anderson,G23,0.1078
m'bala nzola,G23,0.1078
matteo pessina,G23,0.1078
lazar samardzic,G23,0.1078
tommaso baldanzi,G23,0.1073
caleb ekuban,G23,0.1073
grigoris kastanos,G23,0.1073
aleksey miranchuk,G23,0.1073
riccardo orsolini,G23,0.105
dany mota,G23,0.1013
lorenzo de silvestri,G23,0.1013
nikola vlasic,G23,0.1013
walace,G23,0.1013
marko arnautovic,G23,0.095
gustav isaksen,G23,0.095
luca ranieri,G23,0.095
patric,G23,0.095
martin payero,G23,0.095
loum tchaouna,G23,0.095
federico gatti,G23,0.0936
andrea belotti,G23,0.0936
boulaye dia,G23,0.0936
giovanni fabbian,G23,0.0936
luis alberto,G23,0.0936
lucas martinez quarta,G23,0.0936
nemanja radonjicc,G23,0.0936
rafael leao,G23,0.0936
giacomo raspadori,G23,0.0936
fikayo tomori,G23,0.0936
mattia zaccagni,G23,0.0936
yacine adli,G23,0.0928
gleison bremer,G23,0.0928
matteo guendouzi,G23,0.0928
emil holm,G23,0.0928
sandi lovric,G23,0.0928
leandro paredes,G23,0.0928
andrea petagna,G23,0.0928
davide zappacosta,G23,0.0928
samuele ricci,G23,0.0923
tomas suslov,G23,0.0923
valentin gendrey,G23,0.0863
samuel iling-junior,G23,0.0863
luca pellegrini,G23,0.0863
giulio maggiore,G23,0.0863
gaetano oristanio,G23,0.0863
chaka traore,G23,0.0863
pontus almqvist,G23,0.0786
houssem aouar,G23,0.0786
lameck banda,G23,0.0786
nicolo barella,G23,0.0786
matteo cancellieri,G23,0.0786
francesco caputo,G23,0.0786
lorenzo colombo,G23,0.0786
alberto dossena,G23,0.0786
denzel dumfries,G23,0.0786
stephan el shaarawy,G23,0.0786
eljif elmas,G23,0.0786
ivan ilic,G23,0.0786
ruslan malinovsky,G23,0.0786
gianluca mancini,G23,0.0786
matheus henrique,G23,0.0786
arkadiusz milik,G23,0.0786
henrikh mkhitaryan,G23,0.0786
ilario monterisi,G23,0.0786
luis muriel,G23,0.0786
remi oudin,G23,0.0786
mario pasalic,G23,0.0786
leonardo pavoletti,G23,0.0786
nehuen perez,G23,0.0786
roberto piccoli,G23,0.0786
tijjani reijnders,G23,0.0786
kristian thorstvedt,G23,0.0786
piotr zielinski,G23,0.0786
danilo cataldi,G23,0.0778
matteo darmian,G23,0.0778
michael folorunsho,G23,0.0778
agustin martegani,G23,0.0778
jens odgaard,G23,0.0778
uros racic,G23,0.0778
ibrahim sulemana,G23,0.0778
francesco acerbi,G23,0.0636
sardar azmoun,G23,0.0636
jaime baez,G23,0.0636
nedim bajrami,G23,0.0636
mattia bani,G23,0.0636
cristiano biraghi,G23,0.0636
davide biraschi,G23,0.0636
yann aurel bisseck,G23,0.0636
federico bonazzoli,G23,0.0636
josip brekalo,G23,0.0636
marco brescianini,G23,0.0636
jovane cabral,G23,0.0636
luca caldirola,G23,0.0636
andrea cambiaso,G23,0.0636
walid cheddira,G23,0.0636
bryan cristante,G23,0.0636
marvin cuni,G23,0.0636
danilo,G23,0.0636
federico di francesco,G23,0.0636
giovanni di lorenzo,G23,0.0636
ondrej duda,G23,0.0636
alfred duncan,G23,0.0636
martin erlic,G23,0.0636
federico fazio,G23,0.0636
jacopo fazzini,G23,0.0636
gianluca gaetano,G23,0.0636
roberto gagliardini,G23,0.0636
emmanuel quartsin gyasi,G23,0.0636
jonathan ikone,G23,0.0636
chukwubuikem ikwuemesi,G23,0.0636
christian kabasele,G23,0.0636
daichi kamada,G23,0.0636
sead kolasinac,G23,0.0636
christian kouame,G23,0.0636
viktor kovalenko,G23,0.0636
gianluca lapadula,G23,0.0636
armand lauriente,G23,0.0636
darko lazovic,G23,0.0636
pol lirola,G23,0.0636
manuel locatelli,G23,0.0636
rolando mandragora,G23,0.0636
mirko maric,G23,0.0636
junior messias,G23,0.0636
fabio miretti,G23,0.0636
nikola moro,G23,0.0636
nahitan nandez,G23,0.0636
pedro rodriguez,G23,0.0636
rasmus kristensen,G23,0.0636
hamza rafia,G23,0.0636
ylber ramadani,G23,0.0636
reinier,G23,0.0636
renato sanches,G23,0.0636
simone romagnoli,G23,0.0636
daniele rugani,G23,0.0636
nicola sansone,G23,0.0636
perr schuurs,G23,0.0636
giovanni simeone,G23,0.0636
jan-carlo simic,G23,0.0636
simy,G23,0.0636
riccardo sottil,G23,0.0636
leonardo spinazzola,G23,0.0636
gabriel strefezza,G23,0.0636
morten thorsby,G23,0.0636
kenan yildiz,G23,0.0636
gabriele zappa,G23,0.0636
oier zarraga,G23,0.0636
nadir zortea,G23,0.0636
leo ostigard,G23,0.0636
szymon zurkowski,G23,0.06
alessandro bastoni,G23,0.0486
andrea carboni,G23,0.0486
tammy abraham,G23,0.0486
alex sandro,G23,0.0486
arthur,G23,0.0486
kristjan asllani,G23,0.0486
tommaso augello,G23,0.0486
milan badelj,G23,0.0486
mitchel bakker,G23,0.0486
antonin barak,G23,0.0486
raoul bellanova,G23,0.0486
ismael bennacer,G23,0.0486
sam beukema,G23,0.0486
warren bondo,G23,0.0486
tajon buchanan,G23,0.0486
riccardo calafiori,G23,0.0486
nicolo cambiaghi,G23,0.0486
santiago castro,G23,0.0486
gaetano castrovilli,G23,0.0486
leonardo cerri,G23,0.0486
samuel chukwueze,G23,0.0486
diego coppola,G23,0.0486
keinan davis,G23,0.0486
stefan de vrij,G23,0.0486
gregoire defrel,G23,0.0486
alessandro deiola,G23,0.0486
patrick dorgu,G23,0.0486
oussama el azzouzi,G23,0.0486
gian marco ferrari,G23,0.0486
alessandro florenzi,G23,0.0486
morten frendrup,G23,0.0486
remo freuler,G23,0.0486
matteo gabbia,G23,0.0486
lautaro gianetti,G23,0.0486
dean huijsen,G23,0.0486
jakub jankto,G23,0.0486
juan jesus,G23,0.0486
hassane kamara,G23,0.0486
michael kayode,G23,0.0486
kingstone mutandwa,G23,0.0486
diego llorente,G23,0.0486
sebastiano luperto,G23,0.0486
charalambos lykogiannis,G23,0.0486
daniel maldini,G23,0.0486
adam marusic,G23,0.0486
mathias olivera,G23,0.0486
yerry mina,G23,0.0486
dan ndoye,G23,0.0486
m'baye niang,G23,0.0486
tijjani noslin,G23,0.0486
pietro pellegri,G23,0.0486
niccolo pierozzi,G23,0.0486
stefan posch,G23,0.0486
matteo prati,G23,0.0486
ricardo rodriguez,G23,0.0486
simone bastoni,G23,0.0486
alexis saelemaekers,G23,0.0486
junior sambia,G23,0.0486
alexis sanchez,G23,0.0486
zanos savva,G23,0.0486
giorgio scalvini,G23,0.0486
eldor shomurodov,G23,0.0486
isaac success,G23,0.0486
karol swiderski,G23,0.0486
el bilal toure,G23,0.0486
johan vasquez,G23,0.0486
mattia viti,G23,0.0486
vitor oliveira,G23,0.0486
cristian volpato,G23,0.0486
shon weissman,G23,0.0486
jordan zemura,G23,0.0486
olivier giroud,G24,0.4567
matias soule,G24,0.3675
riccardo orsolini,G24,0.355
luca mazzitelli,G24,0.329
luka jovic,G24,0.314
lautaro martinez,G24,0.3
paulo dybala,G24,0.295
khvicha kvaratskhelia,G24,0.26
teun koopmeiners,G24,0.2277
mateo retegui,G24,0.2173
andrea pinamonti,G24,0.2
romelu lukaku,G24,0.1978
hakan calhanoglu,G24,0.1913
marcus thuram,G24,0.1913
florian thauvin,G24,0.185
andrea colpani,G24,0.1828
joshua zirkzee,G24,0.1828
albert gudmundsson,G24,0.1818
