Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata,GolUlt3,Score_norm,GolUlt3_norm,Score_Composito,Etichetta
nemanja radonjic,G38,Torino,A,0.6033580621158604,0.0,0.0,0,0.060335806211586,0.0,0.030167903105793,0.0
nikola vlasic,G38,Torino,A,4.802855811270323,0.077,0.0861,0,0.4802855811270323,0.0,0.2890727905635161,0.0
pietro pellegri,G38,Torino,A,2.384663574060406,0.0219,0.0753,1,0.2384663574060406,0.3333333333333333,0.2150598453696869,2.0
yann karamoh,G38,Torino,A,0.053523699058665,0.0,0.0,0,0.0053523699058665,0.0,0.0026761849529332,0.0
zanos savva,G38,Torino,A,0.2014437400935211,0.0219,0.0753,1,0.0201443740093521,0.3333333333333333,0.1058988536713427,0.0
beto,G38,Udinese,A,0.2656721789639191,0.0,0.0,0,0.0265672178963919,0.0,0.0132836089481959,0.0
brenner da silva,G38,Udinese,A,0.084664760329161,0.0,0.0,0,0.0084664760329161,0.0,0.004233238016458,0.0
florian thauvin,G38,Udinese,A,5.151711554124309,0.092,0.0986,0,0.5151711554124309,0.0,0.3147655777062154,0.0
gerard deulofeu,G38,Udinese,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
isaac success,G38,Udinese,A,2.855494717737655,0.0219,0.0903,1,0.2855494717737655,0.3333333333333333,0.2431014025535494,2.0
keinan davis,G38,Udinese,A,0.2510748064933741,0.0,0.0486,0,0.0251074806493374,0.0,0.0271337403246687,0.0
lorenzo lucca,G38,Udinese,A,5.372352538779441,0.2339,0.1503,1,0.5372352538779441,0.3333333333333333,0.4505442936056387,1.0
marley ake,G38,Udinese,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
sekou diawara,G38,Udinese,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
simone pafundi,G38,Udinese,A,0.004865790823515,0.0,0.0,0,0.0004865790823515,0.0,0.0002432895411757,0.0
vivaldo semedo,G38,Udinese,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
alphadjo cisse,G38,Verona,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
darko lazovic,G38,Verona,A,3.928057418709881,0.077,0.1153,1,0.3928057418709881,0.3333333333333333,0.3207595376021607,2.0
federico bonazzoli,G38,Verona,A,3.962712806190207,0.0462,0.0861,0,0.3962712806190206,0.0,0.2378256403095103,0.0
jackson tchatchoua,G38,Verona,A,2.469375096698178,0.0,0.0,0,0.2469375096698177,0.0,0.1234687548349088,0.0
jordi mboula,G38,Verona,A,0.1211581915055235,0.0,0.0,0,0.0121158191505523,0.0,0.0060579095752761,0.0
juan manuel cruz,G38,Verona,A,0.039899484752823,0.0,0.0,0,0.0039899484752823,0.0,0.0019949742376411,0.0
junior ajayi,G38,Verona,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
karol swiderski,G38,Verona,A,0.6520159703510102,0.0475,0.0878,1,0.065201597035101,0.3333333333333333,0.1398574651842171,0.0
milan djuric,G38,Verona,A,5.402852581068134,0.2763,0.2398,2,0.5402852581068134,0.6666666666666666,0.55830596238674,1.0
siren diao balde,G38,Verona,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
stefan mitrovic,G38,Verona,A,0.123591086917281,0.0,0.0,0,0.0123591086917281,0.0,0.006179554345864,0.0
thomas henry,G38,Verona,A,0.6928886132685363,0.0616,0.0861,0,0.0692888613268536,0.0,0.0789544306634268,0.0
tijjani noslin,G38,Verona,A,1.780392862324139,0.1104,0.1278,1,0.1780392862324138,0.3333333333333333,0.2271463097828736,2.0
yayah kallon,G38,Verona,A,0.001946316329406,0.0,0.0,0,0.0001946316329406,0.0,9.73158164703e-05,0.0
