Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
stiven shpendi,G32,Empoli,A,0.2072826890817391,0.0,0.0
zanos savva,G32,Torino,A,0.2014437400935211,0.0,0.0486
santiago pierotti,G32,Lecce,A,0.1965779492700061,0.0,0.0
jesper karlsson,G32,Bologna,A,0.1849000512935701,0.0,0.0
chaka traore,G32,AC Milan,A,0.177114785975946,0.026,0.0616
joao costa,G32,Roma,A,0.174195311481837,0.0,0.0
federico di francesco,G32,Lecce,A,0.172248995152431,0.0173,0.0616
kingstone mutandwa,G32,Cagliari,A,0.172248995152431,0.0,0.0486
george puscas,G32,Genoa,A,0.14597372470545,0.0,0.0
emil konradsen ceide,G32,Sassuolo,A,0.133322668564311,0.0,0.0
stefan mitrovic,G32,Verona,A,0.123591086917281,0.0,0.0
jordi mboula,G32,Verona,A,0.1211581915055235,0.0,0.0
david okereke,G32,Torino,A,0.11677897976436,0.0,0.0
andres sfait,G32,Salernitana,A,0.105101081787924,0.0,0.0
giuseppe caso,G32,Frosinone,A,0.1046145027055725,0.0,0.0
brenner da silva,G32,Udinese,A,0.084664760329161,0.0,0.0
mattia destro,G32,Empoli,A,0.080772127670349,0.0,0.0
sydney van hooijdonk,G32,Bologna,A,0.07785265317624,0.0,0.0
fares ghedjemis,G32,Frosinone,A,0.06812107152921,0.0,0.0
yann karamoh,G32,Torino,A,0.053523699058665,0.0,0.0
trivante stewart,G32,Salernitana,A,0.043792117411635,0.0,0.0
juan manuel cruz,G32,Verona,A,0.039899484752823,0.0,0.0
david ankeye,G32,Genoa,A,0.023355795952872,0.0,0.0
seydou fini,G32,Genoa,A,0.006812107152921,0.0,0.0
simone pafundi,G32,Udinese,A,0.004865790823515,0.0,0.0
yayah kallon,G32,Verona,A,0.001946316329406,0.0,0.0
luigi canotto,G32,Frosinone,A,0.001946316329406,0.0,0.0
diego valencia,G32,Salernitana,A,0.001946316329406,0.0,0.0
ola solbakken,G32,Roma,A,0.001946316329406,0.0,0.0
diego gonzalez,G32,Lazio,A,0.001946316329406,0.0,0.0
vivaldo semedo,G32,Udinese,A,0.001946316329406,0.0,0.0
agustin alvarez,G32,Sassuolo,A,0.001946316329406,0.0,0.0
jeppe corfitzen,G32,Lecce,A,0.001946316329406,0.0,0.0
till winkelman,G32,Lecce,A,0.001946316329406,0.0,0.0
flavio russo,G32,Sassuolo,A,0.001946316329406,0.0,0.0
giacomo corona,G32,Empoli,A,0.001946316329406,0.0,0.0
matija popovic,G32,Monza,A,0.001946316329406,0.0,0.0
giorgi kvernadze,G32,Frosinone,A,0.001946316329406,0.0,0.0
gaston pereiro,G32,Cagliari,A,0.001946316329406,0.0,0.0
gerard deulofeu,G32,Udinese,A,0.001946316329406,0.0,0.0
massimo coda,G32,Genoa,A,0.001946316329406,0.0,0.0
francesco camarda,G32,AC Milan,A,0.001946316329406,0.0,0.0
siren diao balde,G32,Verona,A,0.001946316329406,0.0,0.0
marley ake,G32,Udinese,A,0.001946316329406,0.0,0.0
gennaro borrelli,G32,Frosinone,A,0.001946316329406,0.0,0.0
hirving lozano,G32,Napoli,A,0.001946316329406,0.0,0.0
jacopo desogus,G32,Cagliari,A,0.001946316329406,0.0,0.0
luigi cherubini,G32,Roma,A,0.001946316329406,0.0,0.0
sekou diawara,G32,Udinese,A,0.001946316329406,0.0,0.0
leonardo cerri,G32,Juventus,A,0.001946316329406,0.0,0.0486
joaquin correa,G32,Inter,A,0.001946316329406,0.0,0.0
soufiane bidaoui,G32,Frosinone,A,0.001946316329406,0.0,0.0
andrea ferraris,G32,Monza,A,0.001946316329406,0.0,0.0
joel voelkerling persson,G32,Lecce,A,0.001946316329406,0.0,0.0
junior ajayi,G32,Verona,A,0.001946316329406,0.0,0.0
assan ceesay,G32,Lecce,A,0.001946316329406,0.0,0.0
alphadjo cisse,G32,Verona,A,0.001946316329406,0.0,0.0
erik botheim,G32,Salernitana,A,0.0,0.0,0.0
lautaro martinez,G33,Inter,A,10.0,0.565,0.3486
albert gudmundsson,G33,Genoa,A,9.217349622639194,0.513,0.1565
matias soule,G33,Frosinone,A,8.382918373067875,0.2465,0.1399
paulo dybala,G33,Roma,A,8.194920748790997,0.2762,0.2051
khvicha kvaratskhelia,G33,Napoli,A,8.164231058664397,0.332,0.2104
olivier giroud,G33,AC Milan,A,7.9886033517632,0.4131,0.2323
dusan vlahovic,G33,Juventus,A,7.74467915127962,0.3375,0.2442
rafael leao,G33,AC Milan,A,7.737022862058283,0.5545,0.0913
marcus thuram,G33,Inter,A,7.660261160360614,0.5352,0.2207
christian pulisic,G33,AC Milan,A,7.638988296978675,0.3197,0.4415
victor osimhen,G33,Napoli,A,7.341955970620807,0.5278,0.2696
charles de ketelaere,G33,Atalanta,A,7.33663529112349,0.1236,0.1138
ademola lookman,G33,Atalanta,A,7.261281116084548,0.3188,0.1887
matteo politano,G33,Napoli,A,7.204012116395615,0.3516,0.2043
duvan zapata,G33,Torino,A,7.111918227469753,0.4275,0.1565
joshua zirkzee,G33,Bologna,A,7.013123983893323,0.3837,0.179
romelu lukaku,G33,Roma,A,6.910330888800196,0.3197,0.2077
gianluca scamacca,G33,Atalanta,A,6.885200374732376,0.5263,0.1174
nicolas gonzalez,G33,Fiorentina,A,6.741926252539724,0.2028,0.1756
federico chiesa,G33,Juventus,A,6.523830598716707,0.1848,0.1399
riccardo orsolini,G33,Bologna,A,6.3329608296788615,0.2131,0.2082
armand lauriente,G33,Sassuolo,A,5.762828461167271,0.2575,0.0522
andrea pinamonti,G33,Sassuolo,A,5.71271982919851,0.3614,0.2207
nikola krstovic,G33,Lecce,A,5.46031290576126,0.0989,0.1138
milan djuric,G33,Verona,A,5.402852581068134,0.2465,0.1541
lorenzo lucca,G33,Udinese,A,5.372352538779441,0.2224,0.1582
giacomo raspadori,G33,Napoli,A,5.369526895211365,0.1483,0.128
walid cheddira,G33,Frosinone,A,5.348300417528841,0.3113,0.2533
alexis saelemaekers,G33,Bologna,A,5.237712933132613,0.0549,0.1039
aleksey miranchuk,G33,Atalanta,A,5.217060623788722,0.0894,0.1169
florian thauvin,G33,Udinese,A,5.151711554124309,0.1073,0.13
ciro immobile,G33,Lazio,A,5.087514727829896,0.1668,0.1268
cyril ngonge,G33,Napoli,A,4.990652635055614,0.1946,0.1268
lucas beltran,G33,Fiorentina,A,4.86950125264437,0.1946,0.1268
nikola vlasic,G33,Torino,A,4.802855811270323,0.0894,0.1104
dany mota,G33,Monza,A,4.6930126924409725,0.1288,0.1321
antonio sanabria,G33,Torino,A,4.675122241620843,0.173,0.127
luka jovic,G33,AC Milan,A,4.657185663706282,0.2919,0.1555
andrea belotti,G33,Fiorentina,A,4.51878010669156,0.1297,0.1716
mateo retegui,G33,Genoa,A,4.505252030670766,0.2156,0.1399
m'bala nzola,G33,Fiorentina,A,4.477414283987825,0.0549,0.0746
noah okafor,G33,AC Milan,A,4.464912088908567,0.2919,0.1555
marko arnautovic,G33,Inter,A,4.3597408975525545,0.0549,0.0746
alexis sanchez,G33,Inter,A,4.293440294623524,0.0549,0.1039
zito luvumbo,G33,Cagliari,A,4.218342271585198,0.1433,0.1138
stephan el shaarawy,G33,Roma,A,4.18244125420769,0.0894,0.0877
lameck banda,G33,Lecce,A,4.155316875643998,0.0549,0.0746
arkadiusz milik,G33,Juventus,A,4.105186360170173,0.0894,0.1191
pontus almqvist,G33,Lecce,A,4.09262020178492,0.0412,0.0746
valentin castellanos,G33,Lazio,A,4.056707085209281,0.1038,0.1455
nicolo cambiaghi,G33,Empoli,A,3.973908584137184,0.0252,0.0758
federico bonazzoli,G33,Verona,A,3.962712806190207,0.0537,0.1664
darko lazovic,G33,Verona,A,3.928057418709881,0.1758,0.1033
caleb ekuban,G33,Genoa,A,3.913512269381301,0.0894,0.1019
riccardo sottil,G33,Fiorentina,A,3.9103419279689744,0.0252,0.0616
dan ndoye,G33,Bologna,A,3.901715493456509,0.0,0.0486
gianluca lapadula,G33,Cagliari,A,3.893838847683358,0.0549,0.106
roberto piccoli,G33,Lecce,A,3.735319321575109,0.0894,0.0877
matteo cancellieri,G33,Empoli,A,3.72727840389174,0.1288,0.115
kenan yildiz,G33,Juventus,A,3.718143780461207,0.0252,0.0616
francesco caputo,G33,Empoli,A,3.6971940427487247,0.0549,0.0746
lorenzo colombo,G33,Monza,A,3.649950854407962,0.0894,0.0877
pedro rodriguez,G33,Lazio,A,3.585789306352385,0.0252,0.0616
samuel chukwueze,G33,AC Milan,A,3.551505491548597,0.0252,0.0843
tommaso baldanzi,G33,Roma,A,3.539934540541158,0.0549,0.0746
gustav isaksen,G33,Lazio,A,3.478766847296071,0.2218,0.1164
nicola sansone,G33,Lecce,A,3.465871695670076,0.1758,0.1033
cristian volpato,G33,Sassuolo,A,3.365828199215989,0.0252,0.0616
patrick ciurria,G33,Monza,A,3.323795032547592,0.0,0.0
samuel iling-junior,G33,Juventus,A,3.305908169557745,0.0252,0.0616
kaio jorge,G33,Frosinone,A,3.305865248662942,0.0716,0.0877
eldor shomurodov,G33,Cagliari,A,3.27795813056594,0.1758,0.1661
christian kouame,G33,Fiorentina,A,3.2361854343502765,0.0252,0.0616
sardar azmoun,G33,Roma,A,2.9907077786763634,0.0549,0.0746
alessio zerbin,G33,Monza,A,2.870746436134114,0.0,0.0
isaac success,G33,Udinese,A,2.855494717737655,0.0,0.0486
leonardo pavoletti,G33,Cagliari,A,2.796135484280822,0.0412,0.0746
domenico berardi,G33,Sassuolo,A,2.746738919874218,0.2604,0.1529
chukwubuikem ikwuemesi,G33,Salernitana,A,2.7388436043278133,0.0252,0.0616
gregoire defrel,G33,Sassuolo,A,2.70819506001134,0.0252,0.0908
emmanuel quartsin gyasi,G33,Empoli,A,2.6533762872894022,0.0252,0.0616
giovanni simeone,G33,Napoli,A,2.6327799546258026,0.0252,0.0616
jackson tchatchoua,G33,Verona,A,2.469375096698178,0.0,0.0
demba seck,G33,Frosinone,A,2.4268309742894782,0.0,0.0
pietro pellegri,G33,Torino,A,2.384663574060406,0.0,0.0486
marvin cuni,G33,Frosinone,A,2.349666707489096,0.0252,0.0616
moise kean,G33,Juventus,A,2.2850566429873287,0.0,0.0
samuele mulattieri,G33,Sassuolo,A,2.1653862159852904,0.0,0.0
tijjani noslin,G33,Verona,A,1.780392862324139,0.2218,0.1368
m'baye niang,G33,Empoli,A,1.628093609548119,0.0858,0.115
boulaye dia,G33,Salernitana,A,1.1658434813141945,0.0894,0.0877
daniel maldini,G33,Empoli,A,1.1181587312437475,0.0716,0.1919
luis muriel,G33,Atalanta,A,0.9420171034325044,0.0412,0.0746
simy,G33,Salernitana,A,0.8106407511975994,0.0252,0.0616
andrea petagna,G33,Cagliari,A,0.7527378403977708,0.0252,0.0616
thomas henry,G33,Verona,A,0.6928886132685363,0.0716,0.0877
karol swiderski,G33,Verona,A,0.6520159703510102,0.0252,0.0616
junior messias,G33,Genoa,A,0.6072506947746723,0.0252,0.0616
el bilal toure,G33,Atalanta,A,0.6048177993629147,0.0252,0.0616
nemanja radonjic,G33,Torino,A,0.6033580621158604,0.0,0.0
jovane cabral,G33,Salernitana,A,0.4826864496926881,0.0252,0.0616
jens odgaard,G33,Bologna,A,0.4797669751985791,0.0549,0.0746
emmanuel ekong,G33,Empoli,A,0.4593306537398162,0.0,0.0
vitor oliveira,G33,Genoa,A,0.4525185465868952,0.0252,0.093
jaime baez,G33,Frosinone,A,0.4062935337635026,0.0252,0.0616
samuel castillejo,G33,Sassuolo,A,0.3756390515753581,0.0,0.0
josip brekalo,G33,Fiorentina,A,0.3347664086578322,0.0252,0.0616
mirko maric,G33,Monza,A,0.3308737759990202,0.0252,0.0616
gianluca caprari,G33,Monza,A,0.3240616688460991,0.0,0.0
rares burnete,G33,Lecce,A,0.3114106127049601,0.0,0.0
tammy abraham,G33,Roma,A,0.3050850846343906,0.0,0.0486
santiago castro,G33,Bologna,A,0.2919474494109001,0.0,0.0486
shon weissman,G33,Salernitana,A,0.2705379697874341,0.0252,0.0616
beto,G33,Udinese,A,0.2656721789639191,0.0,0.0
keinan davis,G33,Udinese,A,0.2510748064933741,0.0,0.0486
stiven shpendi,G33,Empoli,A,0.2072826890817391,0.0,0.0
zanos savva,G33,Torino,A,0.2014437400935211,0.0,0.0486
santiago pierotti,G33,Lecce,A,0.1965779492700061,0.0,0.0
jesper karlsson,G33,Bologna,A,0.1849000512935701,0.0,0.0
chaka traore,G33,AC Milan,A,0.177114785975946,0.0252,0.0616
joao costa,G33,Roma,A,0.174195311481837,0.0,0.0
federico di francesco,G33,Lecce,A,0.172248995152431,0.0168,0.0616
kingstone mutandwa,G33,Cagliari,A,0.172248995152431,0.0,0.0486
george puscas,G33,Genoa,A,0.14597372470545,0.0,0.0
emil konradsen ceide,G33,Sassuolo,A,0.133322668564311,0.0,0.0
stefan mitrovic,G33,Verona,A,0.123591086917281,0.0,0.0
jordi mboula,G33,Verona,A,0.1211581915055235,0.0,0.0
david okereke,G33,Torino,A,0.11677897976436,0.0,0.0
andres sfait,G33,Salernitana,A,0.105101081787924,0.0,0.0
giuseppe caso,G33,Frosinone,A,0.1046145027055725,0.0,0.0
brenner da silva,G33,Udinese,A,0.084664760329161,0.0,0.0
mattia destro,G33,Empoli,A,0.080772127670349,0.0,0.0
sydney van hooijdonk,G33,Bologna,A,0.07785265317624,0.0,0.0
fares ghedjemis,G33,Frosinone,A,0.06812107152921,0.0,0.0
yann karamoh,G33,Torino,A,0.053523699058665,0.0,0.0
trivante stewart,G33,Salernitana,A,0.043792117411635,0.0,0.0
juan manuel cruz,G33,Verona,A,0.039899484752823,0.0,0.0
david ankeye,G33,Genoa,A,0.023355795952872,0.0,0.0
seydou fini,G33,Genoa,A,0.006812107152921,0.0,0.0
simone pafundi,G33,Udinese,A,0.004865790823515,0.0,0.0
yayah kallon,G33,Verona,A,0.001946316329406,0.0,0.0
luigi canotto,G33,Frosinone,A,0.001946316329406,0.0,0.0
diego valencia,G33,Salernitana,A,0.001946316329406,0.0,0.0
ola solbakken,G33,Roma,A,0.001946316329406,0.0,0.0
diego gonzalez,G33,Lazio,A,0.001946316329406,0.0,0.0
vivaldo semedo,G33,Udinese,A,0.001946316329406,0.0,0.0
agustin alvarez,G33,Sassuolo,A,0.001946316329406,0.0,0.0
jeppe corfitzen,G33,Lecce,A,0.001946316329406,0.0,0.0
till winkelman,G33,Lecce,A,0.001946316329406,0.0,0.0
flavio russo,G33,Sassuolo,A,0.001946316329406,0.0,0.0
giacomo corona,G33,Empoli,A,0.001946316329406,0.0,0.0
matija popovic,G33,Monza,A,0.001946316329406,0.0,0.0
giorgi kvernadze,G33,Frosinone,A,0.001946316329406,0.0,0.0
gaston pereiro,G33,Cagliari,A,0.001946316329406,0.0,0.0
gerard deulofeu,G33,Udinese,A,0.001946316329406,0.0,0.0
massimo coda,G33,Genoa,A,0.001946316329406,0.0,0.0
francesco camarda,G33,AC Milan,A,0.001946316329406,0.0,0.0
siren diao balde,G33,Verona,A,0.001946316329406,0.0,0.0
marley ake,G33,Udinese,A,0.001946316329406,0.0,0.0
gennaro borrelli,G33,Frosinone,A,0.001946316329406,0.0,0.0
hirving lozano,G33,Napoli,A,0.001946316329406,0.0,0.0
jacopo desogus,G33,Cagliari,A,0.001946316329406,0.0,0.0
luigi cherubini,G33,Roma,A,0.001946316329406,0.0,0.0
sekou diawara,G33,Udinese,A,0.001946316329406,0.0,0.0
leonardo cerri,G33,Juventus,A,0.001946316329406,0.0,0.0486
joaquin correa,G33,Inter,A,0.001946316329406,0.0,0.0
soufiane bidaoui,G33,Frosinone,A,0.001946316329406,0.0,0.0
andrea ferraris,G33,Monza,A,0.001946316329406,0.0,0.0
joel voelkerling persson,G33,Lecce,A,0.001946316329406,0.0,0.0
junior ajayi,G33,Verona,A,0.001946316329406,0.0,0.0
assan ceesay,G33,Lecce,A,0.001946316329406,0.0,0.0
alphadjo cisse,G33,Verona,A,0.001946316329406,0.0,0.0
erik botheim,G33,Salernitana,A,0.0,0.0,0.0
lautaro martinez,G34,Inter,A,10.0,0.5353,0.3486
albert gudmundsson,G34,Genoa,A,9.217349622639194,0.4015,0.4065
matias soule,G34,Frosinone,A,8.382918373067875,0.2377,0.1399
paulo dybala,G34,Roma,A,8.194920748790997,0.266,0.2051
khvicha kvaratskhelia,G34,Napoli,A,8.164231058664397,0.3197,0.179
olivier giroud,G34,AC Milan,A,7.9886033517632,0.3959,0.2473
dusan vlahovic,G34,Juventus,A,7.74467915127962,0.5666,0.286
rafael leao,G34,AC Milan,A,7.737022862058283,0.1485,0.3413
marcus thuram,G34,Inter,A,7.660261160360614,0.5863,0.2565
christian pulisic,G34,AC Milan,A,7.638988296978675,0.3069,0.1922
victor osimhen,G34,Napoli,A,7.341955970620807,0.2956,0.2968
charles de ketelaere,G34,Atalanta,A,7.33663529112349,0.2919,0.1555
ademola lookman,G34,Atalanta,A,7.261281116084548,0.307,0.1973
matteo politano,G34,Napoli,A,7.204012116395615,0.2279,0.2316
duvan zapata,G34,Torino,A,7.111918227469753,0.4104,0.2732
joshua zirkzee,G34,Bologna,A,7.013123983893323,0.2711,0.2207
romelu lukaku,G34,Roma,A,6.910330888800196,0.3837,0.1932
gianluca scamacca,G34,Atalanta,A,6.885200374732376,0.1974,0.3674
nicolas gonzalez,G34,Fiorentina,A,6.741926252539724,0.1953,0.1843
federico chiesa,G34,Juventus,A,6.523830598716707,0.1782,0.1399
riccardo orsolini,G34,Bologna,A,6.3329608296788615,0.2055,0.2017
armand lauriente,G34,Sassuolo,A,5.762828461167271,0.0805,0.0522
andrea pinamonti,G34,Sassuolo,A,5.71271982919851,0.3578,0.2063
nikola krstovic,G34,Lecce,A,5.46031290576126,0.0956,0.1138
milan djuric,G34,Verona,A,5.402852581068134,0.2377,0.1691
lorenzo lucca,G34,Udinese,A,5.372352538779441,0.2147,0.1268
giacomo raspadori,G34,Napoli,A,5.369526895211365,0.1433,0.143
walid cheddira,G34,Frosinone,A,5.348300417528841,0.1557,0.0783
alexis saelemaekers,G34,Bologna,A,5.237712933132613,0.2218,0.1368
aleksey miranchuk,G34,Atalanta,A,5.217060623788722,0.0866,0.1104
florian thauvin,G34,Udinese,A,5.151711554124309,0.1038,0.1235
ciro immobile,G34,Lazio,A,5.087514727829896,0.161,0.1268
cyril ngonge,G34,Napoli,A,4.990652635055614,0.1879,0.1268
lucas beltran,G34,Fiorentina,A,4.86950125264437,0.1879,0.1268
nikola vlasic,G34,Torino,A,4.802855811270323,0.0866,0.1191
dany mota,G34,Monza,A,4.6930126924409725,0.1246,0.1007
antonio sanabria,G34,Torino,A,4.675122241620843,0.1672,0.1365
luka jovic,G34,AC Milan,A,4.657185663706282,0.1879,0.141
andrea belotti,G34,Fiorentina,A,4.51878010669156,0.1255,0.156
mateo retegui,G34,Genoa,A,4.505252030670766,0.2079,0.1399
m'bala nzola,G34,Fiorentina,A,4.477414283987825,0.0533,0.0746
noah okafor,G34,AC Milan,A,4.464912088908567,0.1879,0.141
marko arnautovic,G34,Inter,A,4.3597408975525545,0.0533,0.0746
alexis sanchez,G34,Inter,A,4.293440294623524,0.0533,0.0974
zito luvumbo,G34,Cagliari,A,4.218342271585198,0.1387,0.1138
stephan el shaarawy,G34,Roma,A,4.18244125420769,0.0866,0.0877
lameck banda,G34,Lecce,A,4.155316875643998,0.0533,0.0746
arkadiusz milik,G34,Juventus,A,4.105186360170173,0.0866,0.0877
pontus almqvist,G34,Lecce,A,4.09262020178492,0.0399,0.0746
valentin castellanos,G34,Lazio,A,4.056707085209281,0.1006,0.13
nicolo cambiaghi,G34,Empoli,A,3.973908584137184,0.0245,0.0908
federico bonazzoli,G34,Verona,A,3.962712806190207,0.052,0.1791
darko lazovic,G34,Verona,A,3.928057418709881,0.0533,0.0889
caleb ekuban,G34,Genoa,A,3.913512269381301,0.0866,0.1169
riccardo sottil,G34,Fiorentina,A,3.9103419279689744,0.0245,0.0616
dan ndoye,G34,Bologna,A,3.901715493456509,0.0,0.0486
gianluca lapadula,G34,Cagliari,A,3.893838847683358,0.0533,0.0746
roberto piccoli,G34,Lecce,A,3.735319321575109,0.2146,0.1294
matteo cancellieri,G34,Empoli,A,3.72727840389174,0.1246,0.13
kenan yildiz,G34,Juventus,A,3.718143780461207,0.0245,0.0616
francesco caputo,G34,Empoli,A,3.6971940427487247,0.0533,0.0746
lorenzo colombo,G34,Monza,A,3.649950854407962,0.0866,0.0877
pedro rodriguez,G34,Lazio,A,3.585789306352385,0.0245,0.0616
samuel chukwueze,G34,AC Milan,A,3.551505491548597,0.0245,0.093
tommaso baldanzi,G34,Roma,A,3.539934540541158,0.0533,0.0746
gustav isaksen,G34,Lazio,A,3.478766847296071,0.0866,0.1019
nicola sansone,G34,Lecce,A,3.465871695670076,0.0533,0.0889
cristian volpato,G34,Sassuolo,A,3.365828199215989,0.0245,0.0616
patrick ciurria,G34,Monza,A,3.323795032547592,0.0,0.0
samuel iling-junior,G34,Juventus,A,3.305908169557745,0.0245,0.0616
kaio jorge,G34,Frosinone,A,3.305865248662942,0.0693,0.0877
eldor shomurodov,G34,Cagliari,A,3.27795813056594,0.0533,0.0889
christian kouame,G34,Fiorentina,A,3.2361854343502765,0.1758,0.1033
sardar azmoun,G34,Roma,A,2.9907077786763634,0.2218,0.1164
alessio zerbin,G34,Monza,A,2.870746436134114,0.0,0.0
isaac success,G34,Udinese,A,2.855494717737655,0.0,0.0486
leonardo pavoletti,G34,Cagliari,A,2.796135484280822,0.0399,0.0746
domenico berardi,G34,Sassuolo,A,2.746738919874218,0.2511,0.1529
chukwubuikem ikwuemesi,G34,Salernitana,A,2.7388436043278133,0.0245,0.0616
gregoire defrel,G34,Sassuolo,A,2.70819506001134,0.0245,0.0843
emmanuel quartsin gyasi,G34,Empoli,A,2.6533762872894022,0.0245,0.0616
giovanni simeone,G34,Napoli,A,2.6327799546258026,0.0245,0.0616
jackson tchatchoua,G34,Verona,A,2.469375096698178,0.0,0.0
demba seck,G34,Frosinone,A,2.4268309742894782,0.0,0.0
pietro pellegri,G34,Torino,A,2.384663574060406,0.0,0.0486
marvin cuni,G34,Frosinone,A,2.349666707489096,0.0245,0.0616
moise kean,G34,Juventus,A,2.2850566429873287,0.0,0.0
samuele mulattieri,G34,Sassuolo,A,2.1653862159852904,0.0,0.0
tijjani noslin,G34,Verona,A,1.780392862324139,0.0866,0.1704
m'baye niang,G34,Empoli,A,1.628093609548119,0.0831,0.13
boulaye dia,G34,Salernitana,A,1.1658434813141945,0.0866,0.0877
daniel maldini,G34,Empoli,A,1.1181587312437475,0.3219,0.1922
luis muriel,G34,Atalanta,A,0.9420171034325044,0.0399,0.0746
simy,G34,Salernitana,A,0.8106407511975994,0.0245,0.0616
andrea petagna,G34,Cagliari,A,0.7527378403977708,0.0245,0.0616
thomas henry,G34,Verona,A,0.6928886132685363,0.0693,0.0877
karol swiderski,G34,Verona,A,0.6520159703510102,0.0245,0.0616
junior messias,G34,Genoa,A,0.6072506947746723,0.0245,0.0616
el bilal toure,G34,Atalanta,A,0.6048177993629147,0.1758,0.1033
nemanja radonjic,G34,Torino,A,0.6033580621158604,0.0,0.0
jovane cabral,G34,Salernitana,A,0.4826864496926881,0.0245,0.0616
jens odgaard,G34,Bologna,A,0.4797669751985791,0.0533,0.0746
emmanuel ekong,G34,Empoli,A,0.4593306537398162,0.0,0.0
vitor oliveira,G34,Genoa,A,0.4525185465868952,0.0245,0.0616
jaime baez,G34,Frosinone,A,0.4062935337635026,0.0245,0.0616
samuel castillejo,G34,Sassuolo,A,0.3756390515753581,0.0,0.0
josip brekalo,G34,Fiorentina,A,0.3347664086578322,0.0245,0.0616
mirko maric,G34,Monza,A,0.3308737759990202,0.0245,0.0616
gianluca caprari,G34,Monza,A,0.3240616688460991,0.0,0.0
rares burnete,G34,Lecce,A,0.3114106127049601,0.0,0.0
tammy abraham,G34,Roma,A,0.3050850846343906,0.0,0.0486
santiago castro,G34,Bologna,A,0.2919474494109001,0.0,0.0486
shon weissman,G34,Salernitana,A,0.2705379697874341,0.0245,0.0616
beto,G34,Udinese,A,0.2656721789639191,0.0,0.0
keinan davis,G34,Udinese,A,0.2510748064933741,0.0,0.0486
stiven shpendi,G34,Empoli,A,0.2072826890817391,0.0,0.0
zanos savva,G34,Torino,A,0.2014437400935211,0.0,0.0486
santiago pierotti,G34,Lecce,A,0.1965779492700061,0.0,0.0
jesper karlsson,G34,Bologna,A,0.1849000512935701,0.0,0.0
chaka traore,G34,AC Milan,A,0.177114785975946,0.0245,0.0616
joao costa,G34,Roma,A,0.174195311481837,0.0,0.0
federico di francesco,G34,Lecce,A,0.172248995152431,0.0163,0.0616
kingstone mutandwa,G34,Cagliari,A,0.172248995152431,0.0,0.0486
george puscas,G34,Genoa,A,0.14597372470545,0.0,0.0
emil konradsen ceide,G34,Sassuolo,A,0.133322668564311,0.0,0.0
stefan mitrovic,G34,Verona,A,0.123591086917281,0.0,0.0
jordi mboula,G34,Verona,A,0.1211581915055235,0.0,0.0
david okereke,G34,Torino,A,0.11677897976436,0.0,0.0
andres sfait,G34,Salernitana,A,0.105101081787924,0.0,0.0
giuseppe caso,G34,Frosinone,A,0.1046145027055725,0.0,0.0
brenner da silva,G34,Udinese,A,0.084664760329161,0.0,0.0
mattia destro,G34,Empoli,A,0.080772127670349,0.0,0.0
sydney van hooijdonk,G34,Bologna,A,0.07785265317624,0.0,0.0
fares ghedjemis,G34,Frosinone,A,0.06812107152921,0.0,0.0
yann karamoh,G34,Torino,A,0.053523699058665,0.0,0.0
trivante stewart,G34,Salernitana,A,0.043792117411635,0.0,0.0
juan manuel cruz,G34,Verona,A,0.039899484752823,0.0,0.0
david ankeye,G34,Genoa,A,0.023355795952872,0.0,0.0
seydou fini,G34,Genoa,A,0.006812107152921,0.0,0.0
simone pafundi,G34,Udinese,A,0.004865790823515,0.0,0.0
