Giocatore,Giornata,Team,Role,Score,Prob_Gol,Pred_Gol_Pesata
davide biraschi,G36,Genoa,D,0.4713553277553036,0.0154,0.0616
luca marianucci,G36,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G36,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G36,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G36,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G36,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G36,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G36,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G36,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G36,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G36,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G36,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G36,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G36,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G36,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G36,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G36,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G36,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G36,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G36,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G36,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G36,Udinese,D,0.3971363949319547,0.0231,0.0616
giorgio cittadini,G36,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G36,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G36,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G36,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G36,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G36,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G36,Udinese,D,0.3606779717906606,0.0231,0.0616
ahmed touba,G36,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G36,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G36,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G36,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G36,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G36,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G36,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G36,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G36,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G36,Cagliari,D,0.261719394692862,0.0,0.0
natan,G36,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G36,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G36,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G36,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G36,Cagliari,D,0.2291672311738492,0.1758,0.2651
matias vina,G36,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G36,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G36,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G36,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G36,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G36,Sassuolo,D,0.1341149136983322,0.0,0.0486
jerome boateng,G36,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G36,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G36,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G36,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G36,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G36,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G36,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G36,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G36,Salernitana,D,0.0065104327038025,0.0,0.0486
federico fazio,G36,Salernitana,D,0.0,0.0231,0.0616
alessandro bastoni,G37,Inter,D,10.0,0.0225,0.0611
riccardo calafiori,G37,Bologna,D,9.86333894871479,0.0,0.0486
francesco acerbi,G37,Inter,D,9.84008919094826,0.0792,0.1088
jhon lucumi,G37,Bologna,D,9.72241772662444,0.0,0.0
amir rrahmani,G37,Napoli,D,9.582109297425967,0.0366,0.0736
giovanni di lorenzo,G37,Napoli,D,9.479550247988536,0.0225,0.0611
gleison bremer,G37,Juventus,D,9.422335055170183,0.0792,0.1003
raoul bellanova,G37,Torino,D,9.29246589541238,0.0225,0.0611
benjamin pavard,G37,Inter,D,9.161980795419009,0.0,0.0
danilo,G37,Juventus,D,9.037308864594127,0.0225,0.0611
federico dimarco,G37,Inter,D,9.02296243447714,0.152,0.1111
stefan de vrij,G37,Inter,D,8.925405224846113,0.0225,0.0611
carlos augusto,G37,Inter,D,8.892410542266768,0.0,0.0
andrea cambiaso,G37,Juventus,D,8.790382683221633,0.0488,0.0736
pablo mari,G37,Monza,D,8.778438869281295,0.0,0.0
theo hernandez,G37,AC Milan,D,8.617644532326231,0.152,0.1111
sam beukema,G37,Bologna,D,8.608735646061627,0.0225,0.0611
alessio romagnoli,G37,Lazio,D,8.571252914841601,0.0,0.0
diego llorente,G37,Roma,D,8.54083732812151,0.0225,0.0611
berat djimsiti,G37,Atalanta,D,8.511483157677478,0.0,0.0
gianluca mancini,G37,Roma,D,8.507971483578835,0.1136,0.0986
fikayo tomori,G37,AC Milan,D,8.49199394259696,0.1136,0.1213
ricardo rodriguez,G37,Torino,D,8.475810136385581,0.0,0.0486
stefan posch,G37,Bologna,D,8.350961345151035,0.1109,0.0898
marin pongracic,G37,Lecce,D,8.323678824851514,0.0,0.0
armando izzo,G37,Monza,D,8.306744275643984,0.0,0.0
adam marusic,G37,Lazio,D,8.253466333630493,0.0225,0.0611
patric,G37,Lazio,D,8.192105518088058,0.1758,0.1023
victor kristiansen,G37,Bologna,D,8.183824831470309,0.0,0.0
nicolo casale,G37,Lazio,D,8.158382669627143,0.0,0.0
lucas martinez quarta,G37,Fiorentina,D,8.154400264593122,0.1303,0.1403
sebastiano luperto,G37,Empoli,D,8.13698629118237,0.0225,0.0611
federico gatti,G37,Juventus,D,8.095254772896249,0.0947,0.0986
mario gila,G37,Lazio,D,8.083206081342139,0.0,0.0
alessandro buongiorno,G37,Torino,D,8.048149317558359,0.0792,0.0861
luca caldirola,G37,Monza,D,8.040071088899527,0.0225,0.0611
evan n'dicka,G37,Roma,D,7.998016955194764,0.0,0.0
giorgio scalvini,G37,Atalanta,D,7.94651731312706,0.0225,0.0611
matteo darmian,G37,Inter,D,7.926289056061991,0.0488,0.0736
juan jesus,G37,Napoli,D,7.896534639952048,0.0225,0.0611
alessandro florenzi,G37,AC Milan,D,7.843373746127305,0.0225,0.0753
malick thiaw,G37,AC Milan,D,7.783791103621634,0.0,0.0
luca ranieri,G37,Fiorentina,D,7.760450326706265,0.0488,0.0736
alberto dossena,G37,Cagliari,D,7.719904341717335,0.0366,0.0736
nehuen perez,G37,Udinese,D,7.698919529223019,0.0488,0.0736
federico baschirotto,G37,Lecce,D,7.677065440708275,0.0,0.0
nikola milenkovic,G37,Fiorentina,D,7.646326908606096,0.0,0.0
cristiano biraghi,G37,Fiorentina,D,7.6193473962816975,0.015,0.0611
isak hien,G37,Atalanta,D,7.594731336010501,0.0,0.0
davide calabria,G37,AC Milan,D,7.580463754467372,0.0,0.0
danilo d'ambrosio,G37,Monza,D,7.561162631244754,0.0,0.0
sebastian walukiewicz,G37,Empoli,D,7.558641888152695,0.0,0.0
valentino lazaro,G37,Torino,D,7.532585258218588,0.0,0.0
leo stigard,G37,Napoli,D,7.53023009332436,0.0,0.0
sead kolasinac,G37,Atalanta,D,7.524615117971723,0.0225,0.0611
andrea carboni,G37,Monza,D,7.4922497391477085,0.0225,0.0611
denzel dumfries,G37,Inter,D,7.454375645893141,0.0792,0.0861
mathias olivera,G37,Napoli,D,7.444070785795101,0.0225,0.0903
michael kayode,G37,Fiorentina,D,7.440304494130499,0.0225,0.0611
mergim vojvoda,G37,Torino,D,7.430012109189082,0.0,0.0
samuele birindelli,G37,Monza,D,7.428967495667219,0.0,0.0
matteo ruggeri,G37,Atalanta,D,7.3791469233828995,0.0,0.0
pawel dawidowicz,G37,Verona,D,7.352442397522099,0.0,0.0
memeh caleb okoli,G37,Frosinone,D,7.312237226705216,0.0,0.0
ardian ismajli,G37,Empoli,D,7.281676608357567,0.0,0.0
koni de winter,G37,Genoa,D,7.265257347842184,0.0,0.0
elseid hysaj,G37,Lazio,D,7.241908296458741,0.0,0.0
johan vasquez,G37,Genoa,D,7.198020340112135,0.0225,0.0611
thomas kristensen,G37,Udinese,D,7.168827623322794,0.0,0.0
simon kjr,G37,AC Milan,D,7.151062264218666,0.0,0.0
giangiacomo magnani,G37,Verona,D,7.1264186773811256,0.0,0.0
matteo lovato,G37,Torino,D,7.10320062148768,0.0,0.0
jaka bijol,G37,Udinese,D,7.025523494026534,0.0,0.0
antonino gallo,G37,Lecce,D,6.977015237149951,0.0,0.0
giorgos kyriakopoulos,G37,Monza,D,6.976558669261159,0.0,0.0
fabiano parisi,G37,Fiorentina,D,6.9553786706947465,0.0,0.0
valentin gendrey,G37,Lecce,D,6.937158063555627,0.0488,0.0963
mario rui,G37,Napoli,D,6.932105815486654,0.0,0.0
ilario monterisi,G37,Frosinone,D,6.912791151071648,0.0488,0.0736
simone romagnoli,G37,Frosinone,D,6.898804254207093,0.0225,0.0611
adam masina,G37,Torino,D,6.883690278339764,0.0,0.0
hassane kamara,G37,Udinese,D,6.871374291008642,0.0225,0.0611
radu dragusin,G37,Genoa,D,6.867182714528568,0.0488,0.0736
domagoj bradaric,G37,Salernitana,D,6.857367634409743,0.0,0.0
martin erlic,G37,Sassuolo,D,6.787276709338567,0.0225,0.0611
joao ferreira,G37,Udinese,D,6.761606872714297,0.0,0.0
tommaso augello,G37,Cagliari,D,6.746085950384821,0.0225,0.0611
leonardo spinazzola,G37,Roma,D,6.736114353372167,0.0225,0.0611
bartosz bereszynski,G37,Empoli,D,6.639543214132272,0.0,0.0
pedro pereira,G37,Monza,D,6.607693377818447,0.0,0.0
gian marco ferrari,G37,Sassuolo,D,6.584827075654534,0.0225,0.0611
diego coppola,G37,Verona,D,6.583032480590638,0.0488,0.0963
mattia bani,G37,Genoa,D,6.548788962495147,0.0488,0.0736
gabriele zappa,G37,Cagliari,D,6.522191801664897,0.0225,0.0611
jeremy toljan,G37,Sassuolo,D,6.520620198439282,0.0,0.0
ruan tressoldi,G37,Sassuolo,D,6.502189011163993,0.0,0.0
pol lirola,G37,Frosinone,D,6.493775590402681,0.0488,0.0736
rasmus kristensen,G37,Roma,D,6.474366201095471,0.0225,0.0611
lorenzo pirola,G37,Salernitana,D,6.442527228193719,0.0,0.0
juan cabal,G37,Verona,D,6.364828627726462,0.0,0.0
nadir zortea,G37,Frosinone,D,6.350066139079727,0.0366,0.1028
patrick dorgu,G37,Lecce,D,6.347285600533715,0.0488,0.0963
liberato cacace,G37,Empoli,D,6.343392399849546,0.0,0.0
charalambos lykogiannis,G37,Bologna,D,6.339405603763447,0.0225,0.0611
marcus holmgren pedersen,G37,Sassuolo,D,6.129507286303051,0.0,0.0
pasquale mazzocchi,G37,Napoli,D,6.125828168443989,0.0,0.0
mateusz wieteska,G37,Cagliari,D,6.115944900108951,0.0,0.0
hans hateboer,G37,Atalanta,D,6.068035780713746,0.0,0.0
alessandro vogliacco,G37,Genoa,D,5.9390049184846925,0.0,0.0
filippo terracciano,G37,AC Milan,D,5.935084064325161,0.0,0.0
marco davide faraoni,G37,Verona,D,5.908289065024308,0.0,0.0
norbert gyomber,G37,Salernitana,D,5.880740505347071,0.0,0.0
luca pellegrini,G37,Lazio,D,5.765148508763369,0.0225,0.0611
aaron caricol,G37,Genoa,D,5.60883295609056,0.0,0.0
paulo azzi,G37,Cagliari,D,5.589455014838396,0.0,0.0
festy ebosele,G37,Udinese,D,5.552815314853555,0.0,0.0
jordan zemura,G37,Udinese,D,5.511032956814196,0.0225,0.0611
josh doig,G37,Sassuolo,D,5.493828332522123,0.0,0.0
alessandro zanoli,G37,Salernitana,D,5.317493567321279,0.0,0.0
kingsley ehizibue,G37,Udinese,D,5.274571731267931,0.0,0.0
emil holm,G37,Atalanta,D,5.2456772126018665,0.0225,0.0611
stefano sabelli,G37,Genoa,D,5.213741826917952,0.0,0.0
giuseppe pezzella,G37,Empoli,D,4.995789291985225,0.0,0.0
yann aurel bisseck,G37,Inter,D,1.2174509156110744,0.0488,0.0736
lorenzo de silvestri,G37,Bologna,D,0.9947941171410276,0.0488,0.0736
brandon soppy,G37,Torino,D,0.9466169151328888,0.0,0.0
alessandro dellavalle,G37,Torino,D,0.9388043958883258,0.0,0.0
david zima,G37,Torino,D,0.9388043958883258,0.0,0.0
wilfried singo,G37,Torino,D,0.9388043958883258,0.0,0.0
brian bayeye,G37,Torino,D,0.9388043958883258,0.0,0.0
perr schuurs,G37,Torino,D,0.914064751613876,0.0225,0.0611
koffi djidji,G37,Torino,D,0.8893251073394265,0.0,0.0
adama soumaoro,G37,Bologna,D,0.8867209342579054,0.0,0.0
mihajlo ilic,G37,Bologna,D,0.8867209342579054,0.0,0.0
daniele rugani,G37,Juventus,D,0.8867209342579054,0.0488,0.0736
alex sandro,G37,Juventus,D,0.8828146746356241,0.0,0.0486
tommaso corazza,G37,Bologna,D,0.8710958957687793,0.0,0.0
saba sazonov,G37,Torino,D,0.8541687707388927,0.0,0.0
mattia de sciglio,G37,Juventus,D,0.8346374726274851,0.0,0.0
tiago djalo,G37,Juventus,D,0.8346374726274851,0.0,0.0
mitchel bakker,G37,Atalanta,D,0.76953314558946,0.0225,0.0611
giovanni bonfanti,G37,Atalanta,D,0.7317726359074052,0.0,0.0
jose luis palomino,G37,Atalanta,D,0.7304705493666446,0.0,0.0
jan-carlo simic,G37,AC Milan,D,0.6861996069807874,0.0225,0.0611
giulio donati,G37,Monza,D,0.6861996069807874,0.0,0.0
dimitrije kamenovic,G37,Lazio,D,0.6783870877362242,0.0,0.0
rick karsdorp,G37,Roma,D,0.6666683088693798,0.0,0.0
matteo gabbia,G37,AC Milan,D,0.6653662223286194,0.0488,0.0878
pierre kalulu,G37,AC Milan,D,0.6367203184318881,0.0,0.0
mattia caldara,G37,AC Milan,D,0.6289077991873252,0.0,0.0
valentin antov,G37,Monza,D,0.626303626105804,0.0,0.0
mario sampirisi,G37,Monza,D,0.626303626105804,0.0,0.0
clinton nsiala-makengo,G37,AC Milan,D,0.626303626105804,0.0,0.0
davide bartesaghi,G37,AC Milan,D,0.626303626105804,0.0,0.0
armando anastasio,G37,Monza,D,0.626303626105804,0.0,0.0
davide bettella,G37,Monza,D,0.626303626105804,0.0,0.0
alejandro jimenez,G37,AC Milan,D,0.6197931934020015,0.0,0.0
rafael toloi,G37,Atalanta,D,0.5937514625867915,0.0,0.0
chris smalling,G37,Roma,D,0.5768243375569049,0.0,0.0
lovro golic,G37,Roma,D,0.5742201644753837,0.0,0.0
mehmet zeki celik,G37,Roma,D,0.5716159913938628,0.0,0.0
angelino,G37,Roma,D,0.5638034721492998,0.0,0.0
tyronne ebuehi,G37,Empoli,D,0.5442721740378921,0.0,0.0
riccardo marchizza,G37,Frosinone,D,0.5234387893857239,0.0,0.0
dean huijsen,G37,Roma,D,0.520834616304203,0.0488,0.0736
ridgeciano haps,G37,Genoa,D,0.4817720200813876,0.0,0.0
davide biraschi,G37,Genoa,D,0.4713553277553036,0.015,0.0611
luca marianucci,G37,Empoli,D,0.4700532412145431,0.0,0.0
petar stojanovic,G37,Empoli,D,0.4700532412145431,0.0,0.0
saba goglichidze,G37,Empoli,D,0.4700532412145431,0.0,0.0
antonio tikvic,G37,Udinese,D,0.4700532412145431,0.0,0.0
axel guessand,G37,Udinese,D,0.4700532412145431,0.0,0.0
james abankwah,G37,Udinese,D,0.4700532412145431,0.0,0.0
gabriele guarino,G37,Empoli,D,0.4700532412145431,0.0,0.0
enzo ebosse,G37,Udinese,D,0.4700532412145431,0.0,0.0
samuel john nwachukwu,G37,Udinese,D,0.4700532412145431,0.0,0.0
dodo,G37,Fiorentina,D,0.4492198565623751,0.0,0.0
ruben vinagre,G37,Verona,D,0.4427094238585724,0.0,0.0
fabien centonze,G37,Verona,D,0.4388031642362908,0.0,0.0
alan matturro,G37,Genoa,D,0.4192718661248834,0.0,0.0
nicolo calabrese,G37,Verona,D,0.4179697795841228,0.0,0.0
denis cazzadori,G37,Verona,D,0.4179697795841228,0.0,0.0
silvan hefti,G37,Genoa,D,0.4179697795841228,0.0,0.0
federico ceccherini,G37,Verona,D,0.4179697795841228,0.0,0.0
christian dalle mura,G37,Fiorentina,D,0.4179697795841228,0.0,0.0
christian corradi,G37,Verona,D,0.4179697795841228,0.0,0.0
djed spence,G37,Genoa,D,0.4075530872580387,0.0,0.0
christian kabasele,G37,Udinese,D,0.3971363949319547,0.0225,0.0611
giorgio cittadini,G37,Genoa,D,0.3919280487689127,0.0,0.0
pietro comuzzo,G37,Fiorentina,D,0.3919280487689127,0.0,0.0
bruno amione,G37,Verona,D,0.372396750657505,0.0,0.0
kastriot dermaku,G37,Lecce,D,0.3658863179537025,0.0,0.0
mats lemmens,G37,Lecce,D,0.3658863179537025,0.0,0.0
zinedin smajlovic,G37,Lecce,D,0.3658863179537025,0.0,0.0
lautaro gianetti,G37,Udinese,D,0.3606779717906606,0.0225,0.0611
ahmed touba,G37,Lecce,D,0.3398445871384924,0.0,0.0
lorenzo venuti,G37,Lecce,D,0.3320320678939293,0.0,0.0
emanuele valeri,G37,Frosinone,D,0.3307299813531688,0.0,0.0
kevin bonifazi,G37,Frosinone,D,0.3164070294048032,0.0,0.0
sergio kalaj,G37,Frosinone,D,0.3138028563232822,0.0,0.0
przemyslaw szyminski,G37,Frosinone,D,0.3138028563232822,0.0,0.0
anthony oyono,G37,Frosinone,D,0.2838548658857905,0.0,0.0
mateus lusuardi,G37,Frosinone,D,0.2630214812336224,0.0,0.0
elio capradossi,G37,Cagliari,D,0.261719394692862,0.0,0.0
giorgio altare,G37,Cagliari,D,0.261719394692862,0.0,0.0
natan,G37,Napoli,D,0.2617193946928619,0.0,0.0
adam obert,G37,Cagliari,D,0.2539068754482989,0.0,0.0
pantelis hatzidiakos,G37,Cagliari,D,0.2317714042553702,0.0,0.0
alessandro di pardo,G37,Cagliari,D,0.2304693177146098,0.0,0.0
yerry mina,G37,Cagliari,D,0.2291672311738492,0.0488,0.1279
matias vina,G37,Sassuolo,D,0.2018234138178786,0.0,0.0
gerardo fusco,G37,Salernitana,D,0.1888025484102735,0.0,0.0
edoardo goldaniga,G37,Cagliari,D,0.1744795964619079,0.0,0.0
filippo missori,G37,Sassuolo,D,0.1718754233803869,0.0,0.0
kevin miranda,G37,Sassuolo,D,0.1575524714320214,0.0,0.0
mattia viti,G37,Sassuolo,D,0.1341149136983322,0.0,0.0486
jerome boateng,G37,Salernitana,D,0.1119794425054036,0.0,0.0
konstantinos manolas,G37,Salernitana,D,0.1093752694238826,0.0,0.0
dylan bronn,G37,Salernitana,D,0.1054690098016011,0.0,0.0
emanuele elia,G37,Salernitana,D,0.1054690098016011,0.0,0.0
marash kumbulla,G37,Sassuolo,D,0.1054690098016011,0.0,0.0
flavius daniliuc,G37,Salernitana,D,0.0664064135787858,0.0,0.0
marco pellegrino,G37,Salernitana,D,0.0559897212527018,0.0,0.0
triantafyllos pasalidis,G37,Salernitana,D,0.0351563366005336,0.0,0.0
niccolo pierozzi,G37,Salernitana,D,0.0065104327038025,0.1109,0.0898
federico fazio,G37,Salernitana,D,0.0,0.0225,0.0611
alessandro bastoni,G38,Inter,D,10.0,0.0219,0.0611
riccardo calafiori,G38,Bologna,D,9.86333894871479,0.1758,0.1028
francesco acerbi,G38,Inter,D,9.84008919094826,0.077,0.1175
jhon lucumi,G38,Bologna,D,9.72241772662444,0.0,0.0
amir rrahmani,G38,Napoli,D,9.582109297425967,0.3327,0.1148
giovanni di lorenzo,G38,Napoli,D,9.479550247988536,0.0219,0.0611
gleison bremer,G38,Juventus,D,9.422335055170183,0.077,0.1153
raoul bellanova,G38,Torino,D,9.29246589541238,0.0219,0.0611
benjamin pavard,G38,Inter,D,9.161980795419009,0.0,0.0
danilo,G38,Juventus,D,9.037308864594127,0.0219,0.0611
federico dimarco,G38,Inter,D,9.02296243447714,0.1476,0.1111
stefan de vrij,G38,Inter,D,8.925405224846113,0.0219,0.0611
carlos augusto,G38,Inter,D,8.892410542266768,0.0,0.0
andrea cambiaso,G38,Juventus,D,8.790382683221633,0.0475,0.0736
pablo mari,G38,Monza,D,8.778438869281295,0.0,0.0
theo hernandez,G38,AC Milan,D,8.617644532326231,0.1476,0.1111
sam beukema,G38,Bologna,D,8.608735646061627,0.0219,0.0611
alessio romagnoli,G38,Lazio,D,8.571252914841601,0.0,0.0
diego llorente,G38,Roma,D,8.54083732812151,0.0219,0.0611
berat djimsiti,G38,Atalanta,D,8.511483157677478,0.0,0.0
gianluca mancini,G38,Roma,D,8.507971483578835,0.1104,0.0986
fikayo tomori,G38,AC Milan,D,8.49199394259696,0.1104,0.13
ricardo rodriguez,G38,Torino,D,8.475810136385581,0.1109,0.0898
stefan posch,G38,Bologna,D,8.350961345151035,0.0219,0.0753
marin pongracic,G38,Lecce,D,8.323678824851514,0.0,0.0
armando izzo,G38,Monza,D,8.306744275643984,0.0,0.0
adam marusic,G38,Lazio,D,8.253466333630493,0.0219,0.0611
patric,G38,Lazio,D,8.192105518088058,0.0475,0.0878
victor kristiansen,G38,Bologna,D,8.183824831470309,0.0,0.0
nicolo casale,G38,Lazio,D,8.158382669627143,0.0,0.0
lucas martinez quarta,G38,Fiorentina,D,8.154400264593122,0.1265,0.1338
sebastiano luperto,G38,Empoli,D,8.13698629118237,0.0219,0.0611
federico gatti,G38,Juventus,D,8.095254772896249,0.092,0.0986
mario gila,G38,Lazio,D,8.083206081342139,0.0,0.0
alessandro buongiorno,G38,Torino,D,8.048149317558359,0.077,0.0861
luca caldirola,G38,Monza,D,8.040071088899527,0.0219,0.0611
evan n'dicka,G38,Roma,D,7.998016955194764,0.0,0.0
giorgio scalvini,G38,Atalanta,D,7.94651731312706,0.0219,0.0611
matteo darmian,G38,Inter,D,7.926289056061991,0.0475,0.0736
juan jesus,G38,Napoli,D,7.896534639952048,0.0219,0.0611
alessandro florenzi,G38,AC Milan,D,7.843373746127305,0.0219,0.0903
malick thiaw,G38,AC Milan,D,7.783791103621634,0.0,0.0
luca ranieri,G38,Fiorentina,D,7.760450326706265,0.0475,0.0736
alberto dossena,G38,Cagliari,D,7.719904341717335,0.0356,0.0736
nehuen perez,G38,Udinese,D,7.698919529223019,0.0475,0.0736
federico baschirotto,G38,Lecce,D,7.677065440708275,0.0,0.0
nikola milenkovic,G38,Fiorentina,D,7.646326908606096,0.0,0.0
cristiano biraghi,G38,Fiorentina,D,7.6193473962816975,0.1758,0.1023
isak hien,G38,Atalanta,D,7.594731336010501,0.0,0.0
davide calabria,G38,AC Milan,D,7.580463754467372,0.0,0.0
danilo d'ambrosio,G38,Monza,D,7.561162631244754,0.0,0.0
sebastian walukiewicz,G38,Empoli,D,7.558641888152695,0.0,0.0
valentino lazaro,G38,Torino,D,7.532585258218588,0.0,0.0
leo stigard,G38,Napoli,D,7.53023009332436,0.0,0.0
sead kolasinac,G38,Atalanta,D,7.524615117971723,0.0219,0.0611
andrea carboni,G38,Monza,D,7.4922497391477085,0.0219,0.0611
denzel dumfries,G38,Inter,D,7.454375645893141,0.2146,0.1273
mathias olivera,G38,Napoli,D,7.444070785795101,0.0219,0.0838
michael kayode,G38,Fiorentina,D,7.440304494130499,0.0219,0.0611
mergim vojvoda,G38,Torino,D,7.430012109189082,0.0,0.0
samuele birindelli,G38,Monza,D,7.428967495667219,0.0,0.0
matteo ruggeri,G38,Atalanta,D,7.3791469233828995,0.0,0.0
pawel dawidowicz,G38,Verona,D,7.352442397522099,0.0,0.0
memeh caleb okoli,G38,Frosinone,D,7.312237226705216,0.0,0.0
ardian ismajli,G38,Empoli,D,7.281676608357567,0.0,0.0
koni de winter,G38,Genoa,D,7.265257347842184,0.0,0.0
elseid hysaj,G38,Lazio,D,7.241908296458741,0.0,0.0
johan vasquez,G38,Genoa,D,7.198020340112135,0.0219,0.0611
thomas kristensen,G38,Udinese,D,7.168827623322794,0.0,0.0
simon kjr,G38,AC Milan,D,7.151062264218666,0.0,0.0
giangiacomo magnani,G38,Verona,D,7.1264186773811256,0.0,0.0
matteo lovato,G38,Torino,D,7.10320062148768,0.0,0.0
jaka bijol,G38,Udinese,D,7.025523494026534,0.0,0.0
antonino gallo,G38,Lecce,D,6.977015237149951,0.0,0.0
giorgos kyriakopoulos,G38,Monza,D,6.976558669261159,0.0,0.0
fabiano parisi,G38,Fiorentina,D,6.9553786706947465,0.0,0.0
valentin gendrey,G38,Lecce,D,6.937158063555627,0.0475,0.105
mario rui,G38,Napoli,D,6.932105815486654,0.0,0.0
ilario monterisi,G38,Frosinone,D,6.912791151071648,0.0475,0.0736
simone romagnoli,G38,Frosinone,D,6.898804254207093,0.0219,0.0611
adam masina,G38,Torino,D,6.883690278339764,0.0,0.0
hassane kamara,G38,Udinese,D,6.871374291008642,0.0219,0.0611
radu dragusin,G38,Genoa,D,6.867182714528568,0.0475,0.0736
domagoj bradaric,G38,Salernitana,D,6.857367634409743,0.0,0.0
martin erlic,G38,Sassuolo,D,6.787276709338567,0.0219,0.0611
joao ferreira,G38,Udinese,D,6.761606872714297,0.0,0.0
tommaso augello,G38,Cagliari,D,6.746085950384821,0.0219,0.0611
leonardo spinazzola,G38,Roma,D,6.736114353372167,0.0219,0.0611
bartosz bereszynski,G38,Empoli,D,6.639543214132272,0.0,0.0
pedro pereira,G38,Monza,D,6.607693377818447,0.0,0.0
gian marco ferrari,G38,Sassuolo,D,6.584827075654534,0.0219,0.0611
diego coppola,G38,Verona,D,6.583032480590638,0.0475,0.105
mattia bani,G38,Genoa,D,6.548788962495147,0.0475,0.0736
gabriele zappa,G38,Cagliari,D,6.522191801664897,0.0219,0.0611
jeremy toljan,G38,Sassuolo,D,6.520620198439282,0.0,0.0
ruan tressoldi,G38,Sassuolo,D,6.502189011163993,0.0,0.0
pol lirola,G38,Frosinone,D,6.493775590402681,0.0475,0.0736
rasmus kristensen,G38,Roma,D,6.474366201095471,0.0219,0.0611
lorenzo pirola,G38,Salernitana,D,6.442527228193719,0.0,0.0
juan cabal,G38,Verona,D,6.364828627726462,0.0,0.0
nadir zortea,G38,Frosinone,D,6.350066139079727,0.0356,0.0963
patrick dorgu,G38,Lecce,D,6.347285600533715,0.0475,0.105
liberato cacace,G38,Empoli,D,6.343392399849546,0.0,0.0
charalambos lykogiannis,G38,Bologna,D,6.339405603763447,0.0219,0.0611
marcus holmgren pedersen,G38,Sassuolo,D,6.129507286303051,0.0,0.0
pasquale mazzocchi,G38,Napoli,D,6.125828168443989,0.0,0.0
mateusz wieteska,G38,Cagliari,D,6.115944900108951,0.0,0.0
hans hateboer,G38,Atalanta,D,6.068035780713746,0.0,0.0
alessandro vogliacco,G38,Genoa,D,5.9390049184846925,0.0,0.0
filippo terracciano,G38,AC Milan,D,5.935084064325161,0.0,0.0
marco davide faraoni,G38,Verona,D,5.908289065024308,0.0,0.0
norbert gyomber,G38,Salernitana,D,5.880740505347071,0.0,0.0
