Player,Team,Role,Score_norm,Prob_Gol,Pred_Gol_Pesata,Etichetta_Predetta,Etichetta_Tattica
rares burnete,Lecce,A,0.031141061270496,0.0,0.0,non consigliato,N.C.
tammy abraham,Roma,A,0.030508508463439,0.0213,0.0925,non consigliato,N.C.
santiago castro,Bologna,A,0.02919474494109,0.0213,0.0753,non consigliato,N.C.
shon weissman,Salernitana,A,0.0270537969787434,0.0213,0.0611,non consigliato,N.C.
beto,Udinese,A,0.0265672178963919,0.0,0.0,non consigliato,N.C.
keinan davis,Udinese,A,0.0251074806493374,0.1109,0.0898,non consigliato,N.C.
stiven shpendi,Empoli,A,0.0207282689081739,0.0,0.0,non consigliato,N.C.
zanos savva,Torino,A,0.0201443740093521,0.0213,0.0903,non consigliato,N.C.
santiago pierotti,Lecce,A,0.0196577949270006,0.0,0.0,non consigliato,N.C.
jesper karlsson,Bologna,A,0.018490005129357,0.0,0.0,non consigliato,N.C.
chaka traore,AC Milan,A,0.0177114785975945,0.0213,0.0611,non consigliato,N.C.
joao costa,Roma,A,0.0174195311481837,0.0,0.0,non consigliato,N.C.
federico di francesco,Lecce,A,0.0172248995152431,0.0142,0.0611,non consigliato,N.C.
kingstone mutandwa,Cagliari,A,0.0172248995152431,0.1109,0.0898,non consigliato,N.C.
george puscas,Genoa,A,0.014597372470545,0.0,0.0,non consigliato,N.C.
emil konradsen ceide,Sassuolo,A,0.013332266856431,0.0,0.0,non consigliato,N.C.
stefan mitrovic,Verona,A,0.0123591086917281,0.0,0.0,non consigliato,N.C.
jordi mboula,Verona,A,0.0121158191505523,0.0,0.0,non consigliato,N.C.
david okereke,Torino,A,0.011677897976436,0.0,0.0,non consigliato,N.C.
andres sfait,Salernitana,A,0.0105101081787924,0.0,0.0,non consigliato,N.C.
giuseppe caso,Frosinone,A,0.0104614502705572,0.0,0.0,non consigliato,N.C.
brenner da silva,Udinese,A,0.0084664760329161,0.0,0.0,non consigliato,N.C.
mattia destro,Empoli,A,0.0080772127670349,0.0,0.0,non consigliato,N.C.
sydney van hooijdonk,Bologna,A,0.007785265317624,0.0,0.0,non consigliato,N.C.
fares ghedjemis,Frosinone,A,0.006812107152921,0.0,0.0,non consigliato,N.C.
yann karamoh,Torino,A,0.0053523699058665,0.0,0.0,non consigliato,N.C.
trivante stewart,Salernitana,A,0.0043792117411635,0.0,0.0,non consigliato,N.C.
juan manuel cruz,Verona,A,0.0039899484752823,0.0,0.0,non consigliato,N.C.
david ankeye,Genoa,A,0.0023355795952871,0.0,0.0,non consigliato,N.C.
seydou fini,Genoa,A,0.0006812107152921,0.0,0.0,non consigliato,N.C.
simone pafundi,Udinese,A,0.0004865790823515,0.0,0.0,non consigliato,N.C.
yayah kallon,Verona,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
luigi canotto,Frosinone,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
diego valencia,Salernitana,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
ola solbakken,Roma,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
diego gonzalez,Lazio,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
vivaldo semedo,Udinese,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
agustin alvarez,Sassuolo,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
jeppe corfitzen,Lecce,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
till winkelman,Lecce,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
flavio russo,Sassuolo,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
giacomo corona,Empoli,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
matija popovic,Monza,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
giorgi kvernadze,Frosinone,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
gaston pereiro,Cagliari,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
gerard deulofeu,Udinese,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
massimo coda,Genoa,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
francesco camarda,AC Milan,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
siren diao balde,Verona,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
marley ake,Udinese,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
gennaro borrelli,Frosinone,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
hirving lozano,Napoli,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
jacopo desogus,Cagliari,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
luigi cherubini,Roma,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
sekou diawara,Udinese,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
leonardo cerri,Juventus,A,0.0001946316329406,0.0213,0.0611,non consigliato,N.C.
joaquin correa,Inter,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
soufiane bidaoui,Frosinone,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
andrea ferraris,Monza,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
joel voelkerling persson,Lecce,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
junior ajayi,Verona,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
assan ceesay,Lecce,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
alphadjo cisse,Verona,A,0.0001946316329406,0.0,0.0,non consigliato,N.C.
erik botheim,Salernitana,A,0.0,0.0,0.0,non consigliato,N.C.
