Giocatore,Giornata,Prob_Gol
nicola sansone,G16,0.052
zanos savva,G16,0.0
giorgio scalvini,G16,0.0
gianluca scamacca,G16,0.2048
perr schuurs,G16,0.052
eldor shomurodov,G16,0.0
giovanni simeone,G16,0.052
jan-carlo simic,G16,0.0
simy,G16,0.1109
riccardo sottil,G16,0.052
matias soule,G16,0.198
leonardo spinazzola,G16,0.052
gabriel strefezza,G16,0.052
isaac success,G16,0.0
ibrahim sulemana,G16,0.0
tomas suslov,G16,0.0
karol swiderski,G16,0.0
loum tchaouna,G16,0.0
florian thauvin,G16,0.052
morten thorsby,G16,0.052
kristian thorstvedt,G16,0.0879
marcus thuram,G16,0.4865
fikayo tomori,G16,0.1172
el bilal toure,G16,0.0
chaka traore,G16,0.0
valentin carboni,G16,0.1172
johan vasquez,G16,0.0
matias vecino,G16,0.1172
nicolas viola,G16,0.1172
mattia viti,G16,0.0
vitor oliveira,G16,0.0
dusan vlahovic,G16,0.2205
nikola vlasic,G16,0.052
cristian volpato,G16,0.0
walace,G16,0.052
shon weissman,G16,0.0
kenan yildiz,G16,0.0
mattia zaccagni,G16,0.1758
duvan zapata,G16,0.2299
gabriele zappa,G16,0.052
davide zappacosta,G16,0.0
oier zarraga,G16,0.0
jordan zemura,G16,0.0
piotr zielinski,G16,0.1172
joshua zirkzee,G16,0.3327
nadir zortea,G16,0.0347
szymon zurkowski,G16,0.0
leo ostigard,G16,0.052
federico gatti,G17,0.1479
alessandro bastoni,G17,0.0
andrea carboni,G17,0.0
tammy abraham,G17,0.0
francesco acerbi,G17,0.0489
yacine adli,G17,0.0
alex sandro,G17,0.0
pontus almqvist,G17,0.0824
amir rrahmani,G17,0.0
houssem aouar,G17,0.1099
marko arnautovic,G17,0.0
arthur,G17,0.0
kristjan asllani,G17,0.0
tommaso augello,G17,0.0
sardar azmoun,G17,0.0489
milan badelj,G17,0.0
jaime baez,G17,0.0
nedim bajrami,G17,0.0489
mitchel bakker,G17,0.0
tommaso baldanzi,G17,0.0489
lameck banda,G17,0.1099
mattia bani,G17,0.0489
antonin barak,G17,0.0
nicolo barella,G17,0.0489
raoul bellanova,G17,0.0
andrea belotti,G17,0.104
lucas beltran,G17,0.1758
ismael bennacer,G17,0.0
domenico berardi,G17,0.3296
sam beukema,G17,0.0
cristiano biraghi,G17,0.0326
davide biraschi,G17,0.0326
yann aurel bisseck,G17,0.0
giacomo bonaventura,G17,0.3892
federico bonazzoli,G17,0.0326
warren bondo,G17,0.0
josip brekalo,G17,0.0489
gleison bremer,G17,0.0489
marco brescianini,G17,0.0489
tajon buchanan,G17,0.0
alessandro buongiorno,G17,0.1099
jovane cabral,G17,0.0489
riccardo calafiori,G17,0.0
luca caldirola,G17,0.0489
hakan calhanoglu,G17,0.4537
nicolo cambiaghi,G17,0.0
andrea cambiaso,G17,0.0489
matteo cancellieri,G17,0.1099
antonio candreva,G17,0.104
francesco caputo,G17,0.1099
valentin castellanos,G17,0.0489
santiago castro,G17,0.0
gaetano castrovilli,G17,0.0
danilo cataldi,G17,0.0
leonardo cerri,G17,0.0
walid cheddira,G17,0.0489
federico chiesa,G17,0.4095
samuel chukwueze,G17,0.0
lorenzo colombo,G17,0.1099
andrea colpani,G17,0.4159
diego coppola,G17,0.0
bryan cristante,G17,0.0489
marvin cuni,G17,0.0489
danilo,G17,0.0489
dany mota,G17,0.0489
matteo darmian,G17,0.0
keinan davis,G17,0.0
charles de ketelaere,G17,0.1758
lorenzo de silvestri,G17,0.0489
stefan de vrij,G17,0.0
gregoire defrel,G17,0.0
alessandro deiola,G17,0.0
federico di francesco,G17,0.0326
giovanni di lorenzo,G17,0.0489
boulaye dia,G17,0.1848
federico dimarco,G17,0.1848
milan djuric,G17,0.2299
patrick dorgu,G17,0.0
alberto dossena,G17,0.0824
radu dragusin,G17,0.0489
ondrej duda,G17,0.0489
denzel dumfries,G17,0.1099
alfred duncan,G17,0.0489
paulo dybala,G17,0.1717
ederson,G17,0.2299
caleb ekuban,G17,0.0
oussama el azzouzi,G17,0.0
stephan el shaarawy,G17,0.1099
eljif elmas,G17,0.1099
martin erlic,G17,0.0489
giovanni fabbian,G17,0.1848
federico fazio,G17,0.0
jacopo fazzini,G17,0.0489
felipe anderson,G17,0.0489
lewis ferguson,G17,0.1848
gian marco ferrari,G17,0.0
alessandro florenzi,G17,0.0
michael folorunsho,G17,0.0
davide frattesi,G17,0.0489
morten frendrup,G17,0.0
remo freuler,G17,0.0
matteo gabbia,G17,0.0
gianluca gaetano,G17,0.0489
roberto gagliardini,G17,0.0489
valentin gendrey,G17,0.0
lautaro gianetti,G17,0.0
olivier giroud,G17,0.3662
albert gudmundsson,G17,0.4095
matteo guendouzi,G17,0.0
emmanuel quartsin gyasi,G17,0.0489
abdou harroui,G17,0.0549
thomas henry,G17,0.0824
theo hernandez,G17,0.1099
emil holm,G17,0.0
dean huijsen,G17,0.0
jonathan ikone,G17,0.0489
chukwubuikem ikwuemesi,G17,0.0489
ivan ilic,G17,0.0489
samuel iling-junior,G17,0.0
ciro immobile,G17,0.2299
gustav isaksen,G17,0.0
jakub jankto,G17,0.0
luka jovic,G17,0.0824
juan jesus,G17,0.0
christian kabasele,G17,0.0489
kaio jorge,G17,0.1109
daichi kamada,G17,0.0489
hassane kamara,G17,0.0
grigoris kastanos,G17,0.0489
michael kayode,G17,0.0
kingstone mutandwa,G17,0.0
sead kolasinac,G17,0.0489
teun koopmeiners,G17,0.1848
christian kouame,G17,0.0489
viktor kovalenko,G17,0.0489
nikola krstovic,G17,0.2205
khvicha kvaratskhelia,G17,0.2867
luca ranieri,G17,0.0
gianluca lapadula,G17,0.0489
armand lauriente,G17,0.0489
lautaro martinez,G17,0.6161
darko lazovic,G17,0.0489
pol lirola,G17,0.0489
diego llorente,G17,0.0
manuel locatelli,G17,0.0489
ruben loftus-cheek,G17,0.0489
ademola lookman,G17,0.3592
lorenzo pellegrini,G17,0.0489
sandi lovric,G17,0.0
luca pellegrini,G17,0.0
lorenzo lucca,G17,0.2146
luis alberto,G17,0.1479
romelu lukaku,G17,0.3892
sebastiano luperto,G17,0.0
zito luvumbo,G17,0.2146
charalambos lykogiannis,G17,0.0
giulio maggiore,G17,0.0
daniel maldini,G17,0.0
ruslan malinovsky,G17,0.0824
gianluca mancini,G17,0.1099
rolando mandragora,G17,0.0326
mirko maric,G17,0.0489
agustin martegani,G17,0.0
lucas martinez quarta,G17,0.1479
adam marusic,G17,0.0
matheus henrique,G17,0.0824
mathias olivera,G17,0.0
luca mazzitelli,G17,0.2146
junior messias,G17,0.0489
arkadiusz milik,G17,0.1099
yerry mina,G17,0.0
aleksey miranchuk,G17,0.1109
fabio miretti,G17,0.0489
henrikh mkhitaryan,G17,0.0775
ilario monterisi,G17,0.1099
nikola moro,G17,0.1109
luis muriel,G17,0.2637
nahitan nandez,G17,0.0489
dan ndoye,G17,0.0
cyril ngonge,G17,0.1479
m'baye niang,G17,0.0
nicolas gonzalez,G17,0.2595
tijjani noslin,G17,0.0
m'bala nzola,G17,0.0489
jens odgaard,G17,0.0
noah okafor,G17,0.3327
gaetano oristanio,G17,0.0
riccardo orsolini,G17,0.1207
victor osimhen,G17,0.4753
remi oudin,G17,0.1099
leandro paredes,G17,0.0
mario pasalic,G17,0.1758
patric,G17,0.0
leonardo pavoletti,G17,0.2637
martin payero,G17,0.0
pedro rodriguez,G17,0.0489
pietro pellegri,G17,0.0
roberto pereyra,G17,0.1758
nehuen perez,G17,0.1099
matteo pessina,G17,0.0489
andrea petagna,G17,0.0
roberto piccoli,G17,0.1758
niccolo pierozzi,G17,0.0
andrea pinamonti,G17,0.2395
matteo politano,G17,0.2757
stefan posch,G17,0.0
matteo prati,G17,0.0
christian pulisic,G17,0.2205
rasmus kristensen,G17,0.0489
adrien rabiot,G17,0.0824
uros racic,G17,0.0
nemanja radonjicc,G17,0.104
rafael leao,G17,0.1109
hamza rafia,G17,0.0489
ylber ramadani,G17,0.1109
giacomo raspadori,G17,0.1479
tijjani reijnders,G17,0.1758
reinier,G17,0.0489
renato sanches,G17,0.0489
mateo retegui,G17,0.2299
samuele ricci,G17,0.0
ricardo rodriguez,G17,0.0
simone romagnoli,G17,0.0489
daniele rugani,G17,0.0489
simone bastoni,G17,0.0
alexis saelemaekers,G17,0.0
lazar samardzic,G17,0.1099
junior sambia,G17,0.0
antonio sanabria,G17,0.1099
alexis sanchez,G17,0.0
nicola sansone,G17,0.0489
zanos savva,G17,0.0
giorgio scalvini,G17,0.0
gianluca scamacca,G17,0.1911
perr schuurs,G17,0.0489
eldor shomurodov,G17,0.0
giovanni simeone,G17,0.0489
jan-carlo simic,G17,0.1109
simy,G17,0.0489
riccardo sottil,G17,0.0489
matias soule,G17,0.1848
leonardo spinazzola,G17,0.0489
gabriel strefezza,G17,0.0489
isaac success,G17,0.0
ibrahim sulemana,G17,0.0
tomas suslov,G17,0.0
karol swiderski,G17,0.0
loum tchaouna,G17,0.0
florian thauvin,G17,0.0489
morten thorsby,G17,0.0489
kristian thorstvedt,G17,0.0824
marcus thuram,G17,0.5545
fikayo tomori,G17,0.1099
el bilal toure,G17,0.0
chaka traore,G17,0.0
valentin carboni,G17,0.1099
johan vasquez,G17,0.0
matias vecino,G17,0.1099
nicolas viola,G17,0.1099
mattia viti,G17,0.0
vitor oliveira,G17,0.0
dusan vlahovic,G17,0.2048
nikola vlasic,G17,0.0489
cristian volpato,G17,0.0
walace,G17,0.0489
shon weissman,G17,0.0
kenan yildiz,G17,0.0
mattia zaccagni,G17,0.1099
duvan zapata,G17,0.2867
gabriele zappa,G17,0.0489
davide zappacosta,G17,0.0
oier zarraga,G17,0.0
jordan zemura,G17,0.0
piotr zielinski,G17,0.1099
joshua zirkzee,G17,0.4852
nadir zortea,G17,0.0326
szymon zurkowski,G17,0.0
leo ostigard,G17,0.0489
federico gatti,G18,0.1386
alessandro bastoni,G18,0.0
andrea carboni,G18,0.0
tammy abraham,G18,0.0
francesco acerbi,G18,0.0462
yacine adli,G18,0.0
alex sandro,G18,0.0
pontus almqvist,G18,0.0775
amir rrahmani,G18,0.0
houssem aouar,G18,0.1034
marko arnautovic,G18,0.0
arthur,G18,0.0
kristjan asllani,G18,0.0
tommaso augello,G18,0.0
sardar azmoun,G18,0.0462
milan badelj,G18,0.0
jaime baez,G18,0.1109
nedim bajrami,G18,0.0462
mitchel bakker,G18,0.0
tommaso baldanzi,G18,0.0462
lameck banda,G18,0.1034
mattia bani,G18,0.0462
antonin barak,G18,0.0
nicolo barella,G18,0.1758
raoul bellanova,G18,0.0
andrea belotti,G18,0.0979
lucas beltran,G18,0.3327
ismael bennacer,G18,0.0
domenico berardi,G18,0.5859
sam beukema,G18,0.0
cristiano biraghi,G18,0.0308
davide biraschi,G18,0.0308
yann aurel bisseck,G18,0.1109
giacomo bonaventura,G18,0.3592
federico bonazzoli,G18,0.0308
warren bondo,G18,0.0
josip brekalo,G18,0.0462
gleison bremer,G18,0.0462
marco brescianini,G18,0.0462
tajon buchanan,G18,0.0
alessandro buongiorno,G18,0.1034
jovane cabral,G18,0.0462
riccardo calafiori,G18,0.0
luca caldirola,G18,0.0462
hakan calhanoglu,G18,0.4159
nicolo cambiaghi,G18,0.0
andrea cambiaso,G18,0.0462
matteo cancellieri,G18,0.1034
antonio candreva,G18,0.2575
francesco caputo,G18,0.1034
valentin castellanos,G18,0.0462
santiago castro,G18,0.0
gaetano castrovilli,G18,0.0
danilo cataldi,G18,0.0
leonardo cerri,G18,0.0
walid cheddira,G18,0.0462
federico chiesa,G18,0.2048
samuel chukwueze,G18,0.0
lorenzo colombo,G18,0.1034
andrea colpani,G18,0.3839
diego coppola,G18,0.0
bryan cristante,G18,0.0462
marvin cuni,G18,0.0462
danilo,G18,0.0462
dany mota,G18,0.0462
matteo darmian,G18,0.0
keinan davis,G18,0.0
charles de ketelaere,G18,0.0775
lorenzo de silvestri,G18,0.0462
stefan de vrij,G18,0.0
gregoire defrel,G18,0.0
alessandro deiola,G18,0.0
federico di francesco,G18,0.0308
giovanni di lorenzo,G18,0.0462
boulaye dia,G18,0.1733
federico dimarco,G18,0.1733
milan djuric,G18,0.3072
patrick dorgu,G18,0.0
alberto dossena,G18,0.0775
radu dragusin,G18,0.0462
ondrej duda,G18,0.0462
denzel dumfries,G18,0.1034
alfred duncan,G18,0.0462
paulo dybala,G18,0.1609
ederson,G18,0.2146
caleb ekuban,G18,0.1109
oussama el azzouzi,G18,0.0
stephan el shaarawy,G18,0.1034
eljif elmas,G18,0.1034
martin erlic,G18,0.0462
giovanni fabbian,G18,0.1733
federico fazio,G18,0.1109
jacopo fazzini,G18,0.0462
felipe anderson,G18,0.0462
lewis ferguson,G18,0.2146
gian marco ferrari,G18,0.0
alessandro florenzi,G18,0.0
michael folorunsho,G18,0.0
davide frattesi,G18,0.0462
morten frendrup,G18,0.0
remo freuler,G18,0.0
matteo gabbia,G18,0.0
gianluca gaetano,G18,0.0462
roberto gagliardini,G18,0.0462
valentin gendrey,G18,0.0
lautaro gianetti,G18,0.0
olivier giroud,G18,0.338
albert gudmundsson,G18,0.4865
matteo guendouzi,G18,0.1109
emmanuel quartsin gyasi,G18,0.0462
abdou harroui,G18,0.0517
thomas henry,G18,0.0775
theo hernandez,G18,0.1034
emil holm,G18,0.0
dean huijsen,G18,0.0
jonathan ikone,G18,0.0462
chukwubuikem ikwuemesi,G18,0.0462
ivan ilic,G18,0.1758
samuel iling-junior,G18,0.0
ciro immobile,G18,0.2146
gustav isaksen,G18,0.0
jakub jankto,G18,0.0
luka jovic,G18,0.3327
juan jesus,G18,0.0
christian kabasele,G18,0.0462
kaio jorge,G18,0.0462
daichi kamada,G18,0.0462
hassane kamara,G18,0.0
grigoris kastanos,G18,0.0462
michael kayode,G18,0.0
kingstone mutandwa,G18,0.0
sead kolasinac,G18,0.0462
teun koopmeiners,G18,0.1733
christian kouame,G18,0.0462
viktor kovalenko,G18,0.0462
nikola krstovic,G18,0.2048
khvicha kvaratskhelia,G18,0.2867
luca ranieri,G18,0.0
gianluca lapadula,G18,0.0462
armand lauriente,G18,0.0462
lautaro martinez,G18,0.7394
darko lazovic,G18,0.0462
pol lirola,G18,0.0462
diego llorente,G18,0.0
manuel locatelli,G18,0.0462
ruben loftus-cheek,G18,0.0462
ademola lookman,G18,0.3336
lorenzo pellegrini,G18,0.1758
sandi lovric,G18,0.0
luca pellegrini,G18,0.0
lorenzo lucca,G18,0.2575
luis alberto,G18,0.1386
romelu lukaku,G18,0.3697
sebastiano luperto,G18,0.0
zito luvumbo,G18,0.2012
charalambos lykogiannis,G18,0.0
giulio maggiore,G18,0.0
daniel maldini,G18,0.0
ruslan malinovsky,G18,0.0775
gianluca mancini,G18,0.1034
rolando mandragora,G18,0.0308
mirko maric,G18,0.0462
agustin martegani,G18,0.0
lucas martinez quarta,G18,0.1386
adam marusic,G18,0.0
matheus henrique,G18,0.0775
mathias olivera,G18,0.0
luca mazzitelli,G18,0.2012
junior messias,G18,0.0462
arkadiusz milik,G18,0.1034
yerry mina,G18,0.0
aleksey miranchuk,G18,0.0462
fabio miretti,G18,0.0462
henrikh mkhitaryan,G18,0.0732
ilario monterisi,G18,0.1034
nikola moro,G18,0.0462
luis muriel,G18,0.0775
nahitan nandez,G18,0.0462
dan ndoye,G18,0.0
cyril ngonge,G18,0.3219
m'baye niang,G18,0.0
nicolas gonzalez,G18,0.2395
tijjani noslin,G18,0.0
m'bala nzola,G18,0.0462
jens odgaard,G18,0.0
noah okafor,G18,0.1386
gaetano oristanio,G18,0.0
riccardo orsolini,G18,0.1136
victor osimhen,G18,0.2559
remi oudin,G18,0.1034
leandro paredes,G18,0.0
mario pasalic,G18,0.1034
patric,G18,0.0
leonardo pavoletti,G18,0.0775
martin payero,G18,0.0
pedro rodriguez,G18,0.0462
pietro pellegri,G18,0.0
roberto pereyra,G18,0.1034
nehuen perez,G18,0.1034
matteo pessina,G18,0.0462
andrea petagna,G18,0.0
roberto piccoli,G18,0.1034
niccolo pierozzi,G18,0.0
andrea pinamonti,G18,0.4753
matteo politano,G18,0.256
stefan posch,G18,0.0
matteo prati,G18,0.0
christian pulisic,G18,0.2048
rasmus kristensen,G18,0.0462
adrien rabiot,G18,0.0775
uros racic,G18,0.0
nemanja radonjicc,G18,0.0979
rafael leao,G18,0.104
hamza rafia,G18,0.0462
ylber ramadani,G18,0.0462
giacomo raspadori,G18,0.1386
tijjani reijnders,G18,0.1034
reinier,G18,0.0462
renato sanches,G18,0.0462
mateo retegui,G18,0.2146
samuele ricci,G18,0.0
ricardo rodriguez,G18,0.0
simone romagnoli,G18,0.0462
daniele rugani,G18,0.0462
simone bastoni,G18,0.0
alexis saelemaekers,G18,0.0
lazar samardzic,G18,0.1034
junior sambia,G18,0.0
antonio sanabria,G18,0.1034
alexis sanchez,G18,0.0
nicola sansone,G18,0.0462
zanos savva,G18,0.0
giorgio scalvini,G18,0.0
gianluca scamacca,G18,0.1792
perr schuurs,G18,0.0462
eldor shomurodov,G18,0.0
giovanni simeone,G18,0.0462
jan-carlo simic,G18,0.0462
simy,G18,0.0462
riccardo sottil,G18,0.0462
matias soule,G18,0.1733
leonardo spinazzola,G18,0.0462
gabriel strefezza,G18,0.0462
isaac success,G18,0.0
ibrahim sulemana,G18,0.0
tomas suslov,G18,0.0
karol swiderski,G18,0.0
loum tchaouna,G18,0.0
florian thauvin,G18,0.0462
morten thorsby,G18,0.0462
kristian thorstvedt,G18,0.0775
marcus thuram,G18,0.3466
fikayo tomori,G18,0.2218
el bilal toure,G18,0.0
chaka traore,G18,0.0
valentin carboni,G18,0.1034
johan vasquez,G18,0.0
matias vecino,G18,0.1034
nicolas viola,G18,0.1034
mattia viti,G18,0.0
vitor oliveira,G18,0.0
dusan vlahovic,G18,0.3892
nikola vlasic,G18,0.0462
cristian volpato,G18,0.0
walace,G18,0.0462
shon weissman,G18,0.0
kenan yildiz,G18,0.1109
mattia zaccagni,G18,0.2218
duvan zapata,G18,0.2867
gabriele zappa,G18,0.0462
davide zappacosta,G18,0.0
oier zarraga,G18,0.1109
jordan zemura,G18,0.0
piotr zielinski,G18,0.1034
joshua zirkzee,G18,0.4479
nadir zortea,G18,0.0308
szymon zurkowski,G18,0.0
leo ostigard,G18,0.0462
federico gatti,G19,0.1305
alessandro bastoni,G19,0.0
andrea carboni,G19,0.0
tammy abraham,G19,0.0
francesco acerbi,G19,0.0438
yacine adli,G19,0.0
alex sandro,G19,0.0
pontus almqvist,G19,0.0732
amir rrahmani,G19,0.0
houssem aouar,G19,0.0977
marko arnautovic,G19,0.1109
arthur,G19,0.0
kristjan asllani,G19,0.0
tommaso augello,G19,0.0
sardar azmoun,G19,0.0438
milan badelj,G19,0.0
jaime baez,G19,0.0438
nedim bajrami,G19,0.0438
mitchel bakker,G19,0.0
tommaso baldanzi,G19,0.0438
lameck banda,G19,0.0977
mattia bani,G19,0.0438
antonin barak,G19,0.0
nicolo barella,G19,0.0977
raoul bellanova,G19,0.0
andrea belotti,G19,0.0924
lucas beltran,G19,0.1305
ismael bennacer,G19,0.0
domenico berardi,G19,0.5409
sam beukema,G19,0.0
cristiano biraghi,G19,0.0292
davide biraschi,G19,0.0292
yann aurel bisseck,G19,0.0438
giacomo bonaventura,G19,0.3336
federico bonazzoli,G19,0.0292
warren bondo,G19,0.0
josip brekalo,G19,0.0438
gleison bremer,G19,0.0438
marco brescianini,G19,0.0438
tajon buchanan,G19,0.0
alessandro buongiorno,G19,0.0977
jovane cabral,G19,0.0438
riccardo calafiori,G19,0.0
luca caldirola,G19,0.0438
hakan calhanoglu,G19,0.3839
nicolo cambiaghi,G19,0.0
andrea cambiaso,G19,0.0438
matteo cancellieri,G19,0.0977
antonio candreva,G19,0.1515
francesco caputo,G19,0.0977
valentin castellanos,G19,0.1758
santiago castro,G19,0.0
gaetano castrovilli,G19,0.0
danilo cataldi,G19,0.0
leonardo cerri,G19,0.0
walid cheddira,G19,0.0438
federico chiesa,G19,0.1911
samuel chukwueze,G19,0.0
lorenzo colombo,G19,0.0977
andrea colpani,G19,0.3565
diego coppola,G19,0.0
bryan cristante,G19,0.0438
marvin cuni,G19,0.0438
danilo,G19,0.0438
dany mota,G19,0.0438
matteo darmian,G19,0.0
keinan davis,G19,0.0
charles de ketelaere,G19,0.0732
lorenzo de silvestri,G19,0.0438
stefan de vrij,G19,0.0
gregoire defrel,G19,0.0
alessandro deiola,G19,0.0
federico di francesco,G19,0.0292
giovanni di lorenzo,G19,0.0438
boulaye dia,G19,0.1631
federico dimarco,G19,0.1631
milan djuric,G19,0.2867
patrick dorgu,G19,0.0
alberto dossena,G19,0.0732
radu dragusin,G19,0.1758
ondrej duda,G19,0.0438
denzel dumfries,G19,0.0977
alfred duncan,G19,0.0438
paulo dybala,G19,0.1515
ederson,G19,0.2012
caleb ekuban,G19,0.0438
oussama el azzouzi,G19,0.0
stephan el shaarawy,G19,0.0977
eljif elmas,G19,0.0977
martin erlic,G19,0.0438
giovanni fabbian,G19,0.1631
federico fazio,G19,0.0438
jacopo fazzini,G19,0.0438
felipe anderson,G19,0.0438
lewis ferguson,G19,0.2414
gian marco ferrari,G19,0.0
alessandro florenzi,G19,0.0
michael folorunsho,G19,0.0
davide frattesi,G19,0.0438
morten frendrup,G19,0.0
remo freuler,G19,0.0
matteo gabbia,G19,0.0
gianluca gaetano,G19,0.0438
roberto gagliardini,G19,0.0438
valentin gendrey,G19,0.0
lautaro gianetti,G19,0.0
olivier giroud,G19,0.3139
albert gudmundsson,G19,0.278
matteo guendouzi,G19,0.0438
emmanuel quartsin gyasi,G19,0.0438
abdou harroui,G19,0.0488
thomas henry,G19,0.0732
theo hernandez,G19,0.0977
emil holm,G19,0.0
dean huijsen,G19,0.0
jonathan ikone,G19,0.0438
chukwubuikem ikwuemesi,G19,0.0438
ivan ilic,G19,0.0977
samuel iling-junior,G19,0.0
ciro immobile,G19,0.2012
gustav isaksen,G19,0.1109
jakub jankto,G19,0.0
luka jovic,G19,0.1305
juan jesus,G19,0.0
christian kabasele,G19,0.0438
kaio jorge,G19,0.0438
daichi kamada,G19,0.0438
hassane kamara,G19,0.0
grigoris kastanos,G19,0.0438
michael kayode,G19,0.0
kingstone mutandwa,G19,0.0
sead kolasinac,G19,0.0438
teun koopmeiners,G19,0.1631
christian kouame,G19,0.0438
viktor kovalenko,G19,0.0438
nikola krstovic,G19,0.1911
khvicha kvaratskhelia,G19,0.2688
luca ranieri,G19,0.1109
gianluca lapadula,G19,0.0438
armand lauriente,G19,0.0438
lautaro martinez,G19,0.6654
darko lazovic,G19,0.0438
pol lirola,G19,0.0438
diego llorente,G19,0.0
manuel locatelli,G19,0.0438
ruben loftus-cheek,G19,0.0438
ademola lookman,G19,0.3565
lorenzo pellegrini,G19,0.0977
sandi lovric,G19,0.0
luca pellegrini,G19,0.0
lorenzo lucca,G19,0.2048
luis alberto,G19,0.1305
romelu lukaku,G19,0.4479
sebastiano luperto,G19,0.0
zito luvumbo,G19,0.1893
charalambos lykogiannis,G19,0.0
giulio maggiore,G19,0.0
daniel maldini,G19,0.0
ruslan malinovsky,G19,0.0732
gianluca mancini,G19,0.0977
rolando mandragora,G19,0.0292
mirko maric,G19,0.0438
agustin martegani,G19,0.0
lucas martinez quarta,G19,0.1305
adam marusic,G19,0.0
matheus henrique,G19,0.0732
mathias olivera,G19,0.0
luca mazzitelli,G19,0.1893
junior messias,G19,0.0438
arkadiusz milik,G19,0.0977
yerry mina,G19,0.0
aleksey miranchuk,G19,0.0438
fabio miretti,G19,0.0438
henrikh mkhitaryan,G19,0.0694
ilario monterisi,G19,0.0977
nikola moro,G19,0.0438
luis muriel,G19,0.0732
nahitan nandez,G19,0.0438
dan ndoye,G19,0.0
cyril ngonge,G19,0.2012
m'baye niang,G19,0.0
nicolas gonzalez,G19,0.2224
tijjani noslin,G19,0.0
m'bala nzola,G19,0.0438
jens odgaard,G19,0.0
noah okafor,G19,0.1305
gaetano oristanio,G19,0.0
riccardo orsolini,G19,0.1073
victor osimhen,G19,0.2377
remi oudin,G19,0.0977
leandro paredes,G19,0.0
mario pasalic,G19,0.0977
patric,G19,0.1109
leonardo pavoletti,G19,0.0732
martin payero,G19,0.1109
pedro rodriguez,G19,0.0438
pietro pellegri,G19,0.0
roberto pereyra,G19,0.2218
nehuen perez,G19,0.0977
matteo pessina,G19,0.0438
andrea petagna,G19,0.0
roberto piccoli,G19,0.0977
niccolo pierozzi,G19,0.0
andrea pinamonti,G19,0.2971
matteo politano,G19,0.2389
stefan posch,G19,0.0
matteo prati,G19,0.0
christian pulisic,G19,0.3892
rasmus kristensen,G19,0.0438
adrien rabiot,G19,0.2218
uros racic,G19,0.0
nemanja radonjicc,G19,0.0924
rafael leao,G19,0.0979
hamza rafia,G19,0.0438
ylber ramadani,G19,0.0438
giacomo raspadori,G19,0.1305
tijjani reijnders,G19,0.0977
reinier,G19,0.0438
renato sanches,G19,0.0438
mateo retegui,G19,0.2012
samuele ricci,G19,0.0
ricardo rodriguez,G19,0.0
simone romagnoli,G19,0.0438
daniele rugani,G19,0.0438
simone bastoni,G19,0.0
alexis saelemaekers,G19,0.0
lazar samardzic,G19,0.0977
junior sambia,G19,0.0
antonio sanabria,G19,0.0977
alexis sanchez,G19,0.0
nicola sansone,G19,0.0438
zanos savva,G19,0.0
giorgio scalvini,G19,0.0
gianluca scamacca,G19,0.1686
perr schuurs,G19,0.0438
eldor shomurodov,G19,0.0
giovanni simeone,G19,0.0438
jan-carlo simic,G19,0.0438
simy,G19,0.0438
riccardo sottil,G19,0.0438
matias soule,G19,0.2146
leonardo spinazzola,G19,0.0438
gabriel strefezza,G19,0.0438
isaac success,G19,0.0
ibrahim sulemana,G19,0.0
tomas suslov,G19,0.0
karol swiderski,G19,0.0
loum tchaouna,G19,0.1109
florian thauvin,G19,0.0438
morten thorsby,G19,0.0438
kristian thorstvedt,G19,0.0732
marcus thuram,G19,0.3199
fikayo tomori,G19,0.1631
el bilal toure,G19,0.0
chaka traore,G19,0.0
valentin carboni,G19,0.0977
johan vasquez,G19,0.0
matias vecino,G19,0.0977
nicolas viola,G19,0.0977
mattia viti,G19,0.0
vitor oliveira,G19,0.0
dusan vlahovic,G19,0.2595
nikola vlasic,G19,0.0438
cristian volpato,G19,0.0
walace,G19,0.0438
shon weissman,G19,0.0
