Giocatore,Giornata,Prob_Gol
danilo cataldi,G22,0.1109
leonardo cerri,G22,0.0
walid cheddira,G22,0.0378
federico chiesa,G22,0.2289
samuel chukwueze,G22,0.0
lorenzo colombo,G22,0.0837
andrea colpani,G22,0.2936
diego coppola,G22,0.0
bryan cristante,G22,0.0378
marvin cuni,G22,0.0378
danilo,G22,0.0378
dany mota,G22,0.0837
matteo darmian,G22,0.1109
keinan davis,G22,0.0
charles de ketelaere,G22,0.1109
lorenzo de silvestri,G22,0.0837
stefan de vrij,G22,0.0
gregoire defrel,G22,0.0
alessandro deiola,G22,0.0
federico di francesco,G22,0.0252
giovanni di lorenzo,G22,0.0378
boulaye dia,G22,0.1386
federico dimarco,G22,0.2146
milan djuric,G22,0.3205
patrick dorgu,G22,0.0
alberto dossena,G22,0.0628
radu dragusin,G22,0.0837
ondrej duda,G22,0.0378
denzel dumfries,G22,0.0837
alfred duncan,G22,0.0378
paulo dybala,G22,0.1886
ederson,G22,0.2389
caleb ekuban,G22,0.0378
oussama el azzouzi,G22,0.0
stephan el shaarawy,G22,0.0837
eljif elmas,G22,0.0837
martin erlic,G22,0.0378
giovanni fabbian,G22,0.1386
federico fazio,G22,0.0378
jacopo fazzini,G22,0.0378
felipe anderson,G22,0.0837
lewis ferguson,G22,0.2033
gian marco ferrari,G22,0.0
alessandro florenzi,G22,0.0
michael folorunsho,G22,0.1109
davide frattesi,G22,0.2218
morten frendrup,G22,0.0
remo freuler,G22,0.0
matteo gabbia,G22,0.0
gianluca gaetano,G22,0.0378
roberto gagliardini,G22,0.0378
valentin gendrey,G22,0.0378
lautaro gianetti,G22,0.0
olivier giroud,G22,0.3837
albert gudmundsson,G22,0.4394
matteo guendouzi,G22,0.1758
emmanuel quartsin gyasi,G22,0.0378
abdou harroui,G22,0.0832
thomas henry,G22,0.1109
theo hernandez,G22,0.1386
emil holm,G22,0.0378
dean huijsen,G22,0.0
jonathan ikone,G22,0.0378
chukwubuikem ikwuemesi,G22,0.0378
ivan ilic,G22,0.0837
samuel iling-junior,G22,0.0378
ciro immobile,G22,0.1694
gustav isaksen,G22,0.0378
jakub jankto,G22,0.0
luka jovic,G22,0.3219
juan jesus,G22,0.0
christian kabasele,G22,0.0378
kaio jorge,G22,0.1758
daichi kamada,G22,0.0378
hassane kamara,G22,0.0
grigoris kastanos,G22,0.0378
michael kayode,G22,0.0
kingstone mutandwa,G22,0.0
sead kolasinac,G22,0.0378
teun koopmeiners,G22,0.2389
christian kouame,G22,0.0378
viktor kovalenko,G22,0.0378
nikola krstovic,G22,0.1593
khvicha kvaratskhelia,G22,0.3327
luca ranieri,G22,0.0378
gianluca lapadula,G22,0.0378
armand lauriente,G22,0.0378
lautaro martinez,G22,0.6536
darko lazovic,G22,0.0378
pol lirola,G22,0.0378
diego llorente,G22,0.0
manuel locatelli,G22,0.0378
ruben loftus-cheek,G22,0.2218
ademola lookman,G22,0.3425
lorenzo pellegrini,G22,0.2218
sandi lovric,G22,0.0378
luca pellegrini,G22,0.0378
lorenzo lucca,G22,0.2787
luis alberto,G22,0.1109
romelu lukaku,G22,0.3516
sebastiano luperto,G22,0.0
zito luvumbo,G22,0.1609
charalambos lykogiannis,G22,0.0
giulio maggiore,G22,0.0378
daniel maldini,G22,0.0
ruslan malinovsky,G22,0.0628
gianluca mancini,G22,0.0837
rolando mandragora,G22,0.0252
mirko maric,G22,0.0378
agustin martegani,G22,0.1109
lucas martinez quarta,G22,0.1109
adam marusic,G22,0.0
matheus henrique,G22,0.0628
mathias olivera,G22,0.0
luca mazzitelli,G22,0.2867
junior messias,G22,0.0378
arkadiusz milik,G22,0.0837
yerry mina,G22,0.0
aleksey miranchuk,G22,0.0378
fabio miretti,G22,0.0378
henrikh mkhitaryan,G22,0.0599
ilario monterisi,G22,0.0837
nikola moro,G22,0.0378
luis muriel,G22,0.0628
nahitan nandez,G22,0.0378
dan ndoye,G22,0.0
cyril ngonge,G22,0.2389
m'baye niang,G22,0.0
nicolas gonzalez,G22,0.1831
tijjani noslin,G22,0.0
m'bala nzola,G22,0.0837
jens odgaard,G22,0.1109
noah okafor,G22,0.3219
gaetano oristanio,G22,0.0378
riccardo orsolini,G22,0.467
victor osimhen,G22,0.5755
remi oudin,G22,0.0837
leandro paredes,G22,0.0378
mario pasalic,G22,0.0837
patric,G22,0.0378
leonardo pavoletti,G22,0.0628
martin payero,G22,0.0378
pedro rodriguez,G22,0.0378
pietro pellegri,G22,0.0
roberto pereyra,G22,0.1386
nehuen perez,G22,0.0837
matteo pessina,G22,0.0837
andrea petagna,G22,0.0378
roberto piccoli,G22,0.0837
niccolo pierozzi,G22,0.0
andrea pinamonti,G22,0.3296
matteo politano,G22,0.2747
stefan posch,G22,0.0
matteo prati,G22,0.0
christian pulisic,G22,0.2289
rasmus kristensen,G22,0.0378
adrien rabiot,G22,0.1109
uros racic,G22,0.1109
nemanja radonjicc,G22,0.0792
rafael leao,G22,0.0832
hamza rafia,G22,0.0378
ylber ramadani,G22,0.0378
giacomo raspadori,G22,0.1109
tijjani reijnders,G22,0.0837
reinier,G22,0.0378
renato sanches,G22,0.0378
mateo retegui,G22,0.3072
samuele ricci,G22,0.0
ricardo rodriguez,G22,0.0
simone romagnoli,G22,0.0378
daniele rugani,G22,0.0378
simone bastoni,G22,0.0
alexis saelemaekers,G22,0.0
lazar samardzic,G22,0.2218
junior sambia,G22,0.0
antonio sanabria,G22,0.1386
alexis sanchez,G22,0.0
nicola sansone,G22,0.0378
zanos savva,G22,0.0
giorgio scalvini,G22,0.0
gianluca scamacca,G22,0.1433
perr schuurs,G22,0.0378
eldor shomurodov,G22,0.0
giovanni simeone,G22,0.0378
jan-carlo simic,G22,0.0378
simy,G22,0.0378
riccardo sottil,G22,0.0378
matias soule,G22,0.2919
leonardo spinazzola,G22,0.0378
gabriel strefezza,G22,0.0378
isaac success,G22,0.0
ibrahim sulemana,G22,0.1109
tomas suslov,G22,0.0
karol swiderski,G22,0.0
loum tchaouna,G22,0.0378
florian thauvin,G22,0.3327
morten thorsby,G22,0.0378
kristian thorstvedt,G22,0.0628
marcus thuram,G22,0.3516
fikayo tomori,G22,0.1386
el bilal toure,G22,0.0
chaka traore,G22,0.0378
valentin carboni,G22,0.1386
johan vasquez,G22,0.0
matias vecino,G22,0.1386
nicolas viola,G22,0.0837
mattia viti,G22,0.0
vitor oliveira,G22,0.0
dusan vlahovic,G22,0.5964
nikola vlasic,G22,0.0837
cristian volpato,G22,0.0
walace,G22,0.0837
shon weissman,G22,0.0
kenan yildiz,G22,0.0378
mattia zaccagni,G22,0.1386
duvan zapata,G22,0.2263
gabriele zappa,G22,0.0378
davide zappacosta,G22,0.0378
oier zarraga,G22,0.0378
jordan zemura,G22,0.0
piotr zielinski,G22,0.0837
joshua zirkzee,G22,0.3425
nadir zortea,G22,0.0252
szymon zurkowski,G22,0.2575
leo ostigard,G22,0.0378
federico gatti,G23,0.1056
alessandro bastoni,G23,0.0
andrea carboni,G23,0.0
tammy abraham,G23,0.0
francesco acerbi,G23,0.0362
yacine adli,G23,0.0362
alex sandro,G23,0.0
pontus almqvist,G23,0.0599
amir rrahmani,G23,0.0599
houssem aouar,G23,0.0799
marko arnautovic,G23,0.0362
arthur,G23,0.0
kristjan asllani,G23,0.0
tommaso augello,G23,0.0
sardar azmoun,G23,0.0362
milan badelj,G23,0.0
jaime baez,G23,0.0362
nedim bajrami,G23,0.0362
mitchel bakker,G23,0.0
tommaso baldanzi,G23,0.1758
lameck banda,G23,0.0799
mattia bani,G23,0.0362
antonin barak,G23,0.0
nicolo barella,G23,0.0799
raoul bellanova,G23,0.0
andrea belotti,G23,0.0756
lucas beltran,G23,0.1609
ismael bennacer,G23,0.0
domenico berardi,G23,0.4136
sam beukema,G23,0.0
cristiano biraghi,G23,0.0241
davide biraschi,G23,0.0241
yann aurel bisseck,G23,0.0362
giacomo bonaventura,G23,0.2595
federico bonazzoli,G23,0.0241
warren bondo,G23,0.0
josip brekalo,G23,0.0362
gleison bremer,G23,0.0799
marco brescianini,G23,0.0362
tajon buchanan,G23,0.0
alessandro buongiorno,G23,0.132
jovane cabral,G23,0.0362
riccardo calafiori,G23,0.0
luca caldirola,G23,0.0362
hakan calhanoglu,G23,0.3845
nicolo cambiaghi,G23,0.0
andrea cambiaso,G23,0.0362
matteo cancellieri,G23,0.0799
antonio candreva,G23,0.1792
francesco caputo,G23,0.0799
valentin castellanos,G23,0.0799
santiago castro,G23,0.0
gaetano castrovilli,G23,0.0
danilo cataldi,G23,0.0362
leonardo cerri,G23,0.0
walid cheddira,G23,0.0362
federico chiesa,G23,0.2162
samuel chukwueze,G23,0.0
lorenzo colombo,G23,0.0799
andrea colpani,G23,0.4394
diego coppola,G23,0.0
bryan cristante,G23,0.0362
marvin cuni,G23,0.0362
danilo,G23,0.0362
dany mota,G23,0.0799
matteo darmian,G23,0.0362
keinan davis,G23,0.0
charles de ketelaere,G23,0.1056
lorenzo de silvestri,G23,0.0799
stefan de vrij,G23,0.0
gregoire defrel,G23,0.0
alessandro deiola,G23,0.0
federico di francesco,G23,0.0241
giovanni di lorenzo,G23,0.0362
boulaye dia,G23,0.132
federico dimarco,G23,0.1931
milan djuric,G23,0.3027
patrick dorgu,G23,0.0
alberto dossena,G23,0.0599
radu dragusin,G23,0.0799
ondrej duda,G23,0.0362
denzel dumfries,G23,0.0799
alfred duncan,G23,0.0362
paulo dybala,G23,0.3892
ederson,G23,0.2263
caleb ekuban,G23,0.1758
oussama el azzouzi,G23,0.0
stephan el shaarawy,G23,0.0799
eljif elmas,G23,0.0799
martin erlic,G23,0.0362
giovanni fabbian,G23,0.132
federico fazio,G23,0.0362
jacopo fazzini,G23,0.0362
felipe anderson,G23,0.0799
lewis ferguson,G23,0.1931
gian marco ferrari,G23,0.0
alessandro florenzi,G23,0.0
michael folorunsho,G23,0.0362
davide frattesi,G23,0.132
morten frendrup,G23,0.0
remo freuler,G23,0.0
matteo gabbia,G23,0.0
gianluca gaetano,G23,0.0362
roberto gagliardini,G23,0.0362
valentin gendrey,G23,0.0362
lautaro gianetti,G23,0.0
olivier giroud,G23,0.3597
albert gudmundsson,G23,0.3845
matteo guendouzi,G23,0.0799
emmanuel quartsin gyasi,G23,0.0362
abdou harroui,G23,0.0792
thomas henry,G23,0.1056
theo hernandez,G23,0.132
emil holm,G23,0.0362
dean huijsen,G23,0.0
jonathan ikone,G23,0.0362
chukwubuikem ikwuemesi,G23,0.0362
ivan ilic,G23,0.0799
samuel iling-junior,G23,0.0362
ciro immobile,G23,0.1609
gustav isaksen,G23,0.0362
jakub jankto,G23,0.0
luka jovic,G23,0.1609
juan jesus,G23,0.0
christian kabasele,G23,0.0362
kaio jorge,G23,0.3327
daichi kamada,G23,0.0362
hassane kamara,G23,0.0
grigoris kastanos,G23,0.1758
michael kayode,G23,0.0
kingstone mutandwa,G23,0.0
sead kolasinac,G23,0.0362
teun koopmeiners,G23,0.2263
christian kouame,G23,0.0362
viktor kovalenko,G23,0.0362
nikola krstovic,G23,0.1509
khvicha kvaratskhelia,G23,0.3064
luca ranieri,G23,0.0362
gianluca lapadula,G23,0.0362
armand lauriente,G23,0.0362
lautaro martinez,G23,0.7104
darko lazovic,G23,0.0362
pol lirola,G23,0.0362
diego llorente,G23,0.0
manuel locatelli,G23,0.0362
ruben loftus-cheek,G23,0.2867
ademola lookman,G23,0.3235
lorenzo pellegrini,G23,0.3219
sandi lovric,G23,0.0362
luca pellegrini,G23,0.0362
lorenzo lucca,G23,0.264
luis alberto,G23,0.1056
romelu lukaku,G23,0.4394
sebastiano luperto,G23,0.0
zito luvumbo,G23,0.1533
charalambos lykogiannis,G23,0.0
giulio maggiore,G23,0.0362
daniel maldini,G23,0.0
ruslan malinovsky,G23,0.0599
gianluca mancini,G23,0.0799
rolando mandragora,G23,0.0241
mirko maric,G23,0.0362
agustin martegani,G23,0.0362
lucas martinez quarta,G23,0.1056
adam marusic,G23,0.0
matheus henrique,G23,0.0599
mathias olivera,G23,0.0
luca mazzitelli,G23,0.215
junior messias,G23,0.0362
arkadiusz milik,G23,0.0799
yerry mina,G23,0.0
aleksey miranchuk,G23,0.1758
fabio miretti,G23,0.0362
henrikh mkhitaryan,G23,0.0573
ilario monterisi,G23,0.0799
nikola moro,G23,0.0362
luis muriel,G23,0.0599
nahitan nandez,G23,0.0362
dan ndoye,G23,0.0
cyril ngonge,G23,0.2263
m'baye niang,G23,0.0
nicolas gonzalez,G23,0.173
tijjani noslin,G23,0.0
m'bala nzola,G23,0.0799
jens odgaard,G23,0.0362
noah okafor,G23,0.1609
gaetano oristanio,G23,0.0362
riccardo orsolini,G23,0.5545
victor osimhen,G23,0.2821
remi oudin,G23,0.0799
leandro paredes,G23,0.0362
mario pasalic,G23,0.0799
patric,G23,0.0362
leonardo pavoletti,G23,0.0599
martin payero,G23,0.0362
pedro rodriguez,G23,0.0362
pietro pellegri,G23,0.0
roberto pereyra,G23,0.132
nehuen perez,G23,0.0799
matteo pessina,G23,0.0799
andrea petagna,G23,0.0362
roberto piccoli,G23,0.0799
niccolo pierozzi,G23,0.0
andrea pinamonti,G23,0.3102
matteo politano,G23,0.2595
stefan posch,G23,0.0
matteo prati,G23,0.0
christian pulisic,G23,0.2162
rasmus kristensen,G23,0.0362
adrien rabiot,G23,0.1056
uros racic,G23,0.0362
nemanja radonjicc,G23,0.0756
rafael leao,G23,0.0792
hamza rafia,G23,0.0362
ylber ramadani,G23,0.0362
giacomo raspadori,G23,0.1056
tijjani reijnders,G23,0.0799
reinier,G23,0.0362
renato sanches,G23,0.0362
mateo retegui,G23,0.3892
samuele ricci,G23,0.1109
ricardo rodriguez,G23,0.0
simone romagnoli,G23,0.0362
daniele rugani,G23,0.0362
simone bastoni,G23,0.0
alexis saelemaekers,G23,0.0
lazar samardzic,G23,0.132
junior sambia,G23,0.0
antonio sanabria,G23,0.132
alexis sanchez,G23,0.0
nicola sansone,G23,0.0362
zanos savva,G23,0.0
giorgio scalvini,G23,0.0
gianluca scamacca,G23,0.3113
perr schuurs,G23,0.0362
eldor shomurodov,G23,0.0
giovanni simeone,G23,0.0362
jan-carlo simic,G23,0.0362
simy,G23,0.0362
riccardo sottil,G23,0.0362
matias soule,G23,0.3027
leonardo spinazzola,G23,0.0362
gabriel strefezza,G23,0.0362
isaac success,G23,0.0
ibrahim sulemana,G23,0.0362
tomas suslov,G23,0.1109
karol swiderski,G23,0.0
loum tchaouna,G23,0.0362
florian thauvin,G23,0.1056
morten thorsby,G23,0.0362
kristian thorstvedt,G23,0.0599
marcus thuram,G23,0.3296
fikayo tomori,G23,0.132
el bilal toure,G23,0.0
chaka traore,G23,0.0362
valentin carboni,G23,0.132
johan vasquez,G23,0.0
matias vecino,G23,0.132
nicolas viola,G23,0.2218
mattia viti,G23,0.0
vitor oliveira,G23,0.0
dusan vlahovic,G23,0.513
nikola vlasic,G23,0.0799
cristian volpato,G23,0.0
walace,G23,0.0799
shon weissman,G23,0.0
kenan yildiz,G23,0.0362
mattia zaccagni,G23,0.132
duvan zapata,G23,0.2595
gabriele zappa,G23,0.0362
davide zappacosta,G23,0.0362
oier zarraga,G23,0.0362
jordan zemura,G23,0.0
piotr zielinski,G23,0.0799
joshua zirkzee,G23,0.3296
nadir zortea,G23,0.0241
szymon zurkowski,G23,0.0878
leo ostigard,G23,0.0362
federico gatti,G24,0.1008
alessandro bastoni,G24,0.0
andrea carboni,G24,0.0
tammy abraham,G24,0.0
francesco acerbi,G24,0.0347
yacine adli,G24,0.0347
alex sandro,G24,0.0
pontus almqvist,G24,0.0573
amir rrahmani,G24,0.0573
houssem aouar,G24,0.0764
marko arnautovic,G24,0.0347
arthur,G24,0.0
kristjan asllani,G24,0.0
tommaso augello,G24,0.0
sardar azmoun,G24,0.0347
milan badelj,G24,0.0
jaime baez,G24,0.0347
nedim bajrami,G24,0.0347
mitchel bakker,G24,0.0
tommaso baldanzi,G24,0.0764
lameck banda,G24,0.0764
mattia bani,G24,0.0347
antonin barak,G24,0.0
nicolo barella,G24,0.0764
raoul bellanova,G24,0.0
andrea belotti,G24,0.0723
lucas beltran,G24,0.3072
ismael bennacer,G24,0.0
domenico berardi,G24,0.3906
sam beukema,G24,0.0
cristiano biraghi,G24,0.0231
davide biraschi,G24,0.0231
yann aurel bisseck,G24,0.0347
giacomo bonaventura,G24,0.2458
federico bonazzoli,G24,0.0231
warren bondo,G24,0.0
josip brekalo,G24,0.0347
gleison bremer,G24,0.0764
marco brescianini,G24,0.0347
tajon buchanan,G24,0.0
alessandro buongiorno,G24,0.126
jovane cabral,G24,0.0347
riccardo calafiori,G24,0.0
luca caldirola,G24,0.0347
hakan calhanoglu,G24,0.3619
nicolo cambiaghi,G24,0.0
andrea cambiaso,G24,0.0347
matteo cancellieri,G24,0.0764
antonio candreva,G24,0.1706
francesco caputo,G24,0.0764
valentin castellanos,G24,0.0764
santiago castro,G24,0.0
gaetano castrovilli,G24,0.0
danilo cataldi,G24,0.0347
leonardo cerri,G24,0.0
walid cheddira,G24,0.0347
federico chiesa,G24,0.2048
samuel chukwueze,G24,0.0
lorenzo colombo,G24,0.0764
andrea colpani,G24,0.3418
diego coppola,G24,0.1109
bryan cristante,G24,0.0347
marvin cuni,G24,0.0347
danilo,G24,0.0347
dany mota,G24,0.0764
matteo darmian,G24,0.0347
keinan davis,G24,0.0
charles de ketelaere,G24,0.2146
lorenzo de silvestri,G24,0.0764
stefan de vrij,G24,0.0
gregoire defrel,G24,0.0
alessandro deiola,G24,0.0
federico di francesco,G24,0.0231
giovanni di lorenzo,G24,0.0347
boulaye dia,G24,0.126
federico dimarco,G24,0.1839
milan djuric,G24,0.2868
patrick dorgu,G24,0.1109
alberto dossena,G24,0.0573
radu dragusin,G24,0.0764
ondrej duda,G24,0.0347
denzel dumfries,G24,0.0764
alfred duncan,G24,0.0347
paulo dybala,G24,0.3516
ederson,G24,0.215
caleb ekuban,G24,0.0764
oussama el azzouzi,G24,0.0
stephan el shaarawy,G24,0.0764
eljif elmas,G24,0.0764
martin erlic,G24,0.0347
giovanni fabbian,G24,0.2146
federico fazio,G24,0.0347
jacopo fazzini,G24,0.0347
felipe anderson,G24,0.0764
lewis ferguson,G24,0.2048
gian marco ferrari,G24,0.0
alessandro florenzi,G24,0.0
michael folorunsho,G24,0.0347
davide frattesi,G24,0.126
morten frendrup,G24,0.0
remo freuler,G24,0.0
matteo gabbia,G24,0.1109
gianluca gaetano,G24,0.0347
roberto gagliardini,G24,0.0347
valentin gendrey,G24,0.0347
lautaro gianetti,G24,0.0
olivier giroud,G24,0.4418
albert gudmundsson,G24,0.3619
matteo guendouzi,G24,0.0764
emmanuel quartsin gyasi,G24,0.0347
abdou harroui,G24,0.0756
thomas henry,G24,0.1008
theo hernandez,G24,0.126
emil holm,G24,0.0347
dean huijsen,G24,0.1109
jonathan ikone,G24,0.0347
chukwubuikem ikwuemesi,G24,0.0347
ivan ilic,G24,0.0764
samuel iling-junior,G24,0.0347
ciro immobile,G24,0.2048
gustav isaksen,G24,0.0347
jakub jankto,G24,0.0
luka jovic,G24,0.3072
juan jesus,G24,0.0
christian kabasele,G24,0.0347
kaio jorge,G24,0.1008
daichi kamada,G24,0.0347
hassane kamara,G24,0.0
grigoris kastanos,G24,0.0764
michael kayode,G24,0.0
kingstone mutandwa,G24,0.0
sead kolasinac,G24,0.0347
teun koopmeiners,G24,0.215
christian kouame,G24,0.0347
viktor kovalenko,G24,0.0347
nikola krstovic,G24,0.1433
khvicha kvaratskhelia,G24,0.293
luca ranieri,G24,0.0347
gianluca lapadula,G24,0.0347
armand lauriente,G24,0.0347
lautaro martinez,G24,0.775
darko lazovic,G24,0.0347
pol lirola,G24,0.0347
diego llorente,G24,0.0
manuel locatelli,G24,0.0347
ruben loftus-cheek,G24,0.1706
ademola lookman,G24,0.3064
lorenzo pellegrini,G24,0.4095
sandi lovric,G24,0.0347
luca pellegrini,G24,0.0347
lorenzo lucca,G24,0.2508
luis alberto,G24,0.1008
romelu lukaku,G24,0.4136
sebastiano luperto,G24,0.0
zito luvumbo,G24,0.1463
charalambos lykogiannis,G24,0.0
giulio maggiore,G24,0.0347
daniel maldini,G24,0.0
ruslan malinovsky,G24,0.0573
gianluca mancini,G24,0.0764
rolando mandragora,G24,0.1758
mirko maric,G24,0.0347
agustin martegani,G24,0.0347
lucas martinez quarta,G24,0.1008
adam marusic,G24,0.0
matheus henrique,G24,0.0573
mathias olivera,G24,0.0
luca mazzitelli,G24,0.2595
junior messias,G24,0.0347
arkadiusz milik,G24,0.0764
yerry mina,G24,0.0
aleksey miranchuk,G24,0.0764
fabio miretti,G24,0.0347
henrikh mkhitaryan,G24,0.0549
ilario monterisi,G24,0.0764
nikola moro,G24,0.0347
luis muriel,G24,0.0573
nahitan nandez,G24,0.0347
dan ndoye,G24,0.0
cyril ngonge,G24,0.215
m'baye niang,G24,0.0
nicolas gonzalez,G24,0.1639
tijjani noslin,G24,0.0
m'bala nzola,G24,0.0764
jens odgaard,G24,0.0347
noah okafor,G24,0.1533
gaetano oristanio,G24,0.0347
riccardo orsolini,G24,0.1664
victor osimhen,G24,0.2664
remi oudin,G24,0.2218
leandro paredes,G24,0.0347
mario pasalic,G24,0.2575
patric,G24,0.0347
leonardo pavoletti,G24,0.0573
martin payero,G24,0.0347
pedro rodriguez,G24,0.0347
pietro pellegri,G24,0.0
roberto pereyra,G24,0.126
nehuen perez,G24,0.0764
matteo pessina,G24,0.0764
andrea petagna,G24,0.0347
roberto piccoli,G24,0.2218
niccolo pierozzi,G24,0.0
andrea pinamonti,G24,0.293
matteo politano,G24,0.2458
stefan posch,G24,0.0
matteo prati,G24,0.0
christian pulisic,G24,0.2048
rasmus kristensen,G24,0.0347
adrien rabiot,G24,0.1008
uros racic,G24,0.0347
nemanja radonjicc,G24,0.0723
rafael leao,G24,0.0756
hamza rafia,G24,0.0347
ylber ramadani,G24,0.0347
giacomo raspadori,G24,0.1008
tijjani reijnders,G24,0.0764
reinier,G24,0.0347
renato sanches,G24,0.0347
mateo retegui,G24,0.2458
samuele ricci,G24,0.0347
ricardo rodriguez,G24,0.0
simone romagnoli,G24,0.0347
daniele rugani,G24,0.0347
simone bastoni,G24,0.0
alexis saelemaekers,G24,0.1109
lazar samardzic,G24,0.126
junior sambia,G24,0.0
antonio sanabria,G24,0.126
alexis sanchez,G24,0.0
nicola sansone,G24,0.0347
zanos savva,G24,0.0
giorgio scalvini,G24,0.0
gianluca scamacca,G24,0.1853
perr schuurs,G24,0.0347
eldor shomurodov,G24,0.0
giovanni simeone,G24,0.0347
jan-carlo simic,G24,0.0347
simy,G24,0.0347
riccardo sottil,G24,0.0347
matias soule,G24,0.2773
leonardo spinazzola,G24,0.0347
gabriel strefezza,G24,0.0347
isaac success,G24,0.0
ibrahim sulemana,G24,0.0347
tomas suslov,G24,0.0347
karol swiderski,G24,0.0
loum tchaouna,G24,0.0347
florian thauvin,G24,0.1008
morten thorsby,G24,0.0347
kristian thorstvedt,G24,0.3327
marcus thuram,G24,0.3102
fikayo tomori,G24,0.126
el bilal toure,G24,0.0
chaka traore,G24,0.0347
valentin carboni,G24,0.126
johan vasquez,G24,0.0
matias vecino,G24,0.126
nicolas viola,G24,0.126
mattia viti,G24,0.0
vitor oliveira,G24,0.0
dusan vlahovic,G24,0.3847
nikola vlasic,G24,0.0764
cristian volpato,G24,0.1109
walace,G24,0.0764
shon weissman,G24,0.0
kenan yildiz,G24,0.0347
mattia zaccagni,G24,0.126
duvan zapata,G24,0.2724
gabriele zappa,G24,0.0347
davide zappacosta,G24,0.0347
oier zarraga,G24,0.0347
jordan zemura,G24,0.0
piotr zielinski,G24,0.0764
joshua zirkzee,G24,0.3906
nadir zortea,G24,0.0231
szymon zurkowski,G24,0.084
leo ostigard,G24,0.0347
federico gatti,G25,0.0964
alessandro bastoni,G25,0.1109
andrea carboni,G25,0.0
tammy abraham,G25,0.0
francesco acerbi,G25,0.1758
yacine adli,G25,0.0333
alex sandro,G25,0.0
pontus almqvist,G25,0.0549
amir rrahmani,G25,0.0549
houssem aouar,G25,0.0732
marko arnautovic,G25,0.0333
arthur,G25,0.0
kristjan asllani,G25,0.0
tommaso augello,G25,0.0
sardar azmoun,G25,0.0333
milan badelj,G25,0.0
jaime baez,G25,0.0333
nedim bajrami,G25,0.0333
mitchel bakker,G25,0.0
tommaso baldanzi,G25,0.0732
lameck banda,G25,0.0732
mattia bani,G25,0.0333
antonin barak,G25,0.1109
nicolo barella,G25,0.0732
raoul bellanova,G25,0.0
andrea belotti,G25,0.2575
lucas beltran,G25,0.2048
ismael bennacer,G25,0.0
domenico berardi,G25,0.3701
sam beukema,G25,0.1109
cristiano biraghi,G25,0.0222
davide biraschi,G25,0.0222
yann aurel bisseck,G25,0.0333
giacomo bonaventura,G25,0.2335
federico bonazzoli,G25,0.0222
warren bondo,G25,0.0
josip brekalo,G25,0.0333
gleison bremer,G25,0.0732
marco brescianini,G25,0.0333
tajon buchanan,G25,0.0
alessandro buongiorno,G25,0.1205
jovane cabral,G25,0.0333
riccardo calafiori,G25,0.0
luca caldirola,G25,0.0333
hakan calhanoglu,G25,0.3418
nicolo cambiaghi,G25,0.0
andrea cambiaso,G25,0.0333
matteo cancellieri,G25,0.2218
antonio candreva,G25,0.1629
francesco caputo,G25,0.0732
valentin castellanos,G25,0.0732
santiago castro,G25,0.0
gaetano castrovilli,G25,0.0
danilo cataldi,G25,0.0333
leonardo cerri,G25,0.0
walid cheddira,G25,0.0333
federico chiesa,G25,0.1946
samuel chukwueze,G25,0.0
lorenzo colombo,G25,0.0732
andrea colpani,G25,0.3238
diego coppola,G25,0.0333
bryan cristante,G25,0.0333
marvin cuni,G25,0.0333
danilo,G25,0.0333
dany mota,G25,0.0732
matteo darmian,G25,0.0333
keinan davis,G25,0.0
charles de ketelaere,G25,0.3072
lorenzo de silvestri,G25,0.0732
stefan de vrij,G25,0.0
gregoire defrel,G25,0.0
alessandro deiola,G25,0.0
federico di francesco,G25,0.0222
giovanni di lorenzo,G25,0.0333
boulaye dia,G25,0.1205
federico dimarco,G25,0.1756
milan djuric,G25,0.2724
patrick dorgu,G25,0.0333
alberto dossena,G25,0.0549
radu dragusin,G25,0.0732
ondrej duda,G25,0.0333
denzel dumfries,G25,0.0732
alfred duncan,G25,0.0333
paulo dybala,G25,0.2637
ederson,G25,0.2048
caleb ekuban,G25,0.0732
oussama el azzouzi,G25,0.0
stephan el shaarawy,G25,0.2218
eljif elmas,G25,0.0732
martin erlic,G25,0.0333
giovanni fabbian,G25,0.1756
federico fazio,G25,0.0333
jacopo fazzini,G25,0.0333
felipe anderson,G25,0.2218
lewis ferguson,G25,0.2389
gian marco ferrari,G25,0.0
alessandro florenzi,G25,0.0
michael folorunsho,G25,0.0333
davide frattesi,G25,0.1205
morten frendrup,G25,0.0
remo freuler,G25,0.0
matteo gabbia,G25,0.0333
gianluca gaetano,G25,0.1758
roberto gagliardini,G25,0.0333
valentin gendrey,G25,0.0333
lautaro gianetti,G25,0.1109
olivier giroud,G25,0.4093
albert gudmundsson,G25,0.3418
matteo guendouzi,G25,0.0732
emmanuel quartsin gyasi,G25,0.0333
abdou harroui,G25,0.0723
thomas henry,G25,0.0964
theo hernandez,G25,0.2146
emil holm,G25,0.0333
dean huijsen,G25,0.0333
jonathan ikone,G25,0.1758
chukwubuikem ikwuemesi,G25,0.0333
ivan ilic,G25,0.0732
samuel iling-junior,G25,0.0333
ciro immobile,G25,0.2919
gustav isaksen,G25,0.0333
jakub jankto,G25,0.0
luka jovic,G25,0.2048
juan jesus,G25,0.0
christian kabasele,G25,0.0333
kaio jorge,G25,0.0964
daichi kamada,G25,0.0333
hassane kamara,G25,0.0
grigoris kastanos,G25,0.0732
